Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.000102,15.099475,[21 74] ; [17 11],[29.3495935 65.6504065] ; [ 8.6504065 19.3495935],1
s5,1,0.000505,12.095865,[11 80] ; [11 15],[17.11111111 73.88888889] ; [ 4.88888889 21.11111111],1
s6,1,0.000764,11.326401,[29 65] ; [18  9],[36.51239669 57.48760331] ; [10.48760331 16.51239669],1
s7,1,0.003107,8.743294,[17 74] ; [13 15],[22.94117647 68.05882353] ; [ 7.05882353 20.94117647],0
u3,1,0.012307,6.266123,[ 9 32] ; [9 7],[12.94736842 28.05263158] ; [ 5.05263158 10.94736842],0
a6,1,0.012522,6.235355,[56 39] ; [ 9 19],[50.20325203 44.79674797] ; [14.79674797 13.20325203],0
u2,1,0.10018,2.702674,[13 27] ; [9 7],[15.71428571 24.28571429] ; [6.28571429 9.71428571],0
s8,1,0.127384,2.324093,[15 80] ; [ 8 20],[17.76422764 77.23577236] ; [ 5.23577236 22.76422764],0
n4,1,0.138933,2.189742,[59 36] ; [13 15],[55.6097561 39.3902439] ; [16.3902439 11.6097561],0
v4,1,0.149153,2.080895,[68 26] ; [24  4],[70.8852459 23.1147541] ; [21.1147541  6.8852459],0
p2,1,0.169368,1.888529,[50 44] ; [19  9],[53.16393443 40.83606557] ; [15.83606557 12.16393443],0
a3,1,0.173866,1.849287,[54 40] ; [12 16],[50.85245902 43.14754098] ; [15.14754098 12.85245902],0
p10,1,0.176292,1.828605,[52 39] ; [20  8],[55.05882353 35.94117647] ; [16.94117647 11.05882353],0
s3,1,0.188534,1.729035,[34 60] ; [14 14],[36.98360656 57.01639344] ; [11.01639344 16.98360656],0
r4,1,0.268806,1.222829,[43 52] ; [16 12],[45.56910569 49.43089431] ; [13.43089431 14.56910569],0
b1,1,0.316456,1.00354,[37 58] ; [ 8 20],[34.75609756 60.24390244] ; [10.24390244 17.75609756],0
p7,1,0.340457,0.908709,[30 63] ; [11 15],[32.04201681 60.95798319] ; [ 8.95798319 17.04201681],0
p1,1,0.344236,0.89459,[13 81] ; [ 2 26],[11.55737705 82.44262295] ; [ 3.44262295 24.55737705],0
a1,1,0.386479,0.74999,[ 8 87] ; [ 1 27],[ 6.95121951 88.04878049] ; [ 2.04878049 25.95121951],0
p6,1,0.405629,0.691575,[14 77] ; [ 6 21],[15.42372881 75.57627119] ; [ 4.57627119 22.42372881],0
a4,1,0.445608,0.581798,[27 67] ; [ 6 22],[25.42622951 68.57377049] ; [ 7.57377049 20.42622951],0
a5,1,0.450383,0.569689,[45 50] ; [11 17],[43.25203252 51.74796748] ; [12.74796748 15.25203252],0
n1,1,0.456556,0.554326,[10 23] ; [ 3 12],[ 8.9375 24.0625] ; [ 4.0625 10.9375],0
a8,1,0.485884,0.485628,[ 7 83] ; [ 1 25],[ 6.20689655 83.79310345] ; [ 1.79310345 24.20689655],0
a7,1,0.50597,0.442391,[53 42] ; [17 10],[54.50819672 40.49180328] ; [15.49180328 11.50819672],0
r2,1,0.538858,0.37766,[69 22] ; [22  5],[70.1779661 20.8220339] ; [20.8220339  6.1779661],0
b4,1,0.545125,0.366124,[55 40] ; [18 10],[56.38211382 38.61788618] ; [16.61788618 11.38211382],0
n2,1,0.552821,0.352288,[22 12] ; [11  4],[22.89795918 11.10204082] ; [10.10204082  4.89795918],0
d4,1,0.57867,0.308389,[59 36] ; [19  9],[60.24390244 34.75609756] ; [17.75609756 10.24390244],0
u1,1,0.581716,0.303468,[ 6 89] ; [ 1 27],[ 5.40650407 89.59349593] ; [ 1.59349593 26.40650407],0
n6,1,0.604134,0.268805,[66 29] ; [18 10],[64.87804878 30.12195122] ; [19.12195122  8.87804878],0
p11,1,0.612091,0.257142,[56 39] ; [18 10],[57.15447154 37.84552846] ; [16.84552846 11.15447154],0
d2,1,0.619116,0.247111,[35 58] ; [12 16],[36.12396694 56.87603306] ; [10.87603306 17.12396694],0
d3,1,0.643829,0.213769,[44 50] ; [14 13],[45.05785124 48.94214876] ; [12.94214876 14.05785124],0
r3,1,0.658059,0.19589,[70 24] ; [22  6],[70.8852459 23.1147541] ; [21.1147541  6.8852459],0
p12,1,0.665016,0.187488,[ 2 92] ; [ 1 27],[ 2.31147541 91.68852459] ; [ 0.68852459 27.31147541],0
p3,1,0.693964,0.154827,[20 74] ; [ 5 23],[19.26229508 74.73770492] ; [ 5.73770492 22.26229508],0
b2,1,0.749702,0.101782,[21 32] ; [ 6 11],[20.44285714 32.55714286] ; [ 6.55714286 10.44285714],0
b3,1,0.749702,0.101782,[21 32] ; [ 6 11],[20.44285714 32.55714286] ; [ 6.55714286 10.44285714],0
v3,1,0.819828,0.051877,[25 67] ; [ 7 21],[24.53333333 67.46666667] ; [ 7.46666667 20.53333333],0
d1,1,0.879145,0.02312,[32 63] ; [ 9 19],[31.66666667 63.33333333] ; [ 9.33333333 18.66666667],0
v1,1,0.885079,0.02089,[27 63] ; [ 8 20],[26.69491525 63.30508475] ; [ 8.30508475 19.69491525],0
n5,1,0.894095,0.017722,[59 36] ; [17 11],[58.69918699 36.30081301] ; [17.30081301 10.69918699],0
d5,1,0.905174,0.014191,[61 34] ; [17 10],[60.73770492 34.26229508] ; [17.26229508  9.73770492],0
n3,1,0.906981,0.013653,[21 13] ; [9 6],[20.81632653 13.18367347] ; [9.18367347 5.81632653],0
s1,1,0.92106,0.00982,[ 3 91] ; [ 1 27],[ 3.08196721 90.91803279] ; [ 0.91803279 27.08196721],0
v2,1,0.943769,0.004975,[30 62] ; [ 9 18],[30.1512605 61.8487395] ; [ 8.8487395 18.1512605],0
p8,1,0.963964,0.002041,[26 69] ; [ 7 19],[25.90909091 69.09090909] ; [ 7.09090909 18.90909091],0
p9,1,0.970594,0.001359,[63 27] ; [19  8],[63.07692308 26.92307692] ; [18.92307692  8.07692308],0
