Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.000674,11.560381,[2 8] ; [21  5],[6.38888889 3.61111111] ; [16.61111111  9.38888889],1
n5,1,0.001441,10.152503,[3 7] ; [22  4],[6.94444444 3.05555556] ; [18.05555556  7.94444444],0
n4,1,0.008656,6.892514,[3 7] ; [20  6],[6.38888889 3.61111111] ; [16.61111111  9.38888889],0
a4,1,0.009085,6.806044,[1 8] ; [16 10],[4.37142857 4.62857143] ; [12.62857143 13.37142857],0
p4,1,0.027449,4.862338,[1 9] ; [13 13],[3.88888889 6.11111111] ; [10.11111111 15.88888889],0
d2,1,0.042455,4.11698,[2 8] ; [15 11],[4.72222222 5.27777778] ; [12.27777778 13.72222222],0
p11,1,0.043092,4.091793,[1 9] ; [12 14],[3.61111111 6.38888889] ; [ 9.38888889 16.61111111],0
a3,1,0.044708,4.02963,[4 5] ; [20  5],[6.35294118 2.64705882] ; [17.64705882  7.35294118],0
s6,1,0.076729,3.132867,[6 4] ; [ 7 18],[3.71428571 6.28571429] ; [ 9.28571429 15.71428571],0
u3,1,0.078983,3.085714,[5 1] ; [2 4],[3.5 2.5] ; [3.5 2.5],0
u2,1,0.078983,3.085714,[4 2] ; [1 5],[2.5 3.5] ; [2.5 3.5],0
n3,1,0.153338,2.03873,[4 1] ; [6 8],[2.63157895 2.36842105] ; [7.36842105 6.63157895],0
v4,1,0.197396,1.661538,[9 1] ; [18  8],[7.5 2.5] ; [19.5  6.5],0
s3,1,0.248983,1.329003,[2 7] ; [11 14],[3.44117647 5.55882353] ; [ 9.55882353 15.44117647],0
s4,1,0.320988,0.984919,[3 7] ; [ 4 22],[1.94444444 8.05555556] ; [ 5.05555556 20.94444444],0
p7,1,0.338574,0.915825,[2 7] ; [10 15],[3.17647059 5.82352941] ; [ 8.82352941 16.17647059],0
n6,1,0.392227,0.732026,[4 6] ; [14 11],[5.14285714 4.85714286] ; [12.85714286 12.14285714],0
d4,1,0.393841,0.727049,[8 2] ; [17  9],[6.94444444 3.05555556] ; [18.05555556  7.94444444],0
p9,1,0.445009,0.583333,[7 3] ; [14 11],[6. 4.] ; [15. 10.],0
r4,1,0.445513,0.582042,[4 6] ; [ 7 19],[3.05555556 6.94444444] ; [ 7.94444444 18.05555556],0
d5,1,0.445513,0.582042,[6 4] ; [19  7],[6.94444444 3.05555556] ; [18.05555556  7.94444444],0
d1,1,0.45675,0.553846,[4 6] ; [14 12],[5. 5.] ; [13. 13.],0
a1,1,0.505641,0.443077,[1 9] ; [ 5 21],[1.66666667 8.33333333] ; [ 4.33333333 21.66666667],0
s2,1,0.51818,0.417515,[2 8] ; [ 8 18],[2.77777778 7.22222222] ; [ 7.22222222 18.77777778],0
s7,1,0.577155,0.310857,[3 6] ; [11 14],[3.70588235 5.29411765] ; [10.29411765 14.70588235],0
p8,1,0.594525,0.283333,[4 6] ; [12 12],[4.70588235 5.29411765] ; [11.29411765 12.70588235],0
d3,1,0.598725,0.276923,[6 4] ; [18  8],[6.66666667 3.33333333] ; [17.33333333  8.66666667],0
s5,1,0.6247,0.239316,[2 8] ; [ 7 18],[2.57142857 7.42857143] ; [ 6.42857143 18.57142857],0
p3,1,0.63591,0.224132,[3 7] ; [10 16],[3.61111111 6.38888889] ; [ 9.38888889 16.61111111],0
n1,1,0.636982,0.222711,[3 2] ; [10  4],[3.42105263 1.57894737] ; [9.57894737 4.42105263],0
n2,1,0.636982,0.222711,[3 2] ; [10  4],[3.42105263 1.57894737] ; [9.57894737 4.42105263],0
v3,1,0.667436,0.184615,[2 8] ; [ 7 19],[2.5 7.5] ; [ 6.5 19.5],0
p6,1,0.667436,0.184615,[2 8] ; [ 7 19],[2.5 7.5] ; [ 6.5 19.5],0
v2,1,0.667436,0.184615,[2 8] ; [ 7 19],[2.5 7.5] ; [ 6.5 19.5],0
s1,1,0.67563,0.175087,[1 9] ; [ 4 22],[1.38888889 8.61111111] ; [ 3.61111111 22.38888889],0
b2,1,0.694176,0.154602,[2 5] ; [ 7 12],[2.42307692 4.57692308] ; [ 6.57692308 12.42307692],0
b3,1,0.694176,0.154602,[2 5] ; [ 7 12],[2.42307692 4.57692308] ; [ 6.57692308 12.42307692],0
r2,1,0.713694,0.134615,[7 3] ; [19  6],[7.42857143 2.57142857] ; [18.57142857  6.42857143],0
p2,1,0.73927,0.110769,[4 6] ; [12 14],[4.44444444 5.55555556] ; [11.55555556 14.44444444],0
p1,1,0.73927,0.110769,[2 8] ; [ 4 22],[1.66666667 8.33333333] ; [ 4.33333333 21.66666667],0
b5,1,0.763208,0.090764,[6 4] ; [17  9],[6.38888889 3.61111111] ; [16.61111111  9.38888889],0
b1,1,0.763208,0.090764,[6 4] ; [17  9],[6.38888889 3.61111111] ; [16.61111111  9.38888889],0
b4,1,0.79246,0.069231,[7 3] ; [17  9],[6.66666667 3.33333333] ; [17.33333333  8.66666667],0
s8,1,0.905813,0.014,[3 7] ; [ 7 18],[2.85714286 7.14285714] ; [ 7.14285714 17.85714286],0
v1,1,0.932412,0.007193,[4 6] ; [10 16],[3.88888889 6.11111111] ; [10.11111111 15.88888889],0
r1,1,1.0,0.0,[5 5] ; [13 13],[5. 5.] ; [13. 13.],0
p10,1,1.0,0.0,[5 5] ; [13 13],[5. 5.] ; [13. 13.],0
