Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,112.129329,[ 53 213] ; [76 18],[ 95.31666667 170.68333333] ; [33.68333333 60.31666667],1
s6,1,0.0,41.918967,[ 93 177] ; [68 25],[119.75206612 150.24793388] ; [41.24793388 51.75206612],1
s5,1,0.000249,13.419918,[ 39 227] ; [29 61],[ 50.80898876 215.19101124] ; [17.19101124 72.80898876],1
s8,1,0.001414,10.187566,[ 30 242] ; [23 71],[ 39.38797814 232.61202186] ; [13.61202186 80.38797814],0
s4,1,0.006682,7.356551,[ 26 243] ; [19 74],[ 33.43922652 235.56077348] ; [11.56077348 81.43922652],0
r3,1,0.010493,6.549225,[227  42] ; [89  5],[234.1707989  34.8292011] ; [81.8292011 12.1707989],0
p12,1,0.018336,5.563781,[  6 265] ; [ 7 87],[  9.65205479 261.34794521] ; [ 3.34794521 90.65205479],0
p10,1,0.022053,5.241593,[173  95] ; [72 21],[181.88365651  86.11634349] ; [63.11634349 29.88365651],0
d4,1,0.027245,4.875204,[197  74] ; [79 15],[204.92054795  66.07945205] ; [71.07945205 22.92054795],0
v1,1,0.066938,3.356552,[102 163] ; [45 46],[109.4241573 155.5758427] ; [37.5758427 53.4241573],0
p1,1,0.085958,2.948484,[ 19 252] ; [ 2 90],[ 15.67768595 255.32231405] ; [ 5.32231405 86.67768595],0
p4,1,0.097989,2.737974,[ 94 174] ; [42 52],[100.68508287 167.31491713] ; [35.31491713 58.68508287],0
u1,1,0.102719,2.662811,[ 22 250] ; [13 81],[ 26.01092896 245.98907104] ; [ 8.98907104 85.01092896],0
r4,1,0.108343,2.578222,[207  65] ; [79 15],[212.54644809  59.45355191] ; [73.45355191 20.54644809],0
v3,1,0.119235,2.427339,[ 72 189] ; [33 58],[ 77.85511364 183.14488636] ; [27.14488636 63.85511364],0
n2,1,0.120605,2.409446,[50 29] ; [20  5],[53.17307692 25.82692308] ; [16.82692308  8.17307692],0
p9,1,0.152845,2.043624,[186  81] ; [72 21],[191.35  75.65] ; [66.65 26.35],0
v4,1,0.157519,1.997887,[235  35] ; [86  7],[238.76033058  31.23966942] ; [82.23966942 10.76033058],0
n5,1,0.174259,1.845914,[175  93] ; [54 40],[169.5359116  98.4640884] ; [59.4640884 34.5359116],0
u3,1,0.193596,1.690039,[53 60] ; [23 16],[56.5 56.5] ; [19.5 19.5],0
p2,1,0.216773,1.525604,[188  82] ; [71 22],[192.6446281  77.3553719] ; [66.3553719 26.6446281],0
a7,1,0.224959,1.472454,[183  87] ; [70 24],[187.66483516  82.33516484] ; [65.33516484 28.66483516],0
p3,1,0.237989,1.392467,[ 83 188] ; [35 59],[ 87.6109589 183.3890411] ; [30.3890411 63.6109589],0
n4,1,0.268357,1.225126,[178  92] ; [56 38],[173.57142857  96.42857143] ; [60.42857143 33.57142857],0
a5,1,0.300744,1.070892,[166 106] ; [63 31],[170.18579235 101.81420765] ; [58.81420765 35.18579235],0
r2,1,0.306817,1.044327,[233  33] ; [86  8],[235.70555556  30.29444444] ; [83.29444444 10.70555556],0
d1,1,0.327642,0.958197,[123 149] ; [48 46],[127.08196721 144.91803279] ; [43.91803279 50.08196721],0
b2,1,0.347379,0.883007,[ 47 104] ; [11 35],[ 44.45685279 106.54314721] ; [13.54314721 32.45685279],0
b3,1,0.347379,0.883007,[ 47 104] ; [11 35],[ 44.45685279 106.54314721] ; [13.54314721 32.45685279],0
n3,1,0.386278,0.750626,[53 25] ; [20  6],[54.75 23.25] ; [18.25  7.75],0
a4,1,0.406814,0.688092,[ 99 171] ; [30 64],[ 95.68681319 174.31318681] ; [33.31318681 60.68681319],0
p11,1,0.472836,0.51534,[186  86] ; [68 26],[188.76502732  83.23497268] ; [65.23497268 28.76502732],0
r1,1,0.473545,0.513693,[190  79] ; [62 31],[187.25966851  81.74033149] ; [64.74033149 28.25966851],0
v2,1,0.497154,0.461006,[124 135] ; [38 49],[121.26589595 137.73410405] ; [40.73410405 46.26589595],0
d5,1,0.513447,0.427035,[196  76] ; [71 23],[198.42622951  73.57377049] ; [68.57377049 25.42622951],0
n1,1,0.540467,0.374674,[27 51] ; [ 7 18],[25.74757282 52.25242718] ; [ 8.25242718 16.74757282],0
p7,1,0.559367,0.340801,[115 151] ; [43 49],[117.39664804 148.60335196] ; [40.60335196 51.39664804],0
d3,1,0.583653,0.300367,[162 110] ; [59 35],[164.24043716 107.75956284] ; [56.75956284 37.24043716],0
a2,1,0.590871,0.288987,[ 40 232] ; [16 78],[ 41.61748634 230.38251366] ; [14.38251366 79.61748634],0
b1,1,0.591318,0.288291,[101 171] ; [32 62],[ 98.84153005 173.15846995] ; [34.15846995 59.84153005],0
a3,1,0.644513,0.212888,[159 110] ; [53 41],[157.10192837 111.89807163] ; [54.89807163 39.10192837],0
n6,1,0.678249,0.172104,[201  69] ; [72 22],[202.5  67.5] ; [70.5 23.5],0
a6,1,0.784248,0.074959,[181  91] ; [64 30],[182.07650273  89.92349727] ; [62.92349727 31.07650273],0
p5,1,0.829665,0.046281,[ 13 257] ; [ 5 88],[ 13.38842975 256.61157025] ; [ 4.61157025 88.38842975],0
a1,1,0.835118,0.043323,[ 13 259] ; [ 4 90],[ 12.63387978 259.36612022] ; [ 4.36612022 89.63387978],0
u2,1,0.900808,0.015535,[54 57] ; [19 21],[53.66225166 57.33774834] ; [19.33774834 20.66225166],0
b5,1,0.903295,0.014762,[163 109] ; [57 37],[163.49726776 108.50273224] ; [56.50273224 37.49726776],0
d2,1,0.943522,0.005019,[107 162] ; [37 57],[106.7107438 162.2892562] ; [37.2892562 56.7107438],0
p8,1,0.951565,0.00369,[ 96 172] ; [34 60],[ 96.24309392 171.75690608] ; [33.75690608 60.24309392],0
a8,1,0.972216,0.001213,[ 26 225] ; [ 9 79],[ 25.91445428 225.08554572] ; [ 9.08554572 78.91445428],0
b4,1,0.99259,8.6e-05,[159 113] ; [55 39],[159.03825137 112.96174863] ; [54.96174863 39.03825137],0
