Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.000149,14.381884,[ 7 62] ; [12 15],[13.65625 55.34375] ; [ 5.34375 21.65625],1
p8,1,0.00023,13.570865,[10 61] ; [13 13],[16.83505155 54.16494845] ; [ 6.16494845 19.83505155],1
p7,1,0.000254,13.381733,[13 55] ; [15 11],[20.25531915 47.74468085] ; [ 7.74468085 18.25531915],1
p6,1,0.001219,10.460582,[ 4 64] ; [ 8 18],[ 8.68085106 59.31914894] ; [ 3.31914894 22.68085106],0
p2,1,0.001991,9.558086,[29 41] ; [20  6],[35.72916667 34.27083333] ; [13.27083333 12.72916667],0
p11,1,0.00274,8.972721,[26 45] ; [19  8],[32.60204082 38.39795918] ; [12.39795918 14.60204082],0
p9,1,0.006852,7.311241,[29 38] ; [20  7],[34.92553191 32.07446809] ; [14.07446809 12.92553191],0
p10,1,0.022136,5.235041,[27 42] ; [17  9],[31.95789474 37.04210526] ; [12.04210526 13.95789474],0
s7,1,0.026325,4.934532,[10 57] ; [ 9 16],[13.83695652 53.16304348] ; [ 5.16304348 19.83695652],0
n6,1,0.031899,4.603893,[34 36] ; [19  7],[38.64583333 31.35416667] ; [14.35416667 11.64583333],0
p5,1,0.043479,4.076696,[ 4 66] ; [ 5 21],[ 6.5625 63.4375] ; [ 2.4375 23.5625],0
b2,1,0.068663,3.314686,[19 21] ; [ 4 14],[15.86206897 24.13793103] ; [ 7.13793103 10.86206897],0
b3,1,0.068663,3.314686,[19 21] ; [ 4 14],[15.86206897 24.13793103] ; [ 7.13793103 10.86206897],0
s8,1,0.09358,2.811685,[ 5 66] ; [ 5 22],[ 7.24489796 63.75510204] ; [ 2.75510204 24.24489796],0
u3,1,0.104999,2.627917,[ 7 27] ; [5 6],[ 9.06666667 24.93333333] ; [2.93333333 8.06666667],0
p12,1,0.1274,2.323901,[ 1 69] ; [ 2 25],[ 2.16494845 67.83505155] ; [ 0.83505155 26.16494845],0
a5,1,0.144724,2.126997,[33 38] ; [17 10],[36.2244898 34.7755102] ; [13.7755102 13.2244898],0
b1,1,0.155787,2.014654,[36 35] ; [18  9],[39.12244898 31.87755102] ; [14.87755102 12.12244898],0
d5,1,0.164689,1.930632,[39 32] ; [19  8],[42.02040816 28.97959184] ; [15.97959184 11.02040816],0
d3,1,0.18599,1.749101,[31 39] ; [16 11],[33.91752577 36.08247423] ; [13.08247423 13.91752577],0
a1,1,0.189872,1.718613,[ 9 62] ; [ 1 26],[ 7.24489796 63.75510204] ; [ 2.75510204 24.24489796],0
b4,1,0.297558,1.085105,[45 26] ; [14 13],[42.74489796 28.25510204] ; [16.25510204 10.74489796],0
v3,1,0.302055,1.065098,[14 56] ; [ 3 24],[12.26804124 57.73195876] ; [ 4.73195876 22.26804124],0
s1,1,0.357244,0.847559,[ 4 66] ; [ 3 24],[ 5.05154639 64.94845361] ; [ 1.94845361 25.05154639],0
v4,1,0.362845,0.828023,[39 30] ; [18  9],[40.96875 28.03125] ; [16.03125 10.96875],0
n1,1,0.368066,0.810185,[13 23] ; [7 7],[14.4 21.6] ; [5.6 8.4],0
a4,1,0.465792,0.53194,[23 47] ; [11 16],[24.53608247 45.46391753] ; [ 9.46391753 17.53608247],0
