Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,61.115419,[104  29] ; [105 178],[66.81971154 66.18028846] ; [142.18028846 140.81971154],1
p12,1,5.3e-05,16.349397,[ 15 120] ; [  6 288],[  6.60839161 128.39160839] ; [ 14.39160839 279.60839161],1
v1,1,0.000556,11.917839,[81 54] ; [121 167],[64.46808511 70.53191489] ; [137.53191489 150.46808511],1
p5,1,0.003193,8.693739,[ 15 121] ; [ 11 283],[  8.22325581 127.77674419] ; [ 17.77674419 276.22325581],0
n4,1,0.003868,8.344621,[104  32] ; [184 111],[90.87703016 45.12296984] ; [197.12296984  97.87703016],0
d2,1,0.01161,6.369495,[67 68] ; [108 186],[55.06993007 79.93006993] ; [119.93006993 174.06993007],0
a3,1,0.012668,6.214884,[94 43] ; [164 129],[82.2 54.8] ; [175.8 117.2],0
d1,1,0.013729,6.072601,[82 55] ; [139 156],[70.08564815 66.91435185] ; [150.91435185 144.08564815],0
a5,1,0.032059,4.595334,[99 38] ; [182 113],[89.11342593 47.88657407] ; [191.88657407 103.11342593],0
r2,1,0.042088,4.131668,[131   4] ; [269  24],[126.1682243   8.8317757] ; [273.8317757  19.1682243],0
r1,1,0.042806,4.103033,[111  26] ; [210  82],[102.51048951  34.48951049] ; [218.48951049  73.51048951],0
n5,1,0.043996,4.056697,[99 37] ; [183 108],[89.81733021 46.18266979] ; [192.18266979  98.81733021],0
b4,1,0.061459,3.497567,[91 46] ; [168 127],[82.13657407 54.86342593] ; [176.86342593 118.13657407],0
u1,1,0.069674,3.290675,[ 20 117] ; [ 26 269],[ 14.58796296 122.41203704] ; [ 31.41203704 263.58796296],0
a2,1,0.073046,3.21322,[ 30 107] ; [ 44 251],[ 23.46759259 113.53240741] ; [ 50.53240741 244.46759259],0
b1,1,0.084894,2.968616,[43 94] ; [118 177],[51.05787037 85.94212963] ; [109.94212963 185.05787037],0
s4,1,0.088371,2.903798,[ 13 121] ; [ 46 244],[ 18.64622642 115.35377358] ; [ 40.35377358 249.64622642],0
p10,1,0.096299,2.765798,[106  28] ; [208  83],[99.00235294 34.99764706] ; [214.99764706  76.00235294],0
a4,1,0.131626,2.273227,[59 78] ; [104 189],[51.93255814 85.06744186] ; [111.06744186 181.93255814],0
p3,1,0.133611,2.250036,[61 74] ; [110 183],[53.93691589 81.06308411] ; [117.06308411 175.93691589],0
s8,1,0.138295,2.196831,[ 31 106] ; [ 49 245],[ 25.42923434 111.57076566] ; [ 54.57076566 239.42923434],0
p4,1,0.140963,2.167417,[71 61] ; [135 158],[63.98117647 68.01882353] ; [142.01882353 150.98117647],0
p8,1,0.180485,1.793625,[69 65] ; [130 162],[62.59624413 71.40375587] ; [136.40375587 155.59624413],0
u4,1,0.19172,1.704351,[  2 135] ; [  1 294],[  0.95138889 136.04861111] ; [  2.04861111 292.95138889],0
d4,1,0.213359,1.548489,[111  25] ; [225  70],[106.02320186  29.97679814] ; [229.97679814  65.02320186],0
r3,1,0.23313,1.42166,[130   6] ; [273  22],[127.16473318   8.83526682] ; [275.83526682  19.16473318],0
r4,1,0.267379,1.230147,[124  13] ; [256  39],[120.50925926  16.49074074] ; [259.49074074  35.50925926],0
p9,1,0.296254,1.090979,[109  26] ; [221  69],[104.82352941  30.17647059] ; [225.17647059  64.82352941],0
s3,1,0.307266,1.04239,[55 78] ; [106 187],[50.26525822 82.73474178] ; [110.73474178 182.26525822],0
d5,1,0.31618,1.004685,[109  28] ; [221  73],[104.89559165  32.10440835] ; [225.10440835  68.89559165],0
p7,1,0.341322,0.905461,[80 53] ; [159 129],[75.50356295 57.49643705] ; [163.49643705 124.50356295],0
p2,1,0.341778,0.903752,[111  24] ; [230  64],[107.30769231  27.69230769] ; [233.69230769  60.30769231],0
a7,1,0.37276,0.794444,[102  33] ; [210  84],[98.18181818 36.81818182] ; [213.81818182  80.18181818],0
d3,1,0.380194,0.770076,[92 45] ; [184 109],[87.93488372 49.06511628] ; [188.06511628 104.93488372],0
a1,1,0.392289,0.731836,[  7 130] ; [ 10 285],[  5.3912037 131.6087963] ; [ 11.6087963 283.3912037],0
s2,1,0.410256,0.67806,[43 93] ; [ 81 211],[39.40186916 96.59813084] ; [ 84.59813084 207.40186916],0
a8,1,0.421135,0.647144,[ 15 109] ; [ 26 249],[ 12.74185464 111.25814536] ; [ 28.25814536 246.74185464],0
n6,1,0.432597,0.615841,[113  24] ; [233  61],[109.98143852  27.01856148] ; [236.01856148  57.98143852],0
p1,1,0.461859,0.541387,[ 11 126] ; [ 18 276],[  9.21809745 127.78190255] ; [ 19.78190255 274.21809745],0
n3,1,0.465953,0.531556,[22  9] ; [59 17],[23.46728972  7.53271028] ; [57.53271028 18.46728972],0
u2,1,0.562045,0.336176,[23 19] ; [64 65],[21.36842105 20.63157895] ; [65.63157895 63.36842105],0
n1,1,0.564827,0.331414,[ 7 21] ; [24 54],[ 8.18867925 19.81132075] ; [22.81132075 55.18867925],0
s1,1,0.702342,0.146047,[  3 130] ; [  5 287],[  2.50352941 130.49647059] ; [  5.49647059 286.50352941],0
s5,1,0.726652,0.122208,[ 31 101] ; [ 63 224],[ 29.61336516 102.38663484] ; [ 64.38663484 222.61336516],0
p6,1,0.782311,0.076347,[ 34 100] ; [ 77 212],[35.16312057 98.83687943] ; [ 75.83687943 213.16312057],0
p11,1,0.790009,0.070915,[107  30] ; [227  68],[105.9212963  31.0787037] ; [228.0787037  66.9212963],0
a6,1,0.810914,0.057239,[94 43] ; [199  96],[92.91898148 44.08101852] ; [200.08101852  94.91898148],0
u3,1,0.835795,0.042963,[23 19] ; [73 56],[23.57894737 18.42105263] ; [72.42105263 56.57894737],0
n2,1,0.876396,0.024193,[23  8] ; [56 21],[22.67592593  8.32407407] ; [56.32407407 20.67592593],0
s6,1,0.890516,0.018948,[66 67] ; [146 144],[66.6572104 66.3427896] ; [145.3427896 144.6572104],0
b3,1,0.895386,0.01729,[27 53] ; [ 50 102],[26.55172414 53.44827586] ; [ 50.44827586 101.55172414],0
b2,1,0.895386,0.01729,[27 53] ; [ 50 102],[26.55172414 53.44827586] ; [ 50.44827586 101.55172414],0
b5,1,0.990127,0.000153,[86 51] ; [185 110],[85.94212963 51.05787037] ; [185.05787037 109.94212963],0
