Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,56.138863,[71  7] ; [26 53],[48.1910828 29.8089172] ; [48.8089172 30.1910828],1
d2,1,0.0,51.219106,[56 22] ; [12 67],[33.78343949 44.21656051] ; [34.21656051 44.78343949],1
d4,1,0.0,42.24067,[76  1] ; [43 36],[58.73717949 18.26282051] ; [60.26282051 18.73717949],1
d5,1,0.0,35.924708,[75  2] ; [45 34],[59.23076923 17.76923077] ; [60.76923077 18.23076923],1
u1,1,1e-06,24.13872,[23 55] ; [ 1 78],[11.92356688 66.07643312] ; [12.07643312 66.92356688],1
p6,1,1.5e-05,18.700964,[40 38] ; [14 63],[27.17419355 50.82580645] ; [26.82580645 50.17419355],1
s8,1,0.000711,11.46027,[45 33] ; [24 54],[34.5 43.5] ; [34.5 43.5],1
a4,1,0.000893,11.036475,[45 33] ; [24 53],[34.72258065 43.27741935] ; [34.27741935 42.72258065],1
a5,1,0.000957,10.909153,[65 13] ; [47 32],[55.6433121 22.3566879] ; [56.3566879 22.6433121],1
a2,1,0.001677,9.873036,[25 53] ; [ 9 70],[16.89171975 61.10828025] ; [17.10828025 61.89171975],0
p8,1,0.002298,9.294603,[51 27] ; [32 46],[41.5 36.5] ; [41.5 36.5],0
r1,1,0.002959,8.832626,[69  8] ; [55 23],[61.6 15.4] ; [62.4 15.6],0
v4,1,0.004883,7.922257,[77  1] ; [68 10],[72.5  5.5] ; [72.5  5.5],0
p4,1,0.006529,7.398302,[56 22] ; [40 39],[47.69426752 30.30573248] ; [48.30573248 30.69426752],0
n4,1,0.007805,7.077778,[67 11] ; [53 25],[60. 18.] ; [60. 18.],0
p9,1,0.01219,6.283084,[70  7] ; [60 19],[64.16666667 12.83333333] ; [65.83333333 13.16666667],0
r3,1,0.012209,6.280193,[74  4] ; [64 14],[69.  9.] ; [69.  9.],0
p3,1,0.016527,5.745903,[44 33] ; [30 49],[36.52564103 40.47435897] ; [37.47435897 41.52564103],0
a6,1,0.017451,5.650395,[54 24] ; [40 39],[46.70063694 31.29936306] ; [47.29936306 31.70063694],0
p10,1,0.024509,5.058275,[68 10] ; [56 21],[62.4 15.6] ; [61.6 15.4],0
s5,1,0.02483,5.0357,[36 38] ; [23 52],[29.30201342 44.69798658] ; [29.69798658 45.30201342],0
n5,1,0.025438,4.993833,[66 12] ; [55 24],[60.11464968 17.88535032] ; [60.88535032 18.11464968],0
n6,1,0.027308,4.871226,[68 10] ; [57 21],[62.5 15.5] ; [62.5 15.5],0
s1,1,0.027943,4.831601,[ 1 76] ; [ 7 69],[ 4.02614379 72.97385621] ; [ 3.97385621 72.02614379],0
b2,1,0.029553,4.735133,[28 27] ; [15 35],[22.52380952 32.47619048] ; [20.47619048 29.52380952],0
b3,1,0.029553,4.735133,[28 27] ; [15 35],[22.52380952 32.47619048] ; [20.47619048 29.52380952],0
a7,1,0.030765,4.666036,[59 19] ; [47 32],[52.66242038 25.33757962] ; [53.33757962 25.66242038],0
r4,1,0.037633,4.321537,[72  6] ; [64 15],[67.56687898 10.43312102] ; [68.43312102 10.56687898],0
a3,1,0.039616,4.234251,[60 17] ; [49 29],[54.1483871 22.8516129] ; [54.8516129 23.1483871],0
s4,1,0.092787,2.825347,[21 55] ; [13 66],[16.67096774 59.32903226] ; [17.32903226 61.67096774],0
v3,1,0.114754,2.487503,[26 50] ; [18 61],[21.57419355 54.42580645] ; [22.42580645 56.57419355],0
s3,1,0.143503,2.13999,[48 29] ; [39 38],[43.5 33.5] ; [43.5 33.5],0
p5,1,0.147725,2.095592,[14 62] ; [ 8 70],[10.85714286 65.14285714] ; [11.14285714 66.85714286],0
p11,1,0.163278,1.943606,[61 17] ; [54 25],[57.13375796 20.86624204] ; [57.86624204 21.13375796],0
p7,1,0.172278,1.863011,[51 25] ; [44 34],[46.88311688 29.11688312] ; [48.11688312 29.88311688],0
a8,1,0.189375,1.722476,[ 7 63] ; [13 61],[ 9.72222222 60.27777778] ; [10.27777778 63.72222222],0
s2,1,0.294941,1.096927,[43 34] ; [37 41],[39.74193548 37.25806452] ; [40.25806452 37.74193548],0
s6,1,0.321804,0.981601,[55 21] ; [50 27],[52.15686275 23.84313725] ; [52.84313725 24.15686275],0
p12,1,0.348133,0.880251,[ 7 71] ; [ 4 74],[ 5.5 72.5] ; [ 5.5 72.5],0
p2,1,0.355719,0.852951,[64 13] ; [61 18],[61.69871795 15.30128205] ; [63.30128205 15.69871795],0
u3,1,0.391356,0.734725,[13  5] ; [18 12],[11.625  6.375] ; [19.375 10.625],0
s7,1,0.45171,0.566358,[36 38] ; [31 42],[33.72789116 40.27210884] ; [33.27210884 39.72789116],0
u2,1,0.454486,0.559441,[11  7] ; [15 15],[9.75 8.25] ; [16.25 13.75],0
b4,1,0.46335,0.537789,[46 32] ; [42 37],[43.71974522 34.28025478] ; [44.28025478 34.71974522],0
u4,1,0.552447,0.352952,[ 2 76] ; [ 1 78],[ 1.49044586 76.50955414] ; [ 1.50955414 77.49044586],0
p1,1,0.616559,0.250733,[ 7 71] ; [ 9 70],[ 7.94904459 70.05095541] ; [ 8.05095541 70.94904459],0
n2,1,0.673669,0.17734,[14  4] ; [15  3],[14.5  3.5] ; [14.5  3.5],0
b1,1,0.691581,0.15738,[39 39] ; [37 42],[37.75796178 40.24203822] ; [38.24203822 40.75796178],0
n1,1,0.738494,0.111455,[10  8] ; [9 9],[9.5 8.5] ; [9.5 8.5],0
a1,1,0.746207,0.104746,[ 4 74] ; [ 5 74],[ 4.47133758 73.52866242] ; [ 4.52866242 74.47133758],0
n3,1,0.902785,0.014919,[11  6] ; [12  6],[11.17142857  5.82857143] ; [11.82857143  6.17142857],0
b5,1,0.920247,0.010024,[48 30] ; [48 31],[47.69426752 30.30573248] ; [48.30573248 30.69426752],0
