Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.001002,10.824248,[30 98] ; [14 11],[36.81045752 91.18954248] ; [ 7.18954248 17.81045752],0
s6,1,0.005366,7.75189,[46 82] ; [17  9],[52.36363636 75.63636364] ; [10.63636364 15.36363636],0
s5,1,0.010423,6.561058,[ 19 106] ; [ 9 15],[ 23.48993289 101.51006711] ; [ 4.51006711 19.48993289],0
s3,1,0.019958,5.415537,[45 83] ; [15 10],[50.19607843 77.80392157] ; [ 9.80392157 15.19607843],0
a6,1,0.070822,3.263862,[74 54] ; [10 16],[69.81818182 58.18181818] ; [14.18181818 11.81818182],0
s7,1,0.082622,3.012547,[29 90] ; [10 14],[32.45454545 86.54545455] ; [ 6.54545455 17.45454545],0
p4,1,0.102114,2.672213,[34 95] ; [11 15],[37.4516129 91.5483871] ; [ 7.5483871 18.4516129],0
p3,1,0.111209,2.536954,[30 98] ; [10 16],[33.24675325 94.75324675] ; [ 6.75324675 19.24675325],0
r3,1,0.117765,2.446798,[101  26] ; [17  9],[97.94771242 29.05228758] ; [20.05228758  5.94771242],0
r1,1,0.132491,2.263067,[84 44] ; [13 13],[80.62337662 47.37662338] ; [16.37662338  9.62337662],0
p11,1,0.140019,2.177751,[60 69] ; [ 8 18],[56.59354839 72.40645161] ; [11.40645161 14.59354839],0
v1,1,0.165828,1.920262,[47 79] ; [ 6 20],[43.93421053 82.06578947] ; [ 9.06578947 16.93421053],0
p1,1,0.174564,1.843302,[  6 122] ; [ 3 23],[  7.48051948 120.51948052] ; [ 1.51948052 24.48051948],0
a8,1,0.200914,1.635719,[ 17 105] ; [ 1 22],[ 15.14482759 106.85517241] ; [ 2.85517241 20.14482759],0
d4,1,0.277269,1.180428,[91 35] ; [16 10],[88.69736842 37.30263158] ; [18.30263158  7.69736842],0
n3,1,0.333151,0.936609,[31 21] ; [11  4],[32.59701493 19.40298507] ; [9.40298507 5.59701493],0
s1,1,0.346068,0.887821,[  8 119] ; [ 3 23],[  9.13071895 117.86928105] ; [ 1.86928105 24.13071895],0
u2,1,0.384488,0.756303,[25 26] ; [3 6],[23.8 27.2] ; [4.2 4.8],0
a2,1,0.386132,0.751089,[ 24 105] ; [ 3 23],[ 22.47096774 106.52903226] ; [ 4.52903226 21.47096774],0
n5,1,0.412804,0.670709,[67 60] ; [16 10],[68.89542484 58.10457516] ; [14.10457516 11.89542484],0
d1,1,0.448601,0.574185,[55 74] ; [ 9 17],[53.26451613 75.73548387] ; [10.73548387 15.26451613],0
s8,1,0.477803,0.503873,[ 22 106] ; [ 6 20],[ 23.27272727 104.72727273] ; [ 4.72727273 21.27272727],0
p7,1,0.482388,0.49346,[38 89] ; [ 6 20],[36.52287582 90.47712418] ; [ 7.47712418 18.52287582],0
a4,1,0.510387,0.433273,[55 73] ; [13 13],[56.51948052 71.48051948] ; [11.48051948 14.51948052],0
n2,1,0.518241,0.417393,[31 23] ; [10  5],[32.08695652 21.91304348] ; [8.91304348 6.08695652],0
v2,1,0.52289,0.40819,[46 77] ; [ 8 18],[44.57718121 78.42281879] ; [ 9.42281879 16.57718121],0
a5,1,0.537406,0.380369,[73 56] ; [13 13],[71.57419355 57.42580645] ; [14.42580645 11.57419355],0
a3,1,0.548144,0.360653,[75 52] ; [17  9],[76.36601307 50.63398693] ; [15.63398693 10.36601307],0
b5,1,0.587656,0.294021,[77 52] ; [17  9],[78.23225806 50.76774194] ; [15.76774194 10.23225806],0
p2,1,0.747584,0.103572,[65 64] ; [14 12],[65.7483871 63.2516129] ; [13.2516129 12.7483871],0
b4,1,0.748113,0.103123,[75 54] ; [16 10],[75.73548387 53.26451613] ; [15.26451613 10.73548387],0
n6,1,0.757521,0.095319,[74 53] ; [16 10],[74.70588235 52.29411765] ; [15.29411765 10.70588235],0
u3,1,0.757591,0.095262,[27 27] ; [5 4],[27.42857143 26.57142857] ; [4.57142857 4.42857143],0
d3,1,0.775604,0.081255,[65 63] ; [14 12],[65.66233766 62.33766234] ; [13.33766234 12.66233766],0
a1,1,0.793877,0.068267,[ 12 117] ; [ 2 24],[ 11.6516129 117.3483871] ; [ 2.3483871 23.6516129],0
b2,1,0.79423,0.068028,[29 56] ; [ 6 10],[29.45544554 55.54455446] ; [ 5.54455446 10.45544554],0
b3,1,0.79423,0.068028,[29 56] ; [ 6 10],[29.45544554 55.54455446] ; [ 5.54455446 10.45544554],0
a7,1,0.809815,0.057919,[70 57] ; [15 11],[70.55555556 56.44444444] ; [14.44444444 11.55555556],0
