Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,56.83655,[301  43] ; [20 27],[282.41432225  61.58567775] ; [38.58567775  8.41432225],1
n4,1,0.0,44.839056,[300  44] ; [23 25],[283.44897959  60.55102041] ; [39.55102041  8.44897959],1
p9,1,0.000143,14.46505,[313  30] ; [35 13],[305.27877238  37.72122762] ; [42.72122762  5.27877238],1
r4,1,0.000174,14.088405,[329  16] ; [39  9],[323.05343511  21.94656489] ; [44.94656489  3.05343511],1
p10,1,0.000202,13.816859,[302  39] ; [33 15],[293.66323907  47.33676093] ; [41.33676093  6.66323907],1
p11,1,0.00085,11.12945,[286  59] ; [30 18],[277.40458015  67.59541985] ; [38.59541985  9.40458015],1
a3,1,0.001401,10.204738,[262  83] ; [26 22],[252.82442748  92.17557252] ; [35.17557252 12.82442748],0
s7,1,0.001525,10.047777,[219 106] ; [20 26],[209.36657682 115.63342318] ; [29.63342318 16.36657682],0
b1,1,0.004848,7.935184,[128 217] ; [28 20],[136.94656489 208.05343511] ; [19.05343511 28.94656489],0
v1,1,0.007573,7.131675,[208 128] ; [20 28],[199.5 136.5] ; [28.5 19.5],0
a4,1,0.011427,6.397734,[174 169] ; [15 33],[165.79795396 177.20204604] ; [23.20204604 24.79795396],0
v4,1,0.015453,5.864016,[334  11] ; [42  5],[330.91836735  14.08163265] ; [45.08163265  1.91836735],0
r1,1,0.021698,5.269833,[294  50] ; [34 13],[288.57289003  55.42710997] ; [39.42710997  7.57289003],0
s5,1,0.025625,4.981138,[161 175] ; [14 32],[153.92670157 182.07329843] ; [21.07329843 24.92670157],0
u1,1,0.030723,4.668354,[ 84 261] ; [ 5 43],[ 78.12977099 266.87022901] ; [10.87022901 37.12977099],0
p12,1,0.032219,4.586816,[ 43 301] ; [ 1 47],[ 38.6122449 305.3877551] ; [ 5.3877551 42.6122449],0
v3,1,0.042661,4.108782,[145 190] ; [12 32],[138.77308707 196.22691293] ; [18.22691293 25.77308707],0
d4,1,0.049806,3.84798,[301  43] ; [37 11],[296.6122449  47.3877551] ; [41.3877551  6.6122449],0
p6,1,0.050388,3.828507,[183 159] ; [18 29],[176.71465296 165.28534704] ; [24.28534704 22.71465296],0
u2,1,0.054946,3.683718,[49 33] ; [18  4],[52.82692308 29.17307692] ; [14.17307692  7.82692308],0
