Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.013654,6.082365,[ 3 35] ; [5 9],[ 5.84615385 32.15384615] ; [ 2.15384615 11.84615385],0
a3,1,0.042693,4.10753,[18 24] ; [11  4],[21.36842105 20.63157895] ; [7.63157895 7.36842105],0
b1,1,0.087749,2.915196,[24 18] ; [13  3],[26.79310345 15.20689655] ; [10.20689655  5.79310345],0
r4,1,0.089035,2.891738,[ 7 35] ; [ 6 10],[ 9.4137931 32.5862069] ; [ 3.5862069 12.4137931],0
a4,1,0.135925,2.223492,[10 32] ; [7 9],[12.31034483 29.68965517] ; [ 4.68965517 11.31034483],0
p10,1,0.176638,1.825683,[15 26] ; [9 7],[17.26315789 23.73684211] ; [6.73684211 9.26315789],0
u3,1,0.241306,1.372947,[ 4 20] ; [2 3],[ 4.96551724 19.03448276] ; [1.03448276 3.96551724],0
d4,1,0.273033,1.201446,[25 17] ; [12  4],[26.79310345 15.20689655] ; [10.20689655  5.79310345],0
d2,1,0.275478,1.189264,[14 28] ; [ 3 13],[12.31034483 29.68965517] ; [ 4.68965517 11.31034483],0
p7,1,0.280309,1.165594,[17 25] ; [9 7],[18.82758621 23.17241379] ; [7.17241379 8.82758621],0
n3,1,0.28255,1.154783,[10  7] ; [2 4],[8.86956522 8.13043478] ; [3.13043478 2.86956522],0
s1,1,0.298593,1.080467,[ 2 40] ; [ 2 14],[ 2.89655172 39.10344828] ; [ 1.10344828 14.89655172],0
a2,1,0.298593,1.080467,[ 2 40] ; [ 2 14],[ 2.89655172 39.10344828] ; [ 1.10344828 14.89655172],0
v3,1,0.335035,0.929338,[ 4 38] ; [ 3 13],[ 5.06896552 36.93103448] ; [ 1.93103448 14.06896552],0
a8,1,0.339697,0.911574,[ 4 35] ; [ 3 12],[ 5.05555556 33.94444444] ; [ 1.94444444 13.05555556],0
a5,1,0.360758,0.835253,[18 24] ; [9 7],[19.55172414 22.44827586] ; [7.44827586 8.55172414],0
n6,1,0.389015,0.742018,[25 17] ; [7 8],[23.57894737 18.42105263] ; [8.42105263 6.57894737],0
p4,1,0.410643,0.676937,[16 26] ; [8 8],[17.37931034 24.62068966] ; [6.62068966 9.37931034],0
p3,1,0.428782,0.626121,[11 30] ; [ 6 10],[12.22807018 28.77192982] ; [ 4.77192982 11.22807018],0
s6,1,0.437125,0.603817,[15 27] ; [ 4 12],[13.75862069 28.24137931] ; [ 5.24137931 10.75862069],0
u1,1,0.470441,0.52094,[ 1 41] ; [ 1 15],[ 1.44827586 40.55172414] ; [ 0.55172414 15.44827586],0
b3,1,0.486339,0.484615,[ 7 21] ; [3 5],[ 7.77777778 20.22222222] ; [2.22222222 5.77777778],0
b2,1,0.486339,0.484615,[ 7 21] ; [3 5],[ 7.77777778 20.22222222] ; [2.22222222 5.77777778],0
d5,1,0.488566,0.479682,[22 20] ; [10  6],[23.17241379 18.82758621] ; [8.82758621 7.17241379],0
p1,1,0.51589,0.422102,[ 3 39] ; [ 2 14],[ 3.62068966 38.37931034] ; [ 1.37931034 14.62068966],0
p5,1,0.522047,0.409847,[ 5 36] ; [ 3 13],[ 5.75438596 35.24561404] ; [ 2.24561404 13.75438596],0
v1,1,0.539792,0.375926,[14 28] ; [ 4 12],[13.03448276 28.96551724] ; [ 4.96551724 11.03448276],0
s4,1,0.555182,0.348115,[ 8 34] ; [ 2 14],[ 7.24137931 34.75862069] ; [ 2.75862069 13.24137931],0
r3,1,0.617587,0.249273,[26 15] ; [9 7],[25.1754386 15.8245614] ; [9.8245614 6.1754386],0
b5,1,0.624921,0.239011,[24 18] ; [8 8],[23.17241379 18.82758621] ; [8.82758621 7.17241379],0
p11,1,0.624921,0.239011,[24 18] ; [8 8],[23.17241379 18.82758621] ; [8.82758621 7.17241379],0
