Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.000831,11.169607,[114  54] ; [2 9],[108.87150838  59.12849162] ; [7.12849162 3.87150838],1
r2,1,0.005242,7.793869,[157   9] ; [8 3],[154.74576271  11.25423729] ; [10.25423729  0.74576271],0
p10,1,0.008894,6.843904,[142  25] ; [6 5],[138.85393258  28.14606742] ; [9.14606742 1.85393258],0
s2,1,0.015007,5.91568,[78 89] ; [ 1 10],[74.11797753 92.88202247] ; [4.88202247 6.11797753],0
r4,1,0.021086,5.319674,[148  20] ; [7 4],[145.47486034  22.52513966] ; [9.52513966 1.47486034],0
n6,1,0.026566,4.918816,[115  52] ; [4 7],[111.64606742  55.35393258] ; [7.35393258 3.64606742],0
r3,1,0.060447,3.52507,[160   8] ; [9 2],[158.61452514   9.38547486] ; [10.38547486  0.61452514],0
b1,1,0.061488,3.496775,[ 47 121] ; [6 5],[ 49.74301676 118.25698324] ; [3.25698324 7.74301676],0
n1,1,0.074305,3.185268,[10 37] ; [2 1],[11.28 35.72] ; [0.72 2.28],0
p2,1,0.101113,2.687899,[139  28] ; [7 4],[136.97752809  30.02247191] ; [9.02247191 1.97752809],0
d3,1,0.111981,2.526044,[127  40] ; [6 5],[124.78089888  42.21910112] ; [8.21910112 2.78089888],0
p3,1,0.11539,2.478805,[71 97] ; [2 9],[68.51396648 99.48603352] ; [4.48603352 6.51396648],0
r1,1,0.125034,2.353106,[126  41] ; [6 5],[123.84269663  43.15730337] ; [8.15730337 2.84269663],0
a5,1,0.127297,2.325164,[114  54] ; [5 6],[111.68715084  56.31284916] ; [7.31284916 3.68715084],0
b4,1,0.132736,2.260215,[99 69] ; [9 2],[101.36312849  66.63687151] ; [6.63687151 4.36312849],0
p7,1,0.145337,2.120519,[97 68] ; [4 7],[94.6875 70.3125] ; [6.3125 4.6875],0
p6,1,0.146262,2.110807,[ 48 115] ; [ 1 10],[ 45.90229885 117.09770115] ; [3.09770115 7.90229885],0
s8,1,0.151997,2.052098,[ 67 101] ; [2 9],[ 64.75977654 103.24022346] ; [4.24022346 6.75977654],0
b2,1,0.152247,2.049596,[28 60] ; [5 4],[29.93814433 58.06185567] ; [3.06185567 5.93814433],0
b3,1,0.152247,2.049596,[28 60] ; [5 4],[29.93814433 58.06185567] ; [3.06185567 5.93814433],0
d1,1,0.20604,1.599032,[94 74] ; [4 7],[91.97765363 76.02234637] ; [6.02234637 4.97765363],0
b5,1,0.209794,1.57285,[108  60] ; [5 6],[106.05586592  61.94413408] ; [6.94413408 4.05586592],0
v3,1,0.210708,1.566554,[ 45 115] ; [1 9],[ 43.29411765 116.70588235] ; [2.70588235 7.29411765],0
a3,1,0.231463,1.431846,[107  60] ; [9 2],[108.83146067  58.16853933] ; [7.16853933 3.83146067],0
p1,1,0.232596,1.424918,[ 13 153] ; [2 9],[ 14.06779661 151.93220339] ; [ 0.93220339 10.06779661],0
p4,1,0.238338,1.390395,[76 91] ; [3 8],[74.11797753 92.88202247] ; [4.88202247 6.11797753],0
a7,1,0.25445,1.298702,[131  36] ; [7 4],[129.47191011  37.52808989] ; [8.52808989 2.47191011],0
s6,1,0.256154,1.289426,[104  62] ; [5 6],[102.2259887  63.7740113] ; [6.7740113 4.2259887],0
s1,1,0.360256,0.836999,[  6 162] ; [ 1 10],[  6.5698324 161.4301676] ; [ 0.4301676 10.5698324],0
n4,1,0.365897,0.817552,[69 99] ; [3 8],[ 67.57541899 100.42458101] ; [4.42458101 6.57541899],0
v1,1,0.37737,0.779253,[66 96] ; [3 8],[64.61271676 97.38728324] ; [4.38728324 6.61271676],0
p11,1,0.403389,0.698201,[126  42] ; [7 4],[124.82681564  43.17318436] ; [8.17318436 2.82681564],0
a4,1,0.515184,0.423524,[ 60 108] ; [5 6],[ 61.00558659 106.99441341] ; [3.99441341 7.00558659],0
s4,1,0.576722,0.311564,[ 34 134] ; [3 8],[ 34.72625698 133.27374302] ; [2.27374302 8.72625698],0
d2,1,0.656051,0.198357,[ 65 103] ; [5 6],[ 65.69832402 102.30167598] ; [4.30167598 6.69832402],0
v2,1,0.679244,0.170978,[82 76] ; [5 6],[81.33727811 76.66272189] ; [5.66272189 5.33727811],0
p8,1,0.725213,0.123552,[74 93] ; [5 5],[74.53672316 92.46327684] ; [4.46327684 5.53672316],0
s3,1,0.726078,0.122743,[84 81] ; [5 6],[83.4375 81.5625] ; [5.5625 5.4375],0
p5,1,0.748343,0.102929,[ 11 156] ; [ 1 10],[ 11.25842697 155.74157303] ; [ 0.74157303 10.25842697],0
d5,1,0.80319,0.062111,[127  40] ; [8 3],[126.65730337  40.34269663] ; [8.34269663 2.65730337],0
d4,1,0.810858,0.057274,[142  26] ; [9 2],[141.72067039  26.27932961] ; [9.27932961 1.72067039],0
s7,1,0.866468,0.028273,[ 62 104] ; [4 6],[ 62.25 103.75] ; [3.75 6.25],0
a8,1,0.869441,0.027017,[ 13 140] ; [1 9],[ 13.14110429 139.85889571] ; [0.85889571 9.14110429],0
s5,1,0.969558,0.001456,[ 48 109] ; [3 7],[ 47.94610778 109.05389222] ; [3.05389222 6.94610778],0
n2,1,0.979942,0.000632,[31 16] ; [2 1],[31.02 15.98] ; [1.98 1.02],0
