Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,49.829096,[239  49] ; [19 32],[219.18584071  68.81415929] ; [38.81415929 12.18584071],1
s2,1,0.0,39.479321,[235  56] ; [20 31],[216.97368421  74.02631579] ; [38.02631579 12.97368421],1
r4,1,1e-06,23.256762,[274  18] ; [37 14],[264.75801749  27.24198251] ; [46.24198251  4.75801749],1
s5,1,2e-06,22.975116,[145 138] ; [ 7 42],[129.56626506 153.43373494] ; [22.43373494 26.56626506],1
r3,1,0.000135,14.569655,[282   9] ; [43  8],[276.53508772  14.46491228] ; [48.46491228  2.53508772],1
s8,1,0.000774,11.302543,[219  70] ; [27 24],[209.1  79.9] ; [36.9 14.1],1
r2,1,0.007419,7.168546,[282   7] ; [45  5],[278.7699115  10.2300885] ; [48.2300885  1.7699115],0
v4,1,0.011716,6.353367,[286   5] ; [47  4],[283.34210526   7.65789474] ; [49.65789474  1.34210526],0
r1,1,0.017218,5.673966,[254  37] ; [38 13],[248.45614035  42.54385965] ; [43.54385965  7.45614035],0
p9,1,0.028914,4.772727,[266  23] ; [42  9],[261.8  27.2] ; [46.2  4.8],0
b3,1,0.05762,3.604596,[ 85 121] ; [22 16],[ 90.33606557 115.66393443] ; [16.66393443 21.33606557],0
b2,1,0.05762,3.604596,[ 85 121] ; [22 16],[ 90.33606557 115.66393443] ; [16.66393443 21.33606557],0
d5,1,0.064503,3.417653,[241  48] ; [37 14],[236.3  52.7] ; [41.7  9.3],0
u2,1,0.068508,3.318405,[33 17] ; [4 7],[30.32786885 19.67213115] ; [6.67213115 4.32786885],0
p2,1,0.078448,3.096766,[255  36] ; [40 11],[251.00877193  39.99122807] ; [43.99122807  7.00877193],0
a2,1,0.103979,2.64343,[ 90 202] ; [10 41],[ 85.13119534 206.86880466] ; [14.86880466 36.13119534],0
b5,1,0.120418,2.411878,[177 115] ; [25 26],[171.96501458 120.03498542] ; [30.03498542 20.96501458],0
d1,1,0.123379,2.373888,[193  99] ; [28 23],[188.13994169 103.86005831] ; [32.86005831 18.13994169],0
s4,1,0.164825,1.929395,[ 58 232] ; [ 6 45],[ 54.42815249 235.57184751] ; [ 9.57184751 41.42815249],0
p12,1,0.170716,1.876644,[ 37 253] ; [ 3 47],[ 34.11764706 255.88235294] ; [ 5.88235294 44.11764706],0
n4,1,0.175201,1.837869,[268  23] ; [44  7],[265.47368421  25.52631579] ; [46.52631579  4.47368421],0
d3,1,0.1774,1.819272,[209  81] ; [32 19],[204.95601173  85.04398827] ; [36.04398827 14.95601173],0
p4,1,0.195264,1.677451,[208  82] ; [32 19],[204.10557185  85.89442815] ; [35.89442815 15.10557185],0
p5,1,0.217424,1.521293,[ 57 233] ; [ 6 43],[ 53.89380531 236.10619469] ; [ 9.10619469 39.89380531],0
p11,1,0.244865,1.352366,[243  49] ; [39 12],[240.06997085  51.93002915] ; [41.93002915  9.06997085],0
s1,1,0.245515,1.348647,[ 17 270] ; [ 1 50],[ 15.28402367 271.71597633] ; [ 2.71597633 48.28402367],0
p7,1,0.288788,1.125262,[201  78] ; [33 18],[197.83636364  81.16363636] ; [36.16363636 14.83636364],0
a5,1,0.299491,1.076458,[236  56] ; [38 13],[233.25947522  58.74052478] ; [40.74052478 10.25947522],0
d2,1,0.318285,0.995981,[164 126] ; [25 26],[160.73313783 129.26686217] ; [28.26686217 22.73313783],0
u3,1,0.322887,0.977217,[35 15] ; [6 5],[33.60655738 16.39344262] ; [7.39344262 3.60655738],0
d4,1,0.353229,0.861823,[247  42] ; [41 10],[244.8  44.2] ; [43.2  7.8],0
n6,1,0.375433,0.785604,[272  19] ; [45  5],[270.51906158  20.48093842] ; [46.48093842  3.51906158],0
v2,1,0.38189,0.76461,[175 110] ; [28 23],[172.1875 112.8125] ; [30.8125 20.1875],0
a4,1,0.421221,0.646907,[149 142] ; [23 28],[146.35087719 144.64912281] ; [25.64912281 25.35087719],0
b1,1,0.431628,0.618439,[126 166] ; [19 32],[123.44023324 168.55976676] ; [21.55976676 29.44023324],0
b4,1,0.445222,0.582786,[160 132] ; [25 26],[157.49271137 134.50728863] ; [27.50728863 23.49271137],0
v1,1,0.494135,0.46751,[173 110] ; [28 22],[170.81981982 112.18018018] ; [30.18018018 19.81981982],0
p10,1,0.507598,0.439015,[251  38] ; [46  5],[252.45  36.55] ; [44.55  6.45],0
n1,1,0.555667,0.347262,[31 28] ; [8 5],[31.95833333 27.04166667] ; [7.04166667 5.95833333],0
a7,1,0.558938,0.341546,[201  91] ; [33 18],[199.20699708  92.79300292] ; [34.79300292 16.20699708],0
a3,1,0.5851,0.298062,[242  49] ; [40 10],[240.65102639  50.34897361] ; [41.34897361  8.65102639],0
n2,1,0.605022,0.267487,[47 12] ; [12  2],[47.68493151 11.31506849] ; [11.31506849  2.68493151],0
u1,1,0.6694,0.182305,[ 77 215] ; [12 39],[ 75.76676385 216.23323615] ; [13.23323615 37.76676385],0
p6,1,0.710242,0.138036,[138 150] ; [23 28],[136.77876106 151.22123894] ; [24.22123894 26.77876106],0
p1,1,0.747435,0.103699,[ 33 258] ; [ 5 46],[ 32.33333333 258.66666667] ; [ 5.66666667 45.33333333],0
p8,1,0.780708,0.077505,[168 117] ; [29 22],[167.09821429 117.90178571] ; [29.90178571 21.09821429],0
a8,1,0.793609,0.068448,[ 45 220] ; [ 8 35],[ 45.60064935 219.39935065] ; [ 7.39935065 35.60064935],0
a6,1,0.847575,0.036946,[191  98] ; [33 18],[190.4  98.6] ; [33.6 17.4],0
a1,1,0.86662,0.028208,[ 19 273] ; [ 3 48],[ 18.72886297 273.27113703] ; [ 3.27113703 47.72886297],0
v3,1,0.871878,0.026009,[138 145] ; [25 25],[138.52552553 144.47447447] ; [24.47447447 25.52552553],0
n3,1,0.912678,0.012026,[37 22] ; [9 5],[37.17808219 21.82191781] ; [8.82191781 5.17808219],0
p3,1,0.919398,0.01024,[171 120] ; [29 21],[170.6744868 120.3255132] ; [29.3255132 20.6744868],0
