Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,45.395105,[ 80 151] ; [90 35],[110.30898876 120.69101124] ; [59.69101124 65.30898876],1
v1,1,0.002391,9.221866,[103 133] ; [75 49],[116.68888889 119.31111111] ; [61.31111111 62.68888889],0
p5,1,0.008603,6.903504,[ 16 224] ; [ 19 106],[ 23.01369863 216.98630137] ; [ 11.98630137 113.01369863],0
n4,1,0.009785,6.673701,[158  83] ; [99 27],[168.76566757  72.23433243] ; [88.23433243 37.76566757],0
p3,1,0.010889,6.483393,[ 90 151] ; [64 61],[101.40437158 139.59562842] ; [52.59562842 72.40437158],0
s7,1,0.014265,6.005004,[ 84 147] ; [59 59],[ 94.6504298 136.3495702] ; [48.3495702 69.6504298],0
r1,1,0.027061,4.886904,[167  73] ; [102  25],[175.91280654  64.08719346] ; [93.08719346 33.91280654],0
a3,1,0.030851,4.661238,[128 112] ; [82 44],[137.70491803 102.29508197] ; [72.29508197 53.70491803],0
b4,1,0.031233,4.640096,[126 116] ; [81 46],[135.75609756 106.24390244] ; [71.24390244 55.75609756],0
n5,1,0.044897,4.022488,[162  77] ; [98 28],[170.24657534  68.75342466] ; [89.75342466 36.24657534],0
s8,1,0.059217,3.559181,[ 70 170] ; [49 77],[ 78.03278689 161.96721311] ; [40.96721311 85.03278689],0
s4,1,0.081597,3.032809,[ 46 194] ; [ 15 110],[ 40.10958904 199.89041096] ; [ 20.89041096 104.10958904],0
r4,1,0.092933,2.822819,[211  31] ; [118   9],[215.76693767  26.23306233] ; [113.23306233  13.76693767],0
p1,1,0.117929,2.444619,[ 17 222] ; [ 15 110],[ 21.01098901 217.98901099] ; [ 10.98901099 114.01098901],0
b2,1,0.11947,2.424252,[41 94] ; [30 43],[46.08173077 88.91826923] ; [24.91826923 48.08173077],0
b3,1,0.11947,2.424252,[41 94] ; [30 43],[46.08173077 88.91826923] ; [24.91826923 48.08173077],0
s2,1,0.125043,2.35299,[ 97 143] ; [61 64],[103.89041096 136.10958904] ; [54.10958904 70.89041096],0
p8,1,0.127277,2.325403,[101 135] ; [64 61],[107.86703601 128.13296399] ; [57.13296399 67.86703601],0
a5,1,0.132053,2.268206,[128 114] ; [77 49],[134.80978261 107.19021739] ; [70.19021739 55.80978261],0
s6,1,0.241105,1.374122,[139  97] ; [79 42],[144.11204482  91.88795518] ; [73.88795518 47.11204482],0
p6,1,0.241874,1.369638,[ 68 169] ; [43 81],[ 72.87257618 164.12742382] ; [38.12742382 85.87257618],0
p12,1,0.254459,1.298657,[  9 229] ; [  8 116],[ 11.17679558 226.82320442] ; [  5.82320442 118.17679558],0
