Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.000235,13.531344,[3 2] ; [52  1],[4.74137931 0.25862069] ; [50.25862069  2.74137931],1
r3,1,0.000235,13.531344,[3 2] ; [52  1],[4.74137931 0.25862069] ; [50.25862069  2.74137931],1
n4,1,0.008917,6.839416,[3 2] ; [50  3],[4.56896552 0.43103448] ; [48.43103448  4.56896552],0
d4,1,0.015755,5.829979,[2 3] ; [44  8],[4.03508772 0.96491228] ; [41.96491228 10.03508772],0
n6,1,0.035885,4.402552,[4 1] ; [51  1],[4.8245614 0.1754386] ; [50.1754386  1.8245614],0
r2,1,0.117327,2.452647,[4 1] ; [51  2],[4.74137931 0.25862069] ; [50.25862069  2.74137931],0
s7,1,0.141645,2.16,[3 2] ; [42  7],[4.16666667 0.83333333] ; [40.83333333  8.16666667],0
s8,1,0.15231,2.048964,[2 3] ; [37 15],[3.42105263 1.57894737] ; [35.57894737 16.42105263],0
s5,1,0.162226,1.953354,[2 3] ; [36 15],[3.39285714 1.60714286] ; [34.60714286 16.39285714],0
b3,1,0.187681,1.735725,[4 1] ; [18 19],[2.61904762 2.38095238] ; [19.38095238 17.61904762],0
b2,1,0.187681,1.735725,[4 1] ; [18 19],[2.61904762 2.38095238] ; [19.38095238 17.61904762],0
p8,1,0.226426,1.463173,[4 1] ; [50  3],[4.65517241 0.34482759] ; [49.34482759  3.65517241],0
d2,1,0.228611,1.44948,[1 4] ; [25 27],[2.28070175 2.71929825] ; [23.71929825 28.28070175],0
b1,1,0.246841,1.341094,[3 2] ; [18 35],[1.81034483 3.18965517] ; [19.18965517 33.81034483],0
a5,1,0.323903,0.97312,[3 2] ; [42 11],[3.87931034 1.12068966] ; [41.12068966 11.87931034],0
a2,1,0.323903,0.97312,[2 3] ; [11 42],[1.12068966 3.87931034] ; [11.87931034 41.12068966],0
a6,1,0.331486,0.943085,[4 1] ; [30 22],[2.98245614 2.01754386] ; [31.01754386 20.98245614],0
v3,1,0.413704,0.668132,[4 1] ; [32 20],[3.15789474 1.84210526] ; [32.84210526 19.15789474],0
d1,1,0.424809,0.636972,[2 3] ; [31 22],[2.84482759 2.15517241] ; [30.15517241 22.84482759],0
b5,1,0.475447,0.509289,[3 2] ; [23 30],[2.24137931 2.75862069] ; [23.75862069 29.24137931],0
r1,1,0.673719,0.177283,[4 1] ; [46  7],[4.31034483 0.68965517] ; [45.68965517  7.31034483],0
p1,1,0.718165,0.130257,[2 3] ; [17 36],[1.63793103 3.36206897] ; [17.36206897 35.63793103],0
p3,1,0.786908,0.073077,[4 1] ; [44  8],[4.21052632 0.78947368] ; [43.78947368  8.21052632],0
n3,1,0.793428,0.068571,[1 1] ; [6 4],[1.16666667 0.83333333] ; [5.83333333 4.16666667],0
n1,1,0.793428,0.068571,[1 1] ; [6 4],[1.16666667 0.83333333] ; [5.83333333 4.16666667],0
d5,1,0.804071,0.061545,[4 1] ; [39 13],[3.77192982 1.22807018] ; [39.22807018 12.77192982],0
d3,1,0.809578,0.058067,[3 2] ; [34 18],[3.24561404 1.75438596] ; [33.75438596 18.24561404],0
a4,1,0.82037,0.05156,[2 3] ; [24 29],[2.24137931 2.75862069] ; [23.75862069 29.24137931],0
a7,1,0.82105,0.051164,[4 1] ; [40 13],[3.79310345 1.20689655] ; [40.20689655 12.79310345],0
b4,1,0.883455,0.021489,[3 2] ; [30 23],[2.84482759 2.15517241] ; [30.15517241 22.84482759],0
a3,1,0.892297,0.018333,[4 1] ; [41 12],[3.87931034 1.12068966] ; [41.12068966 11.87931034],0
p12,1,0.920549,0.009949,[2 3] ; [20 33],[1.89655172 3.10344828] ; [20.10344828 32.89655172],0
u1,1,0.968233,0.001586,[1 4] ; [11 42],[1.03448276 3.96551724] ; [10.96551724 42.03448276],0
