Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,147.066888,[ 87 256] ; [199  67],[161.08045977 181.91954023] ; [124.91954023 141.08045977],1
s2,1,0.0,98.878616,[105 255] ; [190  86],[166.98113208 193.01886792] ; [128.01886792 147.98113208],1
s3,1,0.0,74.654942,[137 220] ; [200  74],[190.66402536 166.33597464] ; [146.33597464 127.66402536],1
s6,1,0.0,68.666215,[178 179] ; [225  50],[227.64398734 129.35601266] ; [175.35601266  99.64398734],1
p3,1,3e-06,21.856056,[154 207] ; [171 108],[183.3203125 177.6796875] ; [141.6796875 137.3203125],1
v3,1,3e-06,21.700235,[114 238] ; [136 131],[142.16478191 209.83521809] ; [107.83521809 159.16478191],1
a3,1,3e-06,21.63339,[231 129] ; [225  53],[257.30407524 102.69592476] ; [198.69592476  79.30407524],1
s5,1,4e-06,21.04143,[ 84 274] ; [108 158],[110.15384615 247.84615385] ; [ 81.84615385 184.15384615],1
p6,1,1e-05,19.486524,[104 251] ; [128 148],[130.5229794 224.4770206] ; [101.4770206 174.5229794],1
p10,1,0.000112,14.923686,[279  80] ; [245  29],[297.18167457  61.81832543] ; [226.81832543  47.18167457],1
p4,1,0.000169,14.149935,[202 159] ; [196  82],[224.84820031 136.15179969] ; [173.15179969 104.84820031],1
p9,1,0.000238,13.50789,[296  61] ; [256  20],[311.31753555  45.68246445] ; [240.68246445  35.31753555],1
p8,1,0.000248,13.430829,[175 182] ; [175 100],[197.7056962 159.2943038] ; [152.2943038 122.7056962],1
v1,1,0.000264,13.312985,[178 176] ; [174  94],[200.33440514 153.66559486] ; [151.66559486 116.33440514],1
p7,1,0.000359,12.733875,[218 138] ; [204  69],[238.84260731 117.15739269] ; [183.15739269  89.84260731],1
a5,1,0.000466,12.248108,[246 116] ; [224  55],[265.42901716  96.57098284] ; [204.57098284  74.42901716],1
d2,1,0.001647,9.906784,[151 209] ; [152 127],[170.70422535 189.29577465] ; [132.29577465 146.70422535],0
d1,1,0.001775,9.768376,[189 173] ; [180  99],[208.3900156 153.6099844] ; [160.6099844 118.3900156],0
n5,1,0.001783,9.76077,[251 108] ; [223  53],[267.97795276  91.02204724] ; [206.02204724  69.97795276],0
n4,1,0.002083,9.474818,[271  91] ; [235  42],[286.6541471  75.3458529] ; [219.3458529  57.6541471],0
u4,1,0.002537,9.114016,[  2 360] ; [ 11 268],[  7.34165367 354.65834633] ; [  5.65834633 273.34165367],0
b2,1,0.00379,8.381895,[ 64 134] ; [ 90 103],[ 77.98465473 120.01534527] ; [ 76.01534527 116.98465473],0
b3,1,0.00379,8.381895,[ 64 134] ; [ 90 103],[ 77.98465473 120.01534527] ; [ 76.01534527 116.98465473],0
p12,1,0.004112,8.233493,[ 20 339] ; [ 33 244],[ 29.91666667 329.08333333] ; [ 23.08333333 253.91666667],0
v2,1,0.004289,8.157346,[188 160] ; [176  93],[205.30307942 142.69692058] ; [158.69692058 110.30307942],0
r1,1,0.004608,8.027382,[277  83] ; [237  39],[290.94339623  69.05660377] ; [223.05660377  52.94339623],0
a8,1,0.006002,7.549752,[ 41 286] ; [ 53 199],[ 53.0880829 273.9119171] ; [ 40.9119171 211.0880829],0
p5,1,0.006991,7.275336,[ 33 328] ; [ 45 233],[ 44.0657277 316.9342723] ; [ 33.9342723 244.0657277],0
r4,1,0.022158,5.233333,[316  46] ; [259  20],[324.72698908  37.27301092] ; [250.27301092  28.72698908],0
n6,1,0.024682,5.046091,[295  65] ; [244  32],[305.09433962  54.90566038] ; [233.90566038  42.09433962],0
u1,1,0.034435,4.472956,[ 50 312] ; [ 56 223],[ 59.86271451 302.13728549] ; [ 46.13728549 232.86271451],0
u3,1,0.038986,4.261463,[64 64] ; [36 18],[70.32967033 57.67032967] ; [29.67032967 24.32967033],0
d4,1,0.084897,2.968564,[288  72] ; [237  41],[296.23824451  63.76175549] ; [228.76175549  49.23824451],0
d5,1,0.089536,2.882702,[287  75] ; [235  43],[295.25625  66.74375] ; [226.74375  51.25625],0
u2,1,0.090945,2.85757,[67 61] ; [35 18],[72.13259669 55.86740331] ; [29.86740331 23.13259669],0
n1,1,0.095546,2.778365,[25 58] ; [25 32],[29.64285714 53.35714286] ; [20.35714286 36.64285714],0
a2,1,0.108366,2.577895,[ 74 288] ; [ 72 207],[ 82.4524181 279.5475819] ; [ 63.5475819 215.4524181],0
s1,1,0.115706,2.474498,[  6 352] ; [ 10 263],[  9.07765452 348.92234548] ; [  6.92234548 266.07765452],0
n3,1,0.119488,2.424013,[65 19] ; [38 20],[60.92957746 23.07042254] ; [42.07042254 15.92957746],0
a1,1,0.195437,1.676145,[ 13 349] ; [ 16 263],[ 16.3775351 345.6224649] ; [ 12.6224649 266.3775351],0
a4,1,0.305577,1.049698,[151 210] ; [128 151],[157.3734375 203.6265625] ; [121.6265625 157.3734375],0
r2,1,0.331984,0.941142,[333  25] ; [260  14],[335.90822785  22.09177215] ; [257.09177215  16.90822785],0
b5,1,0.354159,0.858498,[222 140] ; [161 118],[216.29641186 145.70358814] ; [166.70358814 112.29641186],0
p11,1,0.370082,0.803388,[291  71] ; [232  47],[295.36037441  66.63962559] ; [227.63962559  51.36037441],0
v4,1,0.392192,0.732137,[341  18] ; [267  10],[343.19496855  15.80503145] ; [264.80503145  12.19496855],0
a7,1,0.406468,0.689108,[269  92] ; [199  79],[264.3943662  96.6056338] ; [203.6056338  74.3943662],0
r3,1,0.42666,0.631899,[343  16] ; [270   9],[344.93260188  14.06739812] ; [268.06739812  10.93260188],0
a6,1,0.452744,0.563773,[251 111] ; [185  93],[246.6125 115.3875] ; [189.3875  88.6125],0
b4,1,0.494882,0.465895,[216 146] ; [159 120],[211.77847114 150.22152886] ; [163.22152886 115.77847114],0
