Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.00116,10.552961,[8 8] ; [566 124],[13.00849858  2.99150142] ; [560.99150142 129.00849858],0
p9,1,0.01478,5.942463,[10  6] ; [584 104],[13.5  2.5] ; [580.5 107.5],0
n5,1,0.016103,5.791646,[8 8] ; [530 166],[12.08988764  3.91011236] ; [525.91011236 170.08988764],0
a6,1,0.019253,5.478358,[7 9] ; [495 204],[11.23356643  4.76643357] ; [490.76643357 208.23356643],0
s2,1,0.025685,4.977069,[ 4 12] ; [369 325],[8.4056338 7.5943662] ; [364.5943662 329.4056338],0
d1,1,0.044883,4.023034,[ 6 10] ; [437 266],[9.8581363 6.1418637] ; [433.1418637 269.8581363],0
a5,1,0.047758,3.918473,[9 7] ; [543 159],[12.30083565  3.69916435] ; [539.69916435 162.30083565],0
p4,1,0.048957,3.876816,[ 6 10] ; [428 265],[9.79407616 6.20592384] ; [424.20592384 268.79407616],0
d3,1,0.055829,3.657152,[8 8] ; [503 197],[11.41899441  4.58100559] ; [499.58100559 200.41899441],0
v3,1,0.057573,3.605956,[ 3 13] ; [284 385],[6.70364964 9.29635036] ; [280.29635036 388.70364964],0
p7,1,0.06253,3.468983,[7 9] ; [449 230],[10.49784173  5.50215827] ; [445.50215827 233.49784173],0
a2,1,0.064175,3.426057,[ 1 15] ; [189 514],[ 4.22809458 11.77190542] ; [185.77190542 517.22809458],0
a4,1,0.074637,3.177984,[ 4 12] ; [332 367],[7.51888112 8.48111888] ; [328.48111888 370.51888112],0
n6,1,0.076376,3.140373,[11  5] ; [592 105],[13.5315568  2.4684432] ; [589.4684432 107.5315568],0
p11,1,0.083806,2.989501,[10  6] ; [563 140],[12.75104312  3.24895688] ; [560.24895688 142.75104312],0
p2,1,0.105729,2.616934,[11  5] ; [584 112],[13.37078652  2.62921348] ; [581.62921348 114.37078652],0
a3,1,0.115692,2.474692,[9 7] ; [516 183],[11.74825175  4.25174825] ; [513.25174825 185.74825175],0
r2,1,0.12104,2.403813,[15  1] ; [690  10],[15.75418994  0.24581006] ; [689.24581006  10.75418994],0
v1,1,0.13017,2.290475,[ 6 10] ; [387 298],[8.9700428 7.0299572] ; [384.0299572 300.9700428],0
b1,1,0.13401,2.245423,[9 7] ; [266 437],[6.11961057 9.88038943] ; [268.88038943 434.11961057],0
s7,1,0.172882,1.85777,[ 5 10] ; [341 326],[7.60997067 7.39002933] ; [338.39002933 328.60997067],0
b5,1,0.201967,1.628092,[7 9] ; [419 284],[9.4798331 6.5201669] ; [416.5201669 286.4798331],0
s8,1,0.210401,1.568668,[ 5 11] ; [327 368],[7.47116737 8.52883263] ; [324.52883263 370.47116737],0
u3,1,0.220791,1.499224,[3 4] ; [121  64],[4.52083333 2.47916667] ; [119.47916667  65.52083333],0
a7,1,0.25374,1.302592,[10  6] ; [526 175],[11.9609484  4.0390516] ; [524.0390516 176.9609484],0
s3,1,0.257215,1.283685,[7 9] ; [399 290],[9.2141844 6.7858156] ; [396.7858156 292.2141844],0
p3,1,0.277764,1.177999,[ 6 10] ; [357 340],[8.14586255 7.85413745] ; [354.85413745 342.14586255],0
u4,1,0.30089,1.070243,[ 1 15] ; [ 16 687],[ 0.3783032 15.6216968] ; [ 16.6216968 686.3783032],0
p6,1,0.30982,1.031441,[ 4 12] ; [257 430],[ 5.94025605 10.05974395] ; [255.05974395 431.94025605],0
n4,1,0.313647,1.015256,[11  5] ; [554 146],[12.62569832  3.37430168] ; [552.37430168 147.62569832],0
s5,1,0.378172,0.776637,[ 4 12] ; [240 433],[ 5.66618287 10.33381713] ; [238.33381713 434.66618287],0
u2,1,0.387692,0.746169,[3 4] ; [109  75],[4.10471204 2.89528796] ; [107.89528796  76.10471204],0
a8,1,0.567349,0.327138,[ 3 12] ; [ 93 540],[ 2.22222222 12.77777778] ; [ 93.77777778 539.22222222],0
b2,1,0.590948,0.288866,[3 7] ; [163 262],[3.81609195 6.18390805] ; [162.18390805 262.81609195],0
b3,1,0.590948,0.288866,[3 7] ; [163 262],[3.81609195 6.18390805] ; [162.18390805 262.81609195],0
n1,1,0.64386,0.213729,[2 2] ; [54 86],[1.55555556 2.44444444] ; [54.44444444 85.55555556],0
s4,1,0.678022,0.172361,[ 2 14] ; [113 577],[ 2.60623229 13.39376771] ; [112.39376771 577.60623229],0
d4,1,0.703505,0.144851,[14  2] ; [587 112],[13.44895105  2.55104895] ; [587.55104895 111.44895105],0
b4,1,0.70374,0.144611,[10  6] ; [406 297],[9.25730181 6.74269819] ; [406.74269819 296.25730181],0
p8,1,0.711052,0.137228,[8 8] ; [375 311],[8.72934473 7.27065527] ; [374.27065527 311.72934473],0
s6,1,0.770044,0.08545,[10  5] ; [482 205],[10.51282051  4.48717949] ; [481.48717949 205.51282051],0
v2,1,0.782756,0.076027,[9 7] ; [401 271],[9.53488372 6.46511628] ; [400.46511628 271.53488372],0
p5,1,0.891202,0.01871,[ 2 14] ; [ 79 614],[ 1.82792666 14.17207334] ; [ 79.17207334 613.82792666],0
d5,1,0.914601,0.0115,[13  3] ; [576 124],[13.16201117  2.83798883] ; [575.83798883 124.16201117],0
d2,1,0.954938,0.003193,[8 8] ; [355 345],[8.11173184 7.88826816] ; [354.88826816 345.11173184],0
n2,1,0.980802,0.000579,[3 1] ; [105  36],[2.97931034 1.02068966] ; [105.02068966  35.97931034],0
