Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,0.00029,13.131792,[ 4 12] ; [26  7],[9.79591837 6.20408163] ; [20.20408163 12.79591837],1
p9,1,0.000519,12.047355,[ 3 11] ; [25  8],[8.34042553 5.65957447] ; [19.65957447 13.34042553],1
p10,1,0.002313,9.282645,[ 2 13] ; [20 13],[6.875 8.125] ; [15.125 17.875],0
n2,1,0.017762,5.619444,[1 5] ; [11  4],[3.42857143 2.57142857] ; [8.57142857 6.42857143],0
v4,1,0.031525,4.624151,[ 6 10] ; [23 10],[9.46938776 6.53061224] ; [19.53061224 13.46938776],0
p8,1,0.047509,3.927273,[ 2 13] ; [14 19],[ 5. 10.] ; [11. 22.],0
p2,1,0.053027,3.743056,[ 6 10] ; [22 11],[9.14285714 6.85714286] ; [18.85714286 14.14285714],0
n6,1,0.080448,3.055825,[7 9] ; [23 10],[9.79591837 6.20408163] ; [20.20408163 12.79591837],0
n3,1,0.088158,2.907692,[2 4] ; [11  4],[3.71428571 2.28571429] ; [9.28571429 5.71428571],0
p4,1,0.125456,2.347855,[ 5 11] ; [18 15],[7.51020408 8.48979592] ; [15.48979592 17.51020408],0
s8,1,0.183902,1.765804,[ 1 15] ; [ 7 26],[ 2.6122449 13.3877551] ; [ 5.3877551 27.6122449],0
s6,1,0.252943,1.306976,[ 5 11] ; [16 17],[6.85714286 9.14285714] ; [14.14285714 18.85714286],0
a3,1,0.252943,1.306976,[ 5 11] ; [16 17],[6.85714286 9.14285714] ; [14.14285714 18.85714286],0
s3,1,0.256918,1.285289,[ 3 12] ; [12 21],[ 4.6875 10.3125] ; [10.3125 22.6875],0
s2,1,0.289291,1.122917,[ 3 13] ; [11 22],[ 4.57142857 11.42857143] ; [ 9.42857143 23.57142857],0
d3,1,0.356605,0.849815,[ 6 10] ; [17 16],[7.51020408 8.48979592] ; [15.48979592 17.51020408],0
a8,1,0.371694,0.797993,[ 1 14] ; [ 5 26],[ 1.95652174 13.04347826] ; [ 4.04347826 26.95652174],0
d1,1,0.390346,0.737863,[ 3 13] ; [10 23],[ 4.24489796 11.75510204] ; [ 8.75510204 24.24489796],0
v2,1,0.392783,0.730309,[ 4 11] ; [13 20],[5.3125 9.6875] ; [11.6875 21.3125],0
b1,1,0.468475,0.525571,[10  6] ; [17 16],[8.81632653 7.18367347] ; [18.18367347 14.81632653],0
a7,1,0.468475,0.525571,[ 6 10] ; [16 17],[7.18367347 8.81632653] ; [14.81632653 18.18367347],0
d4,1,0.478142,0.503099,[9 7] ; [22 11],[10.12244898  5.87755102] ; [20.87755102 12.12244898],0
u2,1,0.488462,0.479912,[5 6] ; [10  7],[5.89285714 5.10714286] ; [9.10714286 7.89285714],0
p3,1,0.508883,0.436364,[ 4 12] ; [11 21],[ 5. 11.] ; [10. 22.],0
v1,1,0.552821,0.352288,[ 4 12] ; [11 22],[ 4.89795918 11.10204082] ; [10.10204082 22.89795918],0
s4,1,0.578669,0.308392,[ 4 12] ; [ 6 27],[ 3.26530612 12.73469388] ; [ 6.73469388 26.26530612],0
n5,1,0.57921,0.307514,[11  5] ; [20 13],[10.12244898  5.87755102] ; [20.87755102 12.12244898],0
a2,1,0.593235,0.28532,[ 1 15] ; [ 1 32],[ 0.65306122 15.34693878] ; [ 1.34693878 31.65306122],0
a5,1,0.597746,0.278409,[ 6 10] ; [15 18],[6.85714286 9.14285714] ; [14.14285714 18.85714286],0
b4,1,0.610118,0.260003,[9 7] ; [16 17],[8.16326531 7.83673469] ; [16.83673469 16.16326531],0
p6,1,0.645085,0.212153,[ 2 13] ; [ 6 26],[ 2.55319149 12.44680851] ; [ 5.44680851 26.55319149],0
p1,1,0.73341,0.116004,[ 1 15] ; [ 3 30],[ 1.30612245 14.69387755] ; [ 2.69387755 30.30612245],0
p12,1,0.73341,0.116004,[ 1 15] ; [ 3 30],[ 1.30612245 14.69387755] ; [ 2.69387755 30.30612245],0
a1,1,0.73341,0.116004,[ 1 15] ; [ 3 30],[ 1.30612245 14.69387755] ; [ 2.69387755 30.30612245],0
u3,1,0.736268,0.113434,[2 9] ; [ 4 13],[2.35714286 8.64285714] ; [ 3.64285714 13.35714286],0
s5,1,0.749277,0.10214,[ 3 13] ; [ 5 28],[ 2.6122449 13.3877551] ; [ 5.3877551 27.6122449],0
v3,1,0.749277,0.10214,[ 3 13] ; [ 5 28],[ 2.6122449 13.3877551] ; [ 5.3877551 27.6122449],0
a6,1,0.755468,0.096993,[9 7] ; [17 16],[8.48979592 7.51020408] ; [17.51020408 15.48979592],0
a4,1,0.7657,0.088807,[ 4 12] ; [ 7 26],[ 3.59183673 12.40816327] ; [ 7.40816327 25.59183673],0
b2,1,0.816571,0.053804,[3 7] ; [ 6 17],[2.72727273 7.27272727] ; [ 6.27272727 16.72727273],0
b3,1,0.816571,0.053804,[3 7] ; [ 6 17],[2.72727273 7.27272727] ; [ 6.27272727 16.72727273],0
s7,1,0.874499,0.024947,[ 2 12] ; [ 5 26],[ 2.17777778 11.82222222] ; [ 4.82222222 26.17777778],0
d2,1,0.884053,0.021267,[ 5 11] ; [11 22],[ 5.2244898 10.7755102] ; [10.7755102 22.2244898],0
n4,1,0.910432,0.012655,[9 7] ; [18 15],[8.81632653 7.18367347] ; [18.18367347 14.81632653],0
b5,1,0.910432,0.012655,[9 7] ; [18 15],[8.81632653 7.18367347] ; [18.18367347 14.81632653],0
d5,1,0.920746,0.009899,[8 8] ; [17 16],[8.16326531 7.83673469] ; [16.83673469 16.16326531],0
p7,1,0.929924,0.007734,[7 9] ; [14 19],[6.85714286 9.14285714] ; [14.14285714 18.85714286],0
s1,1,0.979311,0.000672,[ 1 15] ; [ 2 31],[ 0.97959184 15.02040816] ; [ 2.02040816 30.97959184],0
n1,1,1.0,0.0,[2 4] ; [ 5 10],[2. 4.] ; [ 5. 10.],0
