Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,27.534733,[10 71] ; [16  9],[19.86792453 61.13207547] ; [ 6.13207547 18.86792453],1
p4,1,6.9e-05,15.830206,[19 63] ; [17  9],[27.33333333 54.66666667] ; [ 8.66666667 17.33333333],1
p8,1,0.00169,9.859574,[23 60] ; [16 10],[29.69724771 53.30275229] ; [ 9.30275229 16.69724771],0
p10,1,0.005698,7.643543,[41 41] ; [21  5],[47.07407407 34.92592593] ; [14.92592593 11.07407407],0
s6,1,0.007112,7.244531,[32 50] ; [18  8],[37.96296296 44.03703704] ; [12.03703704 13.96296296],0
u2,1,0.011614,6.368863,[22 34] ; [12  4],[26.44444444 29.55555556] ; [7.55555556 8.44444444],0
n6,1,0.018737,5.525903,[54 30] ; [23  3],[58.8 25.2] ; [18.2  7.8],0
p9,1,0.019946,5.416618,[49 33] ; [22  4],[53.90740741 28.09259259] ; [17.09259259  8.90740741],0
v2,1,0.024513,5.057967,[20 58] ; [12 12],[24.47058824 53.52941176] ; [ 7.52941176 16.47058824],0
s2,1,0.034968,4.446721,[23 60] ; [13 13],[27.41284404 55.58715596] ; [ 8.58715596 17.41284404],0
v4,1,0.041741,4.145665,[65 18] ; [24  1],[68.39814815 14.60185185] ; [20.60185185  4.39814815],0
p12,1,0.05219,3.769677,[ 2 81] ; [ 3 23],[ 3.80733945 79.19266055] ; [ 1.19266055 24.80733945],0
p6,1,0.074298,3.185424,[17 64] ; [10 16],[20.43925234 60.56074766] ; [ 6.56074766 19.43925234],0
p5,1,0.109072,2.567613,[ 5 79] ; [ 4 21],[ 6.93577982 77.06422018] ; [ 2.06422018 22.93577982],0
s3,1,0.114775,2.487214,[35 45] ; [16 10],[38.49056604 41.50943396] ; [12.50943396 13.49056604],0
r4,1,0.131101,2.279416,[51 33] ; [20  6],[54.21818182 29.78181818] ; [16.78181818  9.21818182],0
p2,1,0.131101,2.279416,[51 33] ; [20  6],[54.21818182 29.78181818] ; [16.78181818  9.21818182],0
a6,1,0.145656,2.117168,[36 48] ; [ 7 19],[32.83636364 51.16363636] ; [10.16363636 15.83636364],0
v1,1,0.15803,1.992976,[27 56] ; [12 13],[29.97222222 53.02777778] ; [ 9.02777778 15.97222222],0
p11,1,0.159339,1.980485,[52 32] ; [20  6],[54.98181818 29.01818182] ; [17.01818182  8.98181818],0
a8,1,0.181541,1.784965,[ 6 74] ; [ 4 20],[ 7.69230769 72.30769231] ; [ 2.30769231 21.69230769],0
r3,1,0.217078,1.523581,[65 19] ; [23  3],[67.2 16.8] ; [20.8  5.2],0
p1,1,0.294955,1.096866,[ 7 77] ; [ 4 22],[ 8.4 75.6] ; [ 2.6 23.4],0
s4,1,0.301667,1.06681,[12 71] ; [ 6 20],[13.70642202 69.29357798] ; [ 4.29357798 21.70642202],0
