Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,27.534733,[10 71] ; [16  9],[19.86792453 61.13207547] ; [ 6.13207547 18.86792453],1
p7,1,0.312804,1.0188,[42 38] ; [16  9],[44.19047619 35.80952381] ; [13.80952381 11.19047619],0
s1,1,0.355974,0.852045,[ 5 77] ; [ 3 23],[ 6.07407407 75.92592593] ; [ 1.92592593 24.07407407],0
n4,1,0.369406,0.805663,[46 37] ; [17  9],[47.97247706 35.02752294] ; [15.02752294 10.97247706],0
u3,1,0.412659,0.671127,[22 35] ; [8 8],[23.42465753 33.57534247] ; [6.57534247 9.42465753],0
n5,1,0.447534,0.57689,[50 32] ; [18  8],[51.62962963 30.37037037] ; [16.37037037  9.62962963],0
p3,1,0.476518,0.506822,[20 64] ; [ 8 18],[21.38181818 62.61818182] ; [ 6.61818182 19.38181818],0
n3,1,0.502164,0.450361,[20 11] ; [3 3],[19.27027027 11.72972973] ; [3.72972973 2.27027027],0
s5,1,0.508076,0.438028,[13 69] ; [ 5 18],[14.05714286 67.94285714] ; [ 3.94285714 19.05714286],0
a3,1,0.524389,0.405253,[26 56] ; [10 16],[27.33333333 54.66666667] ; [ 8.66666667 17.33333333],0
a7,1,0.594267,0.28373,[37 47] ; [13 13],[38.18181818 45.81818182] ; [11.81818182 14.18181818],0
r2,1,0.637159,0.222477,[67 17] ; [21  4],[67.81651376 16.18348624] ; [20.18348624  4.81651376],0
a4,1,0.641598,0.216658,[ 9 74] ; [ 2 24],[ 8.37614679 74.62385321] ; [ 2.62385321 23.37614679],0
r1,1,0.653541,0.201465,[41 43] ; [14 12],[42. 42.] ; [13. 13.],0
b1,1,0.668402,0.183477,[33 51] ; [ 9 17],[32.07272727 51.92727273] ; [ 9.92727273 16.07272727],0
b5,1,0.686079,0.163363,[49 35] ; [14 12],[48.10909091 35.89090909] ; [14.89090909 11.10909091],0
b4,1,0.749917,0.101601,[45 39] ; [13 13],[44.29090909 39.70909091] ; [13.70909091 12.29090909],0
d4,1,0.755901,0.096639,[38 45] ; [11 15],[37.31192661 45.68807339] ; [11.68807339 14.31192661],0
d2,1,0.770706,0.084944,[15 69] ; [ 4 22],[14.50909091 69.49090909] ; [ 4.49090909 21.50909091],0
d3,1,0.807622,0.05929,[28 56] ; [ 8 18],[27.49090909 56.50909091] ; [ 8.50909091 17.49090909],0
a1,1,0.844693,0.038374,[ 4 80] ; [ 1 25],[ 3.81818182 80.18181818] ; [ 1.18181818 24.81818182],0
v3,1,0.856688,0.032613,[18 65] ; [ 5 20],[17.67592593 65.32407407] ; [ 5.32407407 19.67592593],0
n1,1,0.919549,0.010201,[11 20] ; [2 4],[10.89189189 20.10810811] ; [2.10810811 3.89189189],0
n2,1,0.958926,0.002652,[21 10] ; [4 2],[20.94594595 10.05405405] ; [4.05405405 1.94594595],0
b2,1,0.967189,0.001692,[12 37] ; [ 4 12],[12.06153846 36.93846154] ; [ 3.93846154 12.06153846],0
b3,1,0.967189,0.001692,[12 37] ; [ 4 12],[12.06153846 36.93846154] ; [ 3.93846154 12.06153846],0
