Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,29.458936,[ 43 122] ; [67 48],[ 64.82142857 100.17857143] ; [45.17857143 69.82142857],1
r1,1,5e-06,20.689946,[96 73] ; [95 20],[113.6584507  55.3415493] ; [77.3415493 37.6584507],1
p9,1,1.3e-05,19.06062,[104  60] ; [100  15],[119.91397849  44.08602151] ; [84.08602151 30.91397849],1
p2,1,2.9e-05,17.487685,[111  57] ; [102  14],[126.  42.] ; [87. 29.],1
p3,1,3.7e-05,17.033383,[ 48 121] ; [61 55],[ 64.63508772 104.36491228] ; [44.36491228 71.63508772],1
s6,1,0.000263,13.320261,[ 53 114] ; [61 53],[67.75088968 99.24911032] ; [46.24911032 67.75088968],1
p4,1,0.000292,13.118726,[ 68 101] ; [72 44],[83.01754386 85.98245614] ; [56.98245614 59.01754386],1
p10,1,0.000507,12.090053,[99 67] ; [92 24],[112.43262411  53.56737589] ; [78.56737589 37.43262411],1
a5,1,0.000526,12.022811,[101  68] ; [92 24],[114.44561404  54.55438596] ; [78.55438596 37.44561404],1
n5,1,0.000544,11.959139,[96 71] ; [89 26],[109.55673759  57.44326241] ; [75.44326241 39.55673759],1
p6,1,0.002811,8.926036,[ 37 130] ; [44 70],[ 48.13879004 118.86120996] ; [32.86120996 81.13879004],0
p8,1,0.003895,8.332335,[ 65 103] ; [64 50],[76.85106383 91.14893617] ; [52.14893617 61.85106383],0
u1,1,0.004345,8.133659,[ 12 157] ; [21 95],[ 19.56842105 149.43157895] ; [ 13.43157895 102.56842105],0
r4,1,0.006581,7.38383,[121  48] ; [99 17],[130.45614035  38.54385965] ; [89.54385965 26.45614035],0
n4,1,0.006857,7.310181,[99 70] ; [86 30],[109.70175439  59.29824561] ; [75.29824561 40.70175439],0
n2,1,0.018811,5.518965,[39 30] ; [20  4],[43.77419355 25.22580645] ; [15.22580645  8.77419355],0
a3,1,0.020873,5.337391,[93 75] ; [80 36],[102.33802817  65.66197183] ; [70.66197183 45.33802817],0
s8,1,0.021966,5.248484,[ 23 145] ; [28 87],[ 30.27561837 137.72438163] ; [20.72438163 94.27561837],0
p7,1,0.024809,5.037191,[78 90] ; [69 46],[87.26501767 80.73498233] ; [59.73498233 55.26501767],0
r2,1,0.025692,4.976624,[135  32] ; [105  11],[141.6254417  25.3745583] ; [98.3745583 17.6254417],0
u3,1,0.026036,4.953648,[31 44] ; [23 13],[36.48648649 38.51351351] ; [17.51351351 18.48648649],0
a1,1,0.02952,4.737009,[ 10 159] ; [  1 115],[  6.52280702 162.47719298] ; [  4.47719298 111.52280702],0
r3,1,0.031684,4.615533,[141  28] ; [106   9],[146.98239437  22.01760563] ; [100.01760563  14.98239437],0
n3,1,0.032881,4.55196,[40 29] ; [19  4],[44.25 24.75] ; [14.75  8.25],0
b2,1,0.043198,4.087643,[25 62] ; [31 39],[31.03184713 55.96815287] ; [24.96815287 45.03184713],0
b3,1,0.043198,4.087643,[25 62] ; [31 39],[31.03184713 55.96815287] ; [24.96815287 45.03184713],0
a7,1,0.050622,3.820732,[106  62] ; [86 30],[113.57746479  54.42253521] ; [78.42253521 37.57746479],0
b5,1,0.054242,3.705245,[96 73] ; [79 37],[103.77192982  65.22807018] ; [71.22807018 44.77192982],0
a6,1,0.05871,3.573451,[101  68] ; [82 34],[108.51578947  60.48421053] ; [74.48421053 41.51578947],0
d1,1,0.064946,3.406351,[73 96] ; [63 53],[80.64561404 88.35438596] ; [55.35438596 60.64561404],0
p11,1,0.068043,3.329613,[116  53] ; [91 25],[122.74736842  46.25263158] ; [84.25263158 31.74736842],0
a2,1,0.06851,3.318375,[ 25 144] ; [27 89],[ 30.83508772 138.16491228] ; [21.16491228 94.83508772],0
d5,1,0.070278,3.276524,[122  46] ; [95 21],[128.36619718  39.63380282] ; [88.63380282 27.36619718],0
b1,1,0.076641,3.134741,[76 93] ; [40 76],[ 68.78596491 100.21403509] ; [47.21403509 68.78596491],0
a4,1,0.112929,2.512752,[ 61 107] ; [53 63],[ 67.43661972 100.56338028] ; [46.56338028 69.43661972],0
d3,1,0.118841,2.432526,[97 70] ; [78 38],[103.26855124  63.73144876] ; [71.73144876 44.26855124],0
d4,1,0.14704,2.102691,[118  51] ; [90 26],[123.34035088  45.65964912] ; [84.65964912 31.34035088],0
s2,1,0.156392,2.008767,[ 17 151] ; [18 96],[ 20.85106383 147.14893617] ; [14.14893617 99.85106383],0
v4,1,0.184934,1.757518,[144  25] ; [105  11],[147.65263158  21.34736842] ; [101.34736842  14.65263158],0
s5,1,0.187141,1.739984,[ 32 136] ; [29 84],[ 36.46975089 131.53024911] ; [24.53024911 88.46975089],0
n6,1,0.204123,1.612629,[125  43] ; [93 22],[129.41342756  38.58657244] ; [88.58657244 26.41342756],0
s7,1,0.205759,1.601019,[ 29 132] ; [27 84],[ 33.14705882 127.85294118] ; [22.85294118 88.14705882],0
s4,1,0.274172,1.195754,[ 19 149] ; [18 96],[ 22.04255319 145.95744681] ; [14.95744681 99.04255319],0
a8,1,0.363333,0.826338,[ 13 146] ; [12 92],[ 15.11406844 143.88593156] ; [ 9.88593156 94.11406844],0
b4,1,0.395826,0.720969,[89 80] ; [67 49],[92.50526316 76.49473684] ; [63.49473684 52.50526316],0
p1,1,0.421527,0.646055,[ 11 157] ; [  5 111],[  9.46478873 158.53521127] ; [  6.53521127 109.46478873],0
s1,1,0.503544,0.447459,[  5 163] ; [  2 114],[  4.14084507 163.85915493] ; [  2.85915493 113.14084507],0
n1,1,0.585096,0.298069,[22 48] ; [ 9 15],[23.08510638 46.91489362] ; [ 7.91489362 16.08510638],0
p12,1,0.587129,0.294851,[  4 165] ; [  4 112],[  4.74385965 164.25614035] ; [  3.25614035 112.74385965],0
p5,1,0.639774,0.219038,[ 11 158] ; [  6 110],[ 10.08070175 158.91929825] ; [  6.91929825 109.08070175],0
u4,1,0.788232,0.07215,[  1 168] ; [  1 115],[  1.18596491 167.81403509] ; [  0.81403509 115.18596491],0
