Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,2e-06,22.656439,[12 45] ; [41 23],[24.96694215 32.03305785] ; [28.03305785 35.96694215],1
v3,1,8.9e-05,15.347257,[11 46] ; [34 29],[21.375 35.625] ; [23.625 39.375],1
n5,1,0.001688,9.861371,[38 22] ; [56  8],[45.48387097 14.51612903] ; [48.51612903 15.48387097],0
p9,1,0.00253,9.119098,[40 20] ; [57  7],[46.93548387 13.06451613] ; [50.06451613 13.93548387],0
p10,1,0.006515,7.402074,[39 21] ; [55  9],[45.48387097 14.51612903] ; [48.51612903 15.48387097],0
p5,1,0.017517,5.643781,[ 7 53] ; [18 44],[12.29508197 47.70491803] ; [12.70491803 49.29508197],0
n4,1,0.023492,5.131743,[39 21] ; [53 11],[44.51612903 15.48387097] ; [47.48387097 16.51612903],0
n1,1,0.073896,3.194296,[ 5 12] ; [7 4],[7.28571429 9.71428571] ; [4.71428571 6.28571429],0
u3,1,0.130381,2.287959,[15 16] ; [24 12],[18.04477612 12.95522388] ; [20.95522388 15.04477612],0
d4,1,0.159055,1.983191,[38 22] ; [48 16],[41.61290323 18.38709677] ; [44.38709677 19.61290323],0
p12,1,0.171141,1.872917,[ 2 58] ; [ 6 58],[ 3.87096774 56.12903226] ; [ 4.12903226 59.87096774],0
b4,1,0.256775,1.286063,[37 23] ; [33 31],[33.87096774 26.12903226] ; [36.12903226 27.87096774],0
s7,1,0.264067,1.247312,[24 34] ; [30 28],[27. 31.] ; [27. 31.],0
s5,1,0.296238,1.091052,[14 43] ; [20 40],[16.56410256 40.43589744] ; [17.43589744 42.56410256],0
s6,1,0.305399,1.050469,[37 22] ; [45 18],[39.6557377 19.3442623] ; [42.3442623 20.6557377],0
d5,1,0.306946,1.043771,[40 20] ; [48 16],[42.58064516 17.41935484] ; [45.41935484 18.58064516],0
r3,1,0.347196,0.883678,[55  4] ; [62  2],[56.12195122  2.87804878] ; [60.87804878  3.12195122],0
p6,1,0.355783,0.852724,[25 35] ; [31 31],[27.54098361 32.45901639] ; [28.45901639 33.54098361],0
p8,1,0.437185,0.603659,[33 27] ; [39 24],[35.12195122 24.87804878] ; [36.87804878 26.12195122],0
a7,1,0.474412,0.51168,[39 21] ; [37 26],[37.07317073 22.92682927] ; [38.92682927 24.07317073],0
a4,1,0.485332,0.486859,[11 49] ; [15 49],[12.58064516 47.41935484] ; [13.41935484 50.58064516],0
d1,1,0.507297,0.439639,[20 40] ; [25 39],[21.77419355 38.22580645] ; [23.22580645 40.77419355],0
r4,1,0.510392,0.433263,[50 10] ; [56  8],[51.29032258  8.70967742] ; [54.70967742  9.29032258],0
s2,1,0.520297,0.413304,[27 33] ; [32 31],[28.7804878 31.2195122] ; [30.2195122 32.7804878],0
u1,1,0.52129,0.411341,[ 2 58] ; [ 1 63],[ 1.4516129 58.5483871] ; [ 1.5483871 62.4516129],0
r2,1,0.521605,0.410718,[51  9] ; [56  7],[52.19512195  7.80487805] ; [54.80487805  8.19512195],0
n2,1,0.52518,0.403708,[12  4] ; [7 4],[11.25925926  4.74074074] ; [7.74074074 3.25925926],0
b2,1,0.526168,0.401786,[ 6 26] ; [10 30],[ 7.11111111 24.88888889] ; [ 8.88888889 31.11111111],0
b3,1,0.526168,0.401786,[ 6 26] ; [10 30],[ 7.11111111 24.88888889] ; [ 8.88888889 31.11111111],0
p7,1,0.564313,0.332292,[39 20] ; [44 18],[40.47107438 18.52892562] ; [42.52892562 19.47107438],0
n6,1,0.577944,0.30957,[51  9] ; [52 12],[49.83870968 10.16129032] ; [53.16129032 10.83870968],0
a1,1,0.597376,0.278972,[ 1 59] ; [ 2 62],[ 1.4516129 58.5483871] ; [ 1.5483871 62.4516129],0
v4,1,0.608354,0.262579,[57  3] ; [61  2],[57.56097561  2.43902439] ; [60.43902439  2.56097561],0
b5,1,0.651102,0.204514,[38 22] ; [38 26],[36.77419355 23.22580645] ; [39.22580645 24.77419355],0
r1,1,0.657343,0.196768,[39 21] ; [44 20],[40.16129032 19.83870968] ; [42.83870968 21.16129032],0
s8,1,0.661947,0.191167,[23 37] ; [27 37],[24.19354839 35.80645161] ; [25.80645161 38.19354839],0
d2,1,0.681195,0.168784,[15 45] ; [14 50],[14.03225806 45.96774194] ; [14.96774194 49.03225806],0
s3,1,0.694053,0.154733,[33 26] ; [33 30],[31.91803279 27.08196721] ; [34.08196721 28.91803279],0
n3,1,0.700472,0.147981,[12  5] ; [7 4],[11.53571429  5.46428571] ; [7.46428571 3.53571429],0
a8,1,0.754269,0.097978,[ 8 49] ; [ 7 51],[ 7.43478261 49.56521739] ; [ 7.56521739 50.43478261],0
b1,1,0.767671,0.087275,[25 35] ; [25 39],[24.19354839 35.80645161] ; [25.80645161 38.19354839],0
u2,1,0.773455,0.082863,[17 14] ; [21 15],[17.58208955 13.41791045] ; [20.41791045 15.58208955],0
p3,1,0.775169,0.081579,[36 24] ; [40 24],[36.77419355 23.22580645] ; [39.22580645 24.77419355],0
s4,1,0.798647,0.065075,[11 47] ; [11 53],[10.45901639 47.54098361] ; [11.54098361 52.45901639],0
a3,1,0.804619,0.061194,[28 32] ; [28 35],[27.31707317 32.68292683] ; [28.68292683 34.31707317],0
p11,1,0.832137,0.044928,[44 16] ; [48 16],[44.51612903 15.48387097] ; [47.48387097 16.51612903],0
p1,1,0.897978,0.016439,[ 7 53] ; [ 7 57],[ 6.77419355 53.22580645] ; [ 7.22580645 56.77419355],0
p2,1,0.906088,0.013918,[52  8] ; [55  9],[51.77419355  8.22580645] ; [55.22580645  8.77419355],0
d3,1,0.933608,0.00694,[37 23] ; [39 25],[36.77419355 23.22580645] ; [39.22580645 24.77419355],0
s1,1,0.967147,0.001696,[ 3 57] ; [ 3 59],[ 2.95081967 57.04918033] ; [ 3.04918033 58.95081967],0
a6,1,0.972124,0.001221,[33 27] ; [35 29],[32.90322581 27.09677419] ; [35.09677419 28.90322581],0
