Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.012691,6.211635,[5 1] ; [ 6 16],[2.35714286 3.64285714] ; [ 8.64285714 13.35714286],0
a6,1,0.019821,5.42763,[6 1] ; [ 9 16],[3.28125 3.71875] ; [11.71875 13.28125],0
p1,1,0.024767,5.040085,[3 4] ; [ 2 23],[1.09375 5.90625] ; [ 3.90625 21.09375],0
a2,1,0.024767,5.040085,[3 4] ; [ 2 23],[1.09375 5.90625] ; [ 3.90625 21.09375],0
s5,1,0.026285,4.937143,[4 3] ; [ 4 21],[1.75 5.25] ; [ 6.25 18.75],0
p11,1,0.035923,4.400762,[5 2] ; [ 7 18],[2.625 4.375] ; [ 9.375 15.625],0
d2,1,0.035923,4.400762,[5 2] ; [ 7 18],[2.625 4.375] ; [ 9.375 15.625],0
a4,1,0.0434,4.079757,[5 2] ; [ 7 17],[2.70967742 4.29032258] ; [ 9.29032258 14.70967742],0
p12,1,0.048683,3.88624,[2 5] ; [ 1 24],[0.65625 6.34375] ; [ 2.34375 22.65625],0
a7,1,0.075425,3.160816,[6 1] ; [12 13],[3.9375 3.0625] ; [14.0625 10.9375],0
v1,1,0.094497,2.796052,[4 3] ; [ 6 19],[2.1875 4.8125] ; [ 7.8125 17.1875],0
d1,1,0.094896,2.789297,[5 2] ; [ 9 16],[3.0625 3.9375] ; [10.9375 14.0625],0
p10,1,0.108425,2.577027,[6 1] ; [13 12],[4.15625 2.84375] ; [14.84375 10.15625],0
s6,1,0.171609,1.868832,[4 2] ; [ 9 16],[2.51612903 3.48387097] ; [10.48387097 14.51612903],0
n4,1,0.205483,1.602968,[6 1] ; [15 10],[4.59375 2.40625] ; [16.40625  8.59375],0
b1,1,0.205483,1.602968,[6 1] ; [15 10],[4.59375 2.40625] ; [16.40625  8.59375],0
p8,1,0.238514,1.389356,[4 2] ; [10 15],[2.70967742 3.29032258] ; [11.29032258 13.70967742],0
n6,1,0.27328,1.200208,[6 1] ; [16  9],[4.8125 2.1875] ; [17.1875  7.8125],0
s8,1,0.300559,1.071714,[3 3] ; [ 7 18],[1.93548387 4.06451613] ; [ 8.06451613 16.93548387],0
p3,1,0.314069,1.013488,[4 3] ; [ 9 16],[2.84375 4.15625] ; [10.15625 14.84375],0
d3,1,0.359734,0.838821,[5 2] ; [13 12],[3.9375 3.0625] ; [14.0625 10.9375],0
v3,1,0.359756,0.838745,[3 4] ; [ 6 18],[2.03225806 4.96774194] ; [ 6.96774194 17.03225806],0
n1,1,0.432738,0.615463,[4 1] ; [11  7],[3.26086957 1.73913043] ; [11.73913043  6.26086957],0
s3,1,0.44861,0.574163,[3 3] ; [ 8 16],[2.2 3.8] ; [ 8.8 15.2],0
p6,1,0.451323,0.567326,[2 5] ; [ 4 21],[1.3125 5.6875] ; [ 4.6875 20.3125],0
v4,1,0.458902,0.548571,[6 1] ; [18  7],[5.25 1.75] ; [18.75  6.25],0
d5,1,0.462562,0.539688,[5 2] ; [14 11],[4.15625 2.84375] ; [14.84375 10.15625],0
n3,1,0.61093,0.258824,[2 3] ; [9 8],[2.5 2.5] ; [8.5 8.5],0
p4,1,0.643094,0.214719,[3 4] ; [ 8 16],[2.48387097 4.51612903] ; [ 8.51612903 15.48387097],0
p2,1,0.668929,0.182857,[4 3] ; [12 13],[3.5 3.5] ; [12.5 12.5],0
a3,1,0.70824,0.140041,[5 2] ; [18  5],[5.36666667 1.63333333] ; [17.63333333  5.36666667],0
d4,1,0.714546,0.133779,[5 2] ; [16  9],[4.59375 2.40625] ; [16.40625  8.59375],0
s2,1,0.804997,0.060952,[2 5] ; [ 6 19],[1.75 5.25] ; [ 6.25 18.75],0
b5,1,0.80955,0.058084,[4 3] ; [13 12],[3.71875 3.28125] ; [13.28125 11.71875],0
p7,1,0.842103,0.039683,[2 4] ; [ 7 17],[1.8 4.2] ; [ 7.2 16.8],0
r2,1,0.849304,0.036102,[5 2] ; [18  6],[5.19354839 1.80645161] ; [17.80645161  6.19354839],0
v2,1,0.849304,0.036102,[2 5] ; [ 6 18],[1.80645161 5.19354839] ; [ 6.19354839 17.80645161],0
s1,1,0.871602,0.026122,[1 6] ; [ 3 22],[0.875 6.125] ; [ 3.125 21.875],0
r4,1,0.891787,0.018508,[3 4] ; [10 15],[2.84375 4.15625] ; [10.15625 14.84375],0
b2,1,0.915127,0.011358,[1 4] ; [ 4 14],[1.08695652 3.91304348] ; [ 3.91304348 14.08695652],0
b3,1,0.915127,0.011358,[1 4] ; [ 4 14],[1.08695652 3.91304348] ; [ 3.91304348 14.08695652],0
b4,1,0.976289,0.000883,[5 2] ; [18  7],[5.03125 1.96875] ; [17.96875  7.03125],0
