Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,3e-06,21.615751,[94  4] ; [52 22],[83.18604651 14.81395349] ; [62.81395349 11.18604651],1
p10,1,3e-06,21.614371,[71 27] ; [26 45],[56.24852071 41.75147929] ; [40.75147929 30.24852071],1
p9,1,1.5e-05,18.712299,[73 25] ; [29 41],[59.5 38.5] ; [42.5 27.5],1
r4,1,5.1e-05,16.399023,[90  8] ; [50 24],[79.76744186 18.23255814] ; [60.23255814 13.76744186],1
n6,1,0.000268,13.281254,[79 17] ; [42 32],[68.32941176 27.67058824] ; [52.67058824 21.32941176],1
v4,1,0.002584,9.080073,[92  6] ; [58 16],[85.46511628 12.53488372] ; [64.53488372  9.46511628],0
n4,1,0.005186,7.813338,[73 25] ; [40 34],[64.38372093 33.61627907] ; [48.61627907 25.38372093],0
s8,1,0.008121,7.006485,[43 54] ; [18 55],[34.80588235 62.19411765] ; [26.19411765 46.80588235],0
b4,1,0.016331,5.76688,[63 35] ; [34 40],[55.26744186 42.73255814] ; [41.73255814 32.26744186],0
v1,1,0.020036,5.408786,[45 50] ; [22 52],[37.66272189 57.33727811] ; [29.33727811 44.66272189],0
p4,1,0.021038,5.323664,[37 59] ; [16 57],[30.10650888 65.89349112] ; [22.89349112 50.10650888],0
u3,1,0.030923,4.657245,[27 12] ; [10 14],[22.9047619 16.0952381] ; [14.0952381  9.9047619],0
n5,1,0.033395,4.525411,[69 28] ; [41 33],[62.39766082 34.60233918] ; [47.60233918 26.39766082],0
u2,1,0.03699,4.350877,[23 15] ; [ 8 16],[19. 19.] ; [12. 12.],0
p5,1,0.047399,3.931172,[10 84] ; [ 2 72],[ 6.71428571 87.28571429] ; [ 5.28571429 68.71428571],0
s2,1,0.052606,3.756392,[48 48] ; [26 48],[41.78823529 54.21176471] ; [32.21176471 41.78823529],0
p3,1,0.055252,3.674475,[37 60] ; [18 56],[31.19883041 65.80116959] ; [23.80116959 50.19883041],0
s6,1,0.058302,3.585049,[60 37] ; [34 38],[53.95266272 43.04733728] ; [40.04733728 31.95266272],0
r1,1,0.098617,2.727762,[76 22] ; [49 25],[71.22093023 26.77906977] ; [53.77906977 20.22093023],0
p7,1,0.100753,2.693576,[35 58] ; [19 55],[30.07185629 62.92814371] ; [23.92814371 50.07185629],0
a2,1,0.136981,2.211553,[15 83] ; [18 56],[18.80232558 79.19767442] ; [14.19767442 59.80232558],0
s3,1,0.14383,2.1365,[49 47] ; [29 44],[44.30769231 51.69230769] ; [33.69230769 39.30769231],0
n2,1,0.152276,2.049299,[23  6] ; [24 14],[20.34328358  8.65671642] ; [26.65671642 11.34328358],0
a1,1,0.16453,1.932093,[ 6 92] ; [ 9 65],[ 8.54651163 89.45348837] ; [ 6.45348837 67.54651163],0
d2,1,0.167295,1.907016,[43 53] ; [40 32],[47.42857143 48.57142857] ; [35.57142857 36.42857143],0
s1,1,0.177837,1.815606,[ 6 90] ; [ 9 65],[ 8.47058824 87.52941176] ; [ 6.52941176 67.47058824],0
s7,1,0.182672,1.775749,[42 54] ; [22 44],[37.92592593 58.07407407] ; [26.07407407 39.92592593],0
u4,1,0.184404,1.76177,[ 5 93] ; [ 1 73],[ 3.41860465 94.58139535] ; [ 2.58139535 71.41860465],0
d5,1,0.187284,1.738859,[64 33] ; [55 18],[67.9 29.1] ; [51.1 21.9],0
b1,1,0.200275,1.640366,[42 56] ; [39 35],[46.15116279 51.84883721] ; [34.84883721 39.15116279],0
v2,1,0.214985,1.537534,[47 43] ; [31 42],[43.06748466 46.93251534] ; [34.93251534 38.06748466],0
a3,1,0.264747,1.243765,[59 39] ; [50 23],[62.46783626 35.53216374] ; [46.53216374 26.46783626],0
a5,1,0.296327,1.090652,[60 38] ; [51 23],[63.24418605 34.75581395] ; [47.75581395 26.24418605],0
p8,1,0.340067,0.91018,[26 72] ; [15 59],[23.36046512 74.63953488] ; [17.63953488 56.36046512],0
a6,1,0.375842,0.784258,[61 36] ; [41 32],[58.2 38.8] ; [43.8 29.2],0
p1,1,0.398584,0.712595,[ 7 91] ; [ 8 66],[ 8.54651163 89.45348837] ; [ 6.45348837 67.54651163],0
p6,1,0.450818,0.568595,[23 74] ; [14 60],[20.98830409 76.01169591] ; [16.01169591 57.98830409],0
a7,1,0.564247,0.332404,[58 40] ; [47 27],[59.8255814 38.1744186] ; [45.1744186 28.8255814],0
a4,1,0.571652,0.319927,[42 56] ; [34 38],[43.81176471 54.18823529] ; [32.18823529 39.81176471],0
n1,1,0.588436,0.292793,[14 14] ; [16 21],[12.92307692 15.07692308] ; [17.07692308 19.92307692],0
a8,1,0.612578,0.256439,[ 6 88] ; [ 6 65],[ 6.83636364 87.16363636] ; [ 5.16363636 65.83636364],0
s5,1,0.64819,0.20819,[27 65] ; [18 51],[25.71428571 66.28571429] ; [19.28571429 49.71428571],0
v3,1,0.73671,0.11304,[34 57] ; [24 45],[32.9875 58.0125] ; [25.0125 43.9875],0
b5,1,0.749397,0.102038,[58 40] ; [42 32],[56.97674419 41.02325581] ; [43.02325581 30.97674419],0
d3,1,0.808268,0.058884,[54 43] ; [42 31],[54.77647059 42.22352941] ; [41.22352941 31.77647059],0
d4,1,0.812205,0.056445,[72 25] ; [53 20],[71.32352941 25.67647059] ; [53.67647059 19.32352941],0
