Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,56.192886,[ 2 29] ; [128  40],[20.25125628 10.74874372] ; [109.74874372  58.25125628],1
d5,1,0.0,45.349159,[14 17] ; [155  13],[26.32663317  4.67336683] ; [142.67336683  25.32663317],1
d3,1,0.0,25.546875,[10 21] ; [130  38],[21.80904523  9.19095477] ; [118.19095477  49.80904523],1
d2,1,0.001068,10.706547,[ 8 23] ; [97 71],[16.35678392 14.64321608] ; [88.64321608 79.35678392],0
s2,1,0.001206,10.480651,[ 9 21] ; [102  63],[17.07692308 12.92307692] ; [93.92307692 71.07692308],0
p2,1,0.001496,10.083971,[23  8] ; [156  12],[27.88442211  3.11557789] ; [151.11557789  16.88442211],0
u1,1,0.00308,8.759307,[ 1 30] ; [ 47 121],[ 7.47738693 23.52261307] ; [ 40.52261307 127.47738693],0
s8,1,0.005272,7.783773,[11 20] ; [103  62],[18.03061224 12.96938776] ; [95.96938776 69.03061224],0
s7,1,0.005539,7.694374,[12 16] ; [109  47],[18.41304348  9.58695652] ; [102.58695652  53.41304348],0
a4,1,0.018288,5.568321,[ 9 22] ; [87 80],[15.03030303 15.96969697] ; [80.96969697 86.03030303],0
p10,1,0.030424,4.685146,[25  6] ; [155  12],[28.18181818  2.81818182] ; [151.81818182  15.18181818],0
a2,1,0.034881,4.450998,[ 4 27] ; [ 53 115],[ 8.87939698 22.12060302] ; [ 48.12060302 119.87939698],0
a3,1,0.087248,2.924437,[21 10] ; [135  31],[24.54822335  6.45177665] ; [131.45177665  34.54822335],0
v1,1,0.093173,2.818672,[18 12] ; [125  42],[21.77664975  8.22335025] ; [121.22335025  45.77664975],0
n6,1,0.102608,2.664536,[26  5] ; [155  12],[28.33838384  2.66161616] ; [152.66161616  14.33838384],0
a5,1,0.103951,2.643852,[22  9] ; [140  28],[25.2361809  5.7638191] ; [136.7638191  31.2361809],0
s6,1,0.110492,2.547173,[18 12] ; [121  42],[21.60621762  8.39378238] ; [117.39378238  45.60621762],0
s5,1,0.119086,2.429306,[ 9 21] ; [73 88],[12.87958115 17.12041885] ; [69.12041885 91.87958115],0
s4,1,0.174286,1.845683,[ 2 29] ; [ 26 139],[ 4.42857143 26.57142857] ; [ 23.57142857 141.42857143],0
r1,1,0.184265,1.762884,[29  2] ; [142  26],[26.63819095  4.36180905] ; [144.36180905  23.63819095],0
p1,1,0.248024,1.334402,[ 7 24] ; [ 24 143],[ 4.85353535 26.14646465] ; [ 26.14646465 140.85353535],0
a8,1,0.251744,1.3136,[ 2 27] ; [ 22 126],[ 3.93220339 25.06779661] ; [ 20.06779661 127.93220339],0
b2,1,0.330893,0.945399,[ 8 16] ; [49 62],[10.13333333 13.86666667] ; [46.86666667 64.13333333],0
b3,1,0.330893,0.945399,[ 8 16] ; [49 62],[10.13333333 13.86666667] ; [46.86666667 64.13333333],0
p9,1,0.333043,0.937029,[26  5] ; [150  17],[27.55555556  3.44444444] ; [148.44444444  18.55555556],0
s3,1,0.368405,0.809037,[16 14] ; [103  63],[18.21428571 11.78571429] ; [100.78571429  65.21428571],0
p7,1,0.393006,0.72962,[24  7] ; [139  27],[25.64974619  5.35025381] ; [137.35025381  28.64974619],0
a7,1,0.405897,0.690785,[24  7] ; [117  50],[22.07575758  8.92424242] ; [118.92424242  48.07575758],0
r2,1,0.45785,0.551146,[29  2] ; [161   6],[29.74747475  1.25252525] ; [160.25252525   6.74747475],0
b5,1,0.540604,0.374422,[19 12] ; [93 75],[17.44723618 13.55276382] ; [94.55276382 73.44723618],0
p8,1,0.600303,0.274538,[20 11] ; [115  51],[21.24365482  9.75634518] ; [113.75634518  52.24365482],0
p6,1,0.62117,0.244227,[14 17] ; [82 82],[15.26153846 15.73846154] ; [80.73846154 83.26153846],0
b4,1,0.712464,0.135828,[19 12] ; [97 71],[18.07035176 12.92964824] ; [97.92964824 70.07035176],0
p11,1,0.712972,0.135327,[27  4] ; [142  26],[26.32663317  4.67336683] ; [142.67336683  25.32663317],0
n5,1,0.719766,0.128717,[26  5] ; [145  23],[26.63819095  4.36180905] ; [144.36180905  23.63819095],0
a6,1,0.765577,0.088902,[22  9] ; [114  53],[21.29292929  9.70707071] ; [114.70707071  52.29292929],0
n4,1,0.862927,0.029808,[28  3] ; [150  18],[27.72864322  3.27135678] ; [150.27135678  17.72864322],0
b1,1,0.875521,0.024539,[13 18] ; [73 95],[13.39698492 17.60301508] ; [72.60301508 95.39698492],0
v2,1,0.926562,0.008496,[24  6] ; [134  32],[24.18367347  5.81632653] ; [133.81632653  32.18367347],0
p12,1,0.930306,0.007649,[ 5 26] ; [ 28 139],[ 5.16666667 25.83333333] ; [ 27.83333333 139.16666667],0
p5,1,0.93871,0.005912,[ 7 24] ; [ 39 129],[ 7.16582915 23.83417085] ; [ 38.83417085 129.16582915],0
r3,1,0.944876,0.004781,[30  1] ; [162   5],[30.06060606  0.93939394] ; [161.93939394   5.06060606],0
v4,1,0.944876,0.004781,[30  1] ; [162   5],[30.06060606  0.93939394] ; [161.93939394   5.06060606],0
s1,1,0.949307,0.004042,[ 1 30] ; [  5 161],[ 0.94416244 30.05583756] ; [  5.05583756 160.94416244],0
p4,1,0.970391,0.001378,[25  6] ; [135  33],[24.92462312  6.07537688] ; [135.07537688  32.92462312],0
u2,1,0.971963,0.001235,[6 4] ; [19 13],[5.95238095 4.04761905] ; [19.04761905 12.95238095],0
u3,1,0.972606,0.001179,[6 4] ; [20 13],[6.04651163 3.95348837] ; [19.95348837 13.04651163],0
