Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,93.228183,[246   2] ; [32 21],[229.04983389  18.95016611] ; [48.95016611  4.04983389],1
r2,1,0.0,53.865771,[245   2] ; [38 13],[234.56711409  12.43288591] ; [48.43288591  2.56711409],1
r3,1,1e-06,23.799496,[244   3] ; [45  8],[237.94333333   9.05666667] ; [51.05666667  1.94333333],1
v4,1,7.2e-05,15.759382,[245   3] ; [46  6],[240.56   7.44] ; [50.44  1.56],1
d2,1,0.000139,14.516919,[150  97] ; [17 36],[137.49666667 109.50333333] ; [29.50333333 23.49666667],1
a7,1,0.000147,14.406946,[193  54] ; [28 25],[181.95666667  65.04333333] ; [39.04333333 13.95666667],1
d5,1,0.000193,13.898662,[218  29] ; [36 17],[209.12666667  37.87333333] ; [44.87333333  8.12666667],1
a2,1,0.000281,13.192619,[ 86 162] ; [ 5 48],[ 74.97674419 173.02325581] ; [16.02325581 36.97674419],1
s3,1,0.00059,11.805901,[224  23] ; [39 14],[216.53666667  30.46333333] ; [46.46333333  6.53666667],1
n5,1,0.000608,11.751964,[212  35] ; [35 18],[203.36333333  43.63666667] ; [43.63666667  9.36333333],1
d1,1,0.000615,11.731526,[185  63] ; [27 26],[174.67109635  73.32890365] ; [37.32890365 15.67109635],1
u1,1,0.000707,11.470565,[ 68 180] ; [ 3 50],[ 58.49833887 189.50166113] ; [12.50166113 40.49833887],1
n4,1,0.00169,9.858895,[213  35] ; [36 17],[205.15614618  42.84385382] ; [43.84385382  9.15614618],0
a4,1,0.00183,9.712191,[138 110] ; [17 36],[127.7076412 120.2923588] ; [27.2923588 25.7076412],0
a3,1,0.002845,8.904109,[201  47] ; [33 20],[192.79734219  55.20265781] ; [41.20265781 11.79734219],0
s6,1,0.007767,7.086491,[227  19] ; [40 10],[221.89864865  24.10135135] ; [45.10135135  4.89864865],0
n6,1,0.009058,6.811308,[225  21] ; [42 11],[219.6722408  26.3277592] ; [47.3277592  5.6722408],0
s7,1,0.0092,6.783508,[180  55] ; [30 21],[172.55244755  62.44755245] ; [37.44755245 13.55244755],0
v3,1,0.01345,6.108927,[112 123] ; [15 37],[103.98954704 131.01045296] ; [23.01045296 28.98954704],0
p10,1,0.016119,5.789885,[221  26] ; [41 12],[215.71333333  31.28666667] ; [46.28666667  6.71333333],0
p9,1,0.018272,5.56984,[226  20] ; [43 10],[221.31772575  24.68227425] ; [47.68227425  5.31772575],0
d3,1,0.035182,4.436297,[197  51] ; [35 18],[191.14950166  56.85049834] ; [40.85049834 12.14950166],0
d4,1,0.043641,4.070407,[224  23] ; [43 10],[219.83  27.17] ; [47.17  5.83],0
a1,1,0.049806,3.847994,[ 14 234] ; [ 7 46],[ 17.30232558 230.69767442] ; [ 3.69767442 49.30232558],0
a5,1,0.057168,3.617697,[202  46] ; [37 16],[196.91694352  51.08305648] ; [42.08305648 10.91694352],0
n3,1,0.067097,3.352645,[35  8] ; [8 6],[32.43859649 10.56140351] ; [10.56140351  3.43859649],0
p12,1,0.070142,3.279705,[ 37 210] ; [ 3 50],[ 32.93333333 214.06666667] ; [ 7.06666667 45.93333333],0
p1,1,0.072038,3.235964,[ 30 216] ; [ 2 51],[ 26.3277592 219.6722408] ; [ 5.6722408 47.3277592],0
p8,1,0.076801,3.131321,[158  89] ; [27 26],[152.31666667  94.68333333] ; [32.68333333 20.31666667],0
p2,1,0.100753,2.693587,[224  23] ; [44  9],[220.65333333  26.34666667] ; [47.34666667  5.65333333],0
b1,1,0.106023,2.612529,[101 147] ; [28 25],[106.28571429 141.71428571] ; [22.71428571 30.28571429],0
p11,1,0.126553,2.334281,[201  47] ; [38 15],[196.91694352  51.08305648] ; [42.08305648 10.91694352],0
a6,1,0.15822,1.991158,[170  78] ; [31 22],[165.60797342  82.39202658] ; [35.39202658 17.60797342],0
b5,1,0.167151,1.908315,[143 105] ; [36 17],[147.48172757 100.51827243] ; [31.51827243 21.48172757],0
b2,1,0.210064,1.570986,[63 91] ; [11 26],[59.66492147 94.33507853] ; [14.33507853 22.66492147],0
b3,1,0.210064,1.570986,[63 91] ; [11 26],[59.66492147 94.33507853] ; [14.33507853 22.66492147],0
