Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a5,1,0.000105,15.045733,[32 35] ; [253  99],[45.57279236 21.42720764] ; [239.42720764 112.57279236],1
v1,1,0.001442,10.151775,[19 47] ; [173 172],[30.83211679 35.16788321] ; [161.16788321 183.83211679],0
d1,1,0.002896,8.871691,[25 42] ; [201 151],[36.13842482 30.86157518] ; [189.86157518 162.13842482],0
a2,1,0.004401,8.110286,[ 5 62] ; [ 80 272],[13.59188544 53.40811456] ; [ 71.40811456 280.59188544],0
s7,1,0.005426,7.731659,[16 49] ; [146 193],[26.06435644 38.93564356] ; [135.93564356 203.06435644],0
v2,1,0.007389,7.175997,[23 41] ; [180 152],[32.80808081 31.19191919] ; [170.19191919 161.80808081],0
r2,1,0.012831,6.192212,[61  5] ; [344   7],[64.10071942  1.89928058] ; [340.89928058  10.10071942],0
d3,1,0.018561,5.542428,[38 28] ; [253  98],[46.05755396 19.94244604] ; [244.94244604 106.05755396],0
u1,1,0.019674,5.440552,[ 3 64] ; [ 53 299],[ 8.95465394 58.04534606] ; [ 47.04534606 304.95465394],0
a7,1,0.035006,4.444878,[41 25] ; [263  89],[48. 18.] ; [256.  96.],0
d5,1,0.037224,4.340127,[45 21] ; [280  71],[51.43884892 14.56115108] ; [273.56115108  77.43884892],0
r3,1,0.05159,3.789002,[64  3] ; [346   4],[65.87529976  1.12470024] ; [344.12470024   5.87529976],0
s6,1,0.052675,3.7542,[34 30] ; [227 118],[40.84107579 23.15892421] ; [220.15892421 124.84107579],0
d4,1,0.053076,3.741534,[49 18] ; [291  59],[54.62829736 12.37170264] ; [285.37170264  64.62829736],0
s8,1,0.054714,3.690778,[18 49] ; [137 212],[24.96394231 42.03605769] ; [130.03605769 218.96394231],0
u3,1,0.058904,3.567976,[12 17] ; [67 43],[16.48201439 12.51798561] ; [62.51798561 47.48201439],0
a4,1,0.059926,3.539429,[21 46] ; [153 197],[27.95683453 39.04316547] ; [146.04316547 203.95683453],0
a3,1,0.063881,3.433653,[38 29] ; [240 111],[44.55980861 22.44019139] ; [233.44019139 117.55980861],0
n4,1,0.113587,2.503585,[42 25] ; [253  97],[47.39808153 19.60191847] ; [247.60191847 102.39808153],0
p2,1,0.115199,2.481412,[47 20] ; [277  74],[51.93301435 15.06698565] ; [272.06698565  78.93301435],0
n2,1,0.132121,2.267408,[22  3] ; [70 25],[19.16666667  5.83333333] ; [72.83333333 22.16666667],0
s3,1,0.138037,2.199712,[30 36] ; [190 153],[35.50122249 30.49877751] ; [184.49877751 158.50122249],0
a6,1,0.138872,2.19041,[40 27] ; [242 109],[45.20095694 21.79904306] ; [236.79904306 114.20095694],0
d2,1,0.146541,2.107893,[24 43] ; [159 191],[29.4028777 37.5971223] ; [153.5971223 196.4028777],0
s4,1,0.156307,2.009593,[15 52] ; [ 53 292],[11.05825243 55.94174757] ; [ 56.94174757 288.05825243],0
p7,1,0.169604,1.886439,[28 37] ; [176 160],[33.06733167 31.93266833] ; [170.93266833 165.06733167],0
v4,1,0.194978,1.6796,[63  4] ; [340  10],[64.75059952  2.24940048] ; [338.24940048  11.75059952],0
n6,1,0.289551,1.121709,[58  9] ; [284  66],[54.94964029 12.05035971] ; [287.05035971  62.94964029],0
p9,1,0.305761,1.048898,[55 10] ; [272  72],[51.96821516 13.03178484] ; [275.03178484  68.96821516],0
b5,1,0.359473,0.839733,[46 21] ; [221 131],[42.69451074 24.30548926] ; [224.30548926 127.69451074],0
u4,1,0.359743,0.838792,[ 2 65] ; [  5 347],[ 1.11933174 65.88066826] ; [  5.88066826 346.11933174],0
n5,1,0.36032,0.836777,[43 24] ; [243 105],[46.17349398 20.82650602] ; [239.82650602 108.17349398],0
v3,1,0.382702,0.762005,[19 46] ; [116 217],[22.04773869 42.95226131] ; [112.95226131 220.04773869],0
p4,1,0.392711,0.730531,[22 44] ; [135 212],[25.08958838 40.91041162] ; [131.91041162 215.08958838],0
s2,1,0.416198,0.661025,[29 38] ; [169 178],[32.04347826 34.95652174] ; [165.95652174 181.04347826],0
b4,1,0.445043,0.583245,[42 25] ; [203 149],[39.17661098 27.82338902] ; [205.82338902 146.17661098],0
p1,1,0.446434,0.579689,[ 2 65] ; [ 18 331],[ 3.22115385 63.77884615] ; [ 16.77884615 332.22115385],0
p6,1,0.458023,0.550721,[19 46] ; [ 86 260],[16.60583942 48.39416058] ; [ 88.39416058 257.60583942],0
p10,1,0.459231,0.54777,[52 14] ; [257  88],[49.62043796 16.37956204] ; [259.37956204  85.62043796],0
p5,1,0.630998,0.23071,[ 4 63] ; [ 16 332],[ 3.22891566 63.77108434] ; [ 16.77108434 331.22891566],0
u2,1,0.654782,0.199924,[15 14] ; [62 48],[16.0647482 12.9352518] ; [60.9352518 49.0647482],0
s1,1,0.680744,0.16929,[ 2 64] ; [ 14 327],[ 2.59459459 63.40540541] ; [ 13.40540541 327.59459459],0
p8,1,0.712,0.136287,[24 41] ; [135 208],[25.33088235 39.66911765] ; [133.66911765 209.33088235],0
n3,1,0.771322,0.084475,[19  6] ; [68 25],[18.43220339  6.56779661] ; [68.56779661 24.43220339],0
p11,1,0.791184,0.070105,[50 17] ; [268  84],[50.849642 16.150358] ; [267.150358  84.849642],0
a8,1,0.795075,0.067458,[ 9 54] ; [ 50 271],[ 9.6796875 53.3203125] ; [ 49.3203125 271.6796875],0
b1,1,0.796646,0.066404,[21 46] ; [116 236],[21.90692124 45.09307876] ; [115.09307876 236.90692124],0
a1,1,0.840736,0.040382,[ 2 65] ; [  9 343],[ 1.75894988 65.24105012] ; [  9.24105012 342.75894988],0
n1,1,0.866354,0.028322,[ 9 14] ; [35 59],[ 8.64957265 14.35042735] ; [35.35042735 58.64957265],0
p12,1,0.88288,0.021703,[ 3 64] ; [ 17 330],[ 3.23671498 63.76328502] ; [ 16.76328502 330.23671498],0
b2,1,0.883356,0.021526,[12 25] ; [ 66 130],[12.38626609 24.61373391] ; [ 65.61373391 130.38626609],0
b3,1,0.883356,0.021526,[12 25] ; [ 66 130],[12.38626609 24.61373391] ; [ 65.61373391 130.38626609],0
s5,1,0.991557,0.000112,[18 46] ; [ 95 242],[18.03491272 45.96508728] ; [ 94.96508728 242.03491272],0
