Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,3e-06,21.876731,[222  25] ; [6 7],[216.6  30.4] ; [11.4  1.6],1
r1,1,9.1e-05,15.320076,[192  53] ; [4 9],[186.12403101  58.87596899] ; [9.87596899 3.12403101],1
r2,1,0.002304,9.290263,[233  11] ; [9 3],[230.65625  13.34375] ; [11.34375  0.65625],0
s6,1,0.009393,6.74648,[212  31] ; [8 5],[208.828125  34.171875] ; [11.171875  1.828125],0
d5,1,0.018478,5.550223,[199  47] ; [7 6],[195.66023166  50.33976834] ; [10.33976834  2.66023166],0
v4,1,0.058457,3.580637,[236  10] ; [11  2],[234.6023166  11.3976834] ; [12.3976834  0.6023166],0
s1,1,0.081225,3.04022,[ 11 233] ; [ 2 11],[ 12.34241245 231.65758755] ; [ 0.65758755 12.34241245],0
p7,1,0.089599,2.881562,[157  82] ; [5 7],[154.25498008  84.74501992] ; [7.74501992 4.25498008],0
b5,1,0.115671,2.474982,[156  91] ; [11  2],[158.65  88.35] ; [8.35 4.65],0
a7,1,0.120115,2.415816,[181  65] ; [7 6],[178.56370656  67.43629344] ; [9.43629344 3.56370656],0
a2,1,0.168641,1.89498,[ 60 187] ; [ 1 12],[ 57.95 189.05] ; [3.05 9.95],0
d4,1,0.171931,1.866029,[207  40] ; [9 4],[205.2  41.8] ; [10.8  2.2],0
p10,1,0.1967,1.666706,[203  41] ; [9 4],[201.27626459  42.72373541] ; [10.72373541  2.27626459],0
s4,1,0.215206,1.536054,[ 72 169] ; [6 7],[ 74.00787402 166.99212598] ; [3.99212598 9.00787402],0
d3,1,0.235071,1.409911,[171  75] ; [7 6],[169.06563707  76.93436293] ; [8.93436293 4.06563707],0
p11,1,0.250137,1.322537,[187  60] ; [8 5],[185.25  61.75] ; [9.75 3.25],0
p1,1,0.255898,1.290813,[ 17 228] ; [ 2 11],[ 18.04263566 226.95736434] ; [ 0.95736434 12.04263566],0
n5,1,0.285357,1.1414,[173  71] ; [11  2],[174.692607  69.307393] ; [9.307393 3.692607],0
n4,1,0.288934,1.124583,[174  71] ; [11  2],[175.67829457  69.32170543] ; [9.32170543 3.67829457],0
u1,1,0.291407,1.113108,[ 48 199] ; [ 1 12],[ 46.55 200.45] ; [ 2.45 10.55],0
n1,1,0.304701,1.053506,[24 31] ; [1 4],[22.91666667 32.08333333] ; [2.08333333 2.91666667],0
p9,1,0.333579,0.934954,[211  33] ; [10  3],[209.82101167  34.17898833] ; [11.17898833  1.82101167],0
d1,1,0.340042,0.910275,[147 100] ; [6 7],[145.35 101.65] ; [7.65 5.35],0
a4,1,0.372556,0.795122,[107 140] ; [4 9],[105.45 141.55] ; [5.55 7.45],0
v2,1,0.390212,0.738283,[102 136] ; [4 9],[100.50996016 137.49003984] ; [5.49003984 7.50996016],0
s7,1,0.395699,0.721358,[155  82] ; [7 6],[153.576  83.424] ; [8.424 4.576],0
a3,1,0.412327,0.672081,[178  69] ; [8 5],[176.7  70.3] ; [9.3 3.7],0
a6,1,0.441327,0.59283,[159  88] ; [7 6],[157.7  89.3] ; [8.3 4.7],0
d2,1,0.442188,0.590598,[122 125] ; [5 8],[120.65 126.35] ; [6.35 6.65],0
u2,1,0.450395,0.569658,[39 29] ; [2 3],[38.19178082 29.80821918] ; [2.80821918 2.19178082],0
a5,1,0.473529,0.513728,[175  72] ; [8 5],[173.85  73.15] ; [9.15 3.85],0
p3,1,0.477106,0.50547,[119 126] ; [5 8],[117.75193798 127.24806202] ; [6.24806202 6.75193798],0
s8,1,0.492128,0.471869,[138 109] ; [6 7],[136.8 110.2] ; [7.2 5.8],0
p4,1,0.513344,0.427244,[154  91] ; [7 6],[152.8875969  92.1124031] ; [8.1124031 4.8875969],0
v1,1,0.554226,0.349801,[112 127] ; [5 8],[110.96428571 128.03571429] ; [6.03571429 6.96428571],0
a1,1,0.587488,0.294284,[ 11 236] ; [ 1 12],[ 11.4 235.6] ; [ 0.6 12.4],0
b3,1,0.628846,0.233629,[ 53 101] ; [3 8],[ 52.26666667 101.73333333] ; [3.73333333 7.26666667],0
b2,1,0.628846,0.233629,[ 53 101] ; [3 8],[ 52.26666667 101.73333333] ; [3.73333333 7.26666667],0
n3,1,0.682109,0.167762,[40 16] ; [4 1],[40.39344262 15.60655738] ; [3.60655738 1.39344262],0
b4,1,0.688104,0.161145,[138 109] ; [8 5],[138.7 108.3] ; [7.3 5.7],0
s5,1,0.727705,0.121229,[105 129] ; [6 6],[105.58536585 128.41463415] ; [5.41463415 6.58536585],0
b1,1,0.817334,0.05335,[103 144] ; [5 8],[102.6 144.4] ; [5.4 7.6],0
u3,1,0.832042,0.044979,[44 24] ; [3 2],[43.78082192 24.21917808] ; [3.21917808 1.78082192],0
s3,1,0.834895,0.043442,[214  33] ; [11  2],[213.75  33.25] ; [11.25  1.75],0
n6,1,0.836079,0.042812,[201  43] ; [11  2],[201.27626459  42.72373541] ; [10.72373541  2.27626459],0
p2,1,0.869533,0.026979,[203  42] ; [11  2],[203.21705426  41.78294574] ; [10.78294574  2.21705426],0
n2,1,0.869918,0.026818,[43 13] ; [4 1],[43.14754098 12.85245902] ; [3.85245902 1.14754098],0
p8,1,0.888487,0.019661,[117 126] ; [6 7],[116.75390625 126.24609375] ; [6.24609375 6.75390625],0
p6,1,0.893591,0.017892,[108 136] ; [6 7],[108.23346304 135.76653696] ; [5.76653696 7.23346304],0
