Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,28.206914,[15 25] ; [36  2],[26.15384615 13.84615385] ; [24.84615385 13.15384615],1
d2,1,0.000121,14.783835,[10 30] ; [26 12],[18.46153846 21.53846154] ; [17.53846154 20.46153846],1
r1,1,0.000468,12.239524,[23 17] ; [35  3],[29.74358974 10.25641026] ; [28.25641026  9.74358974],1
a5,1,0.001021,10.789145,[21 19] ; [33  5],[27.69230769 12.30769231] ; [26.30769231 11.69230769],0
p9,1,0.001126,10.60785,[22 17] ; [34  4],[28.36363636 10.63636364] ; [27.63636364 10.36363636],0
a4,1,0.001502,10.076555,[10 30] ; [23 15],[16.92307692 23.07692308] ; [16.07692308 21.92307692],0
p2,1,0.006441,7.422686,[22 18] ; [31  6],[27.53246753 12.46753247] ; [25.46753247 11.53246753],0
p6,1,0.006707,7.349734,[ 8 31] ; [19 19],[13.67532468 25.32467532] ; [13.32467532 24.67532468],0
a2,1,0.006995,7.274135,[ 3 37] ; [12 26],[ 7.69230769 32.30769231] ; [ 7.30769231 30.69230769],0
s8,1,0.013018,6.166676,[12 28] ; [22 16],[17.43589744 22.56410256] ; [16.56410256 21.43589744],0
p11,1,0.014125,6.022394,[21 19] ; [30  8],[26.15384615 13.84615385] ; [24.84615385 13.15384615],0
r4,1,0.015743,5.83134,[30 10] ; [36  2],[33.84615385  6.15384615] ; [32.15384615  5.84615385],0
p7,1,0.018999,5.501566,[17 22] ; [26 11],[22.06578947 16.93421053] ; [20.93421053 16.06578947],0
p8,1,0.024199,5.080297,[13 27] ; [22 16],[17.94871795 22.05128205] ; [17.05128205 20.94871795],0
r3,1,0.0288,4.77954,[31  9] ; [36  2],[34.35897436  5.64102564] ; [32.64102564  5.35897436],0
p10,1,0.030255,4.694729,[23 16] ; [31  7],[27.35064935 11.64935065] ; [26.64935065 11.35064935],0
n6,1,0.04275,4.105263,[30 10] ; [35  3],[33.33333333  6.66666667] ; [31.66666667  6.33333333],0
a3,1,0.043452,4.077712,[24 16] ; [30  7],[28.05194805 11.94805195] ; [25.94805195 11.05194805],0
v1,1,0.048379,3.896761,[18 21] ; [26 12],[22.28571429 16.71428571] ; [21.71428571 16.28571429],0
s5,1,0.049119,3.87128,[ 8 32] ; [15 22],[11.94805195 28.05194805] ; [11.05194805 25.94805195],0
