Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,3.4e-05,17.170251,[23  4] ; [25 41],[13.93548387 13.06451613] ; [34.06451613 31.93548387],1
p4,1,0.000254,13.381733,[15 13] ; [11 55],[ 7.74468085 20.25531915] ; [18.25531915 47.74468085],1
p6,1,0.000617,11.723273,[ 8 18] ; [ 3 61],[ 3.17777778 22.82222222] ; [ 7.82222222 56.17777778],1
p8,1,0.001258,10.403229,[12 15] ; [ 9 57],[ 6.09677419 20.90322581] ; [14.90322581 51.09677419],0
p11,1,0.003339,8.612475,[20  9] ; [24 42],[13.43157895 15.56842105] ; [30.56842105 35.43157895],0
p3,1,0.00877,6.869055,[10 18] ; [ 8 57],[ 5.41935484 22.58064516] ; [12.58064516 52.41935484],0
d1,1,0.009434,6.738678,[ 4 25] ; [27 39],[ 9.46315789 19.53684211] ; [21.53684211 44.46315789],0
n3,1,0.011676,6.35942,[12  3] ; [13 19],[7.9787234 7.0212766] ; [17.0212766 14.9787234],0
b2,1,0.02086,5.338412,[ 3 15] ; [19 20],[ 6.94736842 11.05263158] ; [15.05263158 23.94736842],0
b3,1,0.02086,5.338412,[ 3 15] ; [19 20],[ 6.94736842 11.05263158] ; [15.05263158 23.94736842],0
p9,1,0.02377,5.111326,[20  9] ; [27 35],[14.97802198 14.02197802] ; [32.02197802 29.97802198],0
v1,1,0.027438,4.863022,[13 15] ; [15 49],[ 8.52173913 19.47826087] ; [19.47826087 44.52173913],0
p5,1,0.034412,4.47412,[ 5 23] ; [ 3 63],[ 2.38297872 25.61702128] ; [ 5.61702128 60.38297872],0
u2,1,0.040221,4.208554,[8 4] ; [10 21],[5.02325581 6.97674419] ; [12.97674419 18.02325581],0
b1,1,0.086511,2.938122,[20  9] ; [33 33],[16.17894737 12.82105263] ; [36.82105263 29.17894737],0
p10,1,0.09127,2.851838,[16 11] ; [26 39],[12.32608696 14.67391304] ; [29.67391304 35.32608696],0
s1,1,0.112102,2.524338,[ 4 25] ; [ 3 63],[ 2.13684211 26.86315789] ; [ 4.86315789 61.13684211],0
s6,1,0.113673,2.502395,[ 9 20] ; [11 55],[ 6.10526316 22.89473684] ; [13.89473684 52.10526316],0
s4,1,0.117077,2.456,[ 6 23] ; [ 6 60],[ 3.66315789 25.33684211] ; [ 8.33684211 57.66315789],0
b4,1,0.122058,2.390718,[14 15] ; [43 23],[17.4 11.6] ; [39.6 26.4],0
p1,1,0.136197,2.220404,[ 1 28] ; [ 9 57],[ 3.05263158 25.94736842] ; [ 6.94736842 59.05263158],0
p12,1,0.160553,1.969011,[ 2 26] ; [ 1 64],[ 0.90322581 27.09677419] ; [ 2.09677419 62.90322581],0
v2,1,0.16736,1.906436,[12 17] ; [17 46],[ 9.14130435 19.85869565] ; [19.85869565 43.14130435],0
a1,1,0.183744,1.767083,[ 1 28] ; [ 8 58],[ 2.74736842 26.25263158] ; [ 6.25263158 59.74736842],0
d4,1,0.18376,1.766948,[15 14] ; [43 22],[17.89361702 11.10638298] ; [40.10638298 24.89361702],0
v3,1,0.20317,1.61944,[ 3 26] ; [14 52],[ 5.18947368 23.81052632] ; [11.81052632 54.18947368],0
d2,1,0.306354,1.046329,[ 9 20] ; [27 37],[11.22580645 17.77419355] ; [24.77419355 39.22580645],0
a4,1,0.307572,1.041071,[ 8 21] ; [25 40],[10.18085106 18.81914894] ; [22.81914894 42.18085106],0
s3,1,0.321589,0.982473,[ 7 20] ; [11 54],[ 5.2826087 21.7173913] ; [12.7173913 52.2826087],0
r1,1,0.333131,0.936688,[ 6 23] ; [20 46],[ 7.93684211 21.06315789] ; [18.06315789 47.93684211],0
a6,1,0.341242,0.905759,[11 18] ; [32 34],[13.12631579 15.87368421] ; [29.87368421 36.12631579],0
d5,1,0.342786,0.899985,[15 14] ; [41 25],[17.09473684 11.90526316] ; [38.90526316 27.09473684],0
a2,1,0.344423,0.8939,[ 2 27] ; [ 9 57],[ 3.35789474 25.64210526] ; [ 7.64210526 58.35789474],0
n2,1,0.459168,0.547921,[9 6] ; [16 17],[7.8125 7.1875] ; [17.1875 15.8125],0
v4,1,0.459185,0.54788,[18 10] ; [37 29],[16.38297872 11.61702128] ; [38.61702128 27.38297872],0
b5,1,0.46148,0.542303,[16 13] ; [31 35],[14.34736842 14.65263158] ; [32.65263158 33.34736842],0
u1,1,0.461693,0.541787,[ 3 26] ; [ 4 62],[ 2.13684211 26.86315789] ; [ 4.86315789 61.13684211],0
n4,1,0.504384,0.4457,[15 14] ; [39 27],[16.48421053 12.51578947] ; [37.51578947 28.48421053],0
a5,1,0.548248,0.360465,[13 16] ; [34 32],[14.34736842 14.65263158] ; [32.65263158 33.34736842],0
r3,1,0.56618,0.329117,[15 14] ; [29 35],[13.72043011 15.27956989] ; [30.27956989 33.72043011],0
u3,1,0.567109,0.327543,[4 9] ; [ 7 24],[3.25 9.75] ; [ 7.75 23.25],0
n6,1,0.58961,0.290953,[14 14] ; [37 29],[15.19148936 12.80851064] ; [35.80851064 30.19148936],0
a7,1,0.594543,0.283305,[16 13] ; [32 33],[14.80851064 14.19148936] ; [33.19148936 31.80851064],0
