Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.000219,13.660395,[22 26] ; [58 16],[31.47540984 16.52459016] ; [48.52459016 25.47540984],1
s6,1,0.000459,12.275632,[15 33] ; [46 26],[24.4 23.6] ; [36.6 35.4],1
r3,1,0.000672,11.563896,[27 20] ; [63 11],[34.95867769 12.04132231] ; [55.04132231 18.95867769],1
v4,1,0.00099,10.846373,[30 18] ; [65  9],[37.37704918 10.62295082] ; [57.62295082 16.37704918],1
a6,1,0.002399,9.215947,[31 17] ; [27 47],[22.81967213 25.18032787] ; [35.18032787 38.81967213],0
s8,1,0.007121,7.242178,[ 5 43] ; [23 50],[11.10743802 36.89256198] ; [16.89256198 56.10743802],0
n5,1,0.007386,7.176703,[23 24] ; [54 20],[29.90909091 17.09090909] ; [47.09090909 26.90909091],0
p10,1,0.0092,6.783488,[13 32] ; [38 33],[19.78448276 25.21551724] ; [31.21551724 39.78448276],0
p7,1,0.01001,6.633152,[15 31] ; [42 32],[21.85 24.15] ; [35.15 38.85],0
b5,1,0.011055,6.456477,[22 26] ; [51 23],[28.72131148 19.27868852] ; [44.27868852 29.72131148],0
p2,1,0.011055,6.456477,[22 26] ; [51 23],[28.72131148 19.27868852] ; [44.27868852 29.72131148],0
s5,1,0.01686,5.71086,[ 5 40] ; [22 51],[10.29661017 34.70338983] ; [16.70338983 56.29661017],0
p4,1,0.021744,5.266134,[13 35] ; [35 38],[19.04132231 28.95867769] ; [28.95867769 44.04132231],0
a2,1,0.023697,5.116693,[ 5 43] ; [ 1 73],[ 2.36065574 45.63934426] ; [ 3.63934426 70.36065574],0
a1,1,0.03271,4.5609,[ 6 42] ; [ 2 72],[ 3.14754098 44.85245902] ; [ 4.85245902 69.14754098],0
v2,1,0.042458,4.116837,[10 34] ; [30 43],[15.04273504 28.95726496] ; [24.95726496 48.04273504],0
n4,1,0.051261,3.799732,[23 25] ; [48 25],[28.16528926 19.83471074] ; [42.83471074 30.16528926],0
p8,1,0.058569,3.577442,[ 7 38] ; [23 51],[11.34453782 33.65546218] ; [18.65546218 55.34453782],0
u2,1,0.081004,3.044649,[12 11] ; [12 28],[ 8.76190476 14.23809524] ; [15.23809524 24.76190476],0
s7,1,0.099862,2.707746,[11 35] ; [27 43],[15.06896552 30.93103448] ; [22.93103448 47.06896552],0
r2,1,0.10694,2.59887,[36 12] ; [64 10],[39.3442623  8.6557377] ; [60.6557377 13.3442623],0
p5,1,0.119807,2.419842,[ 1 45] ; [ 7 67],[ 3.06666667 42.93333333] ; [ 4.93333333 69.06666667],0
r1,1,0.156129,2.011327,[24 24] ; [46 27],[27.76859504 20.23140496] ; [42.23140496 30.76859504],0
d2,1,0.162058,1.954919,[12 36] ; [11 63],[ 9.04918033 38.95081967] ; [13.95081967 60.04918033],0
p9,1,0.162085,1.954666,[20 25] ; [41 30],[23.6637931 21.3362069] ; [37.3362069 33.6637931],0
p6,1,0.168161,1.899259,[ 6 40] ; [17 56],[ 8.8907563 37.1092437] ; [14.1092437 58.8907563],0
n2,1,0.205724,1.601266,[14  8] ; [17  4],[15.86046512  6.13953488] ; [15.13953488  5.86046512],0
s2,1,0.215163,1.536342,[16 32] ; [33 41],[19.27868852 28.72131148] ; [29.72131148 44.27868852],0
s1,1,0.305313,1.050844,[ 5 42] ; [ 4 68],[ 3.55462185 43.44537815] ; [ 5.44537815 66.55462185],0
v1,1,0.313304,1.016697,[16 32] ; [31 42],[18.6446281 29.3553719] ; [28.3553719 44.6446281],0
p3,1,0.325822,0.965431,[11 37] ; [23 51],[13.37704918 34.62295082] ; [20.62295082 53.37704918],0
s4,1,0.424785,0.63704,[ 7 41] ; [15 59],[ 8.6557377 39.3442623] ; [13.3442623 60.6557377],0
n3,1,0.443986,0.585958,[14  7] ; [11  9],[12.80487805  8.19512195] ; [12.19512195  7.80487805],0
a4,1,0.445602,0.581815,[12 36] ; [14 59],[10.31404959 37.68595041] ; [15.68595041 57.31404959],0
a7,1,0.456872,0.553546,[27 21] ; [46 27],[28.95867769 19.04132231] ; [44.04132231 28.95867769],0
d3,1,0.472586,0.515924,[15 32] ; [28 45],[16.84166667 30.15833333] ; [26.15833333 46.84166667],0
a3,1,0.479442,0.500131,[24 23] ; [32 40],[22.11764706 24.88235294] ; [33.88235294 38.11764706],0
u3,1,0.493902,0.468014,[11 12] ; [16 25],[ 9.703125 13.296875] ; [17.296875 23.703125],0
s3,1,0.507845,0.438505,[19 28] ; [34 39],[20.75833333 26.24166667] ; [32.24166667 40.75833333],0
