Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,69.28182,[41 81] ; [244  77],[78.48758465 43.51241535] ; [206.51241535 114.48758465],1
a6,1,0.0,34.058915,[59 63] ; [248  74],[84.35585586 37.64414414] ; [222.64414414  99.35585586],1
d5,1,5e-06,20.662698,[77 45] ; [268  54],[94.7972973 27.2027027] ; [250.2027027  71.7972973],1
r3,1,2e-05,18.154904,[102  20] ; [308  14],[112.65765766   9.34234234] ; [297.34234234  24.65765766],1
d1,1,5.1e-05,16.399517,[45 77] ; [188 134],[64.02252252 57.97747748] ; [168.97747748 153.02252252],1
a2,1,8.7e-05,15.40221,[  8 114] ; [ 73 249],[22.25675676 99.74324324] ; [ 58.74324324 263.25675676],1
u1,1,0.0001,15.12898,[  2 120] ; [ 47 275],[ 13.46396396 108.53603604] ; [ 35.53603604 286.46396396],1
d4,1,0.000435,12.374862,[82 40] ; [266  56],[95.62162162 26.37837838] ; [252.37837838  69.62162162],1
p2,1,0.000441,12.349419,[78 40] ; [262  58],[91.59817352 26.40182648] ; [248.40182648  71.59817352],1
b5,1,0.000655,11.611918,[60 62] ; [215 107],[75.56306306 46.43693694] ; [199.43693694 122.56306306],1
r4,1,0.001214,10.468291,[99 23] ; [296  26],[108.53603604  13.46396396] ; [286.46396396  35.53603604],0
p10,1,0.001963,9.583589,[74 45] ; [244  73],[86.79357798 32.20642202] ; [231.20642202  85.79357798],0
r1,1,0.002252,9.332209,[82 40] ; [258  61],[94.05895692 27.94104308] ; [245.94104308  73.05895692],0
v4,1,0.01337,6.119495,[109  13] ; [307  14],[114.56433409   7.43566591] ; [301.43566591  19.56433409],0
p4,1,0.014774,5.943218,[45 73] ; [164 156],[56.30593607 61.69406393] ; [152.69406393 167.30593607],0
s2,1,0.015063,5.909042,[24 96] ; [101 217],[34.24657534 85.75342466] ; [ 90.75342466 227.24657534],0
a5,1,0.015354,5.875394,[70 52] ; [224  98],[80.78378378 41.21621622] ; [213.21621622 108.78378378],0
p9,1,0.015643,5.842511,[83 37] ; [253  63],[92.47706422 27.52293578] ; [243.52293578  72.47706422],0
s5,1,0.034706,4.459565,[34 81] ; [ 62 249],[25.91549296 89.08450704] ; [ 70.08450704 240.91549296],0
p8,1,0.038598,4.278493,[45 74] ; [155 162],[54.58715596 64.41284404] ; [145.41284404 171.58715596],0
a3,1,0.04084,4.182621,[64 57] ; [204 117],[73.36651584 47.63348416] ; [194.63348416 126.36651584],0
u3,1,0.040989,4.176463,[25 33] ; [69 47],[31.33333333 26.66666667] ; [62.66666667 53.33333333],0
s6,1,0.056121,3.648473,[49 68] ; [165 151],[57.82448037 59.17551963] ; [156.17551963 159.82448037],0
v3,1,0.072668,3.22171,[29 87] ; [105 203],[36.66037736 79.33962264] ; [ 97.33962264 210.66037736],0
u2,1,0.083423,2.996927,[22 35] ; [61 55],[27.34682081 29.65317919] ; [55.65317919 60.34682081],0
a1,1,0.099707,2.71022,[  8 114] ; [ 10 312],[  4.94594595 117.05405405] ; [ 13.05405405 308.94594595],0
v2,1,0.119044,2.429857,[51 65] ; [159 144],[58.13842482 57.86157518] ; [151.86157518 151.13842482],0
p3,1,0.127005,2.328732,[40 79] ; [134 188],[46.95238095 72.04761905] ; [127.04761905 194.95238095],0
n6,1,0.135464,2.228738,[88 33] ; [254  66],[93.83673469 27.16326531] ; [248.16326531  71.83673469],0
n4,1,0.158945,1.98423,[77 45] ; [225  96],[83.16930023 38.83069977] ; [218.83069977 102.16930023],0
a4,1,0.168863,1.893007,[40 80] ; [130 191],[46.2585034 73.7414966] ; [123.7414966 197.2585034],0
b1,1,0.225645,1.468107,[50 72] ; [112 210],[44.51351351 77.48648649] ; [117.48648649 204.51351351],0
a8,1,0.264729,1.243858,[  8 108] ; [ 31 265],[ 10.98058252 105.01941748] ; [ 28.01941748 267.98058252],0
p11,1,0.317157,1.000634,[88 34] ; [247  75],[92.04954955 29.95045045] ; [242.95045045  79.04954955],0
s4,1,0.350597,0.871294,[ 13 109] ; [ 44 270],[ 15.94954128 106.05045872] ; [ 41.05045872 272.94954128],0
s1,1,0.364199,0.823364,[  4 115] ; [  6 310],[  2.73563218 116.26436782] ; [  7.26436782 308.73563218],0
s3,1,0.381856,0.764717,[42 77] ; [126 190],[45.95862069 73.04137931] ; [122.04137931 193.95862069],0
p12,1,0.394502,0.725019,[  4 115] ; [ 17 303],[  5.69248292 113.30751708] ; [ 15.30751708 304.69248292],0
b3,1,0.403508,0.697846,[26 42] ; [ 54 112],[23.24786325 44.75213675] ; [ 56.75213675 109.24786325],0
b2,1,0.403508,0.697846,[26 42] ; [ 54 112],[23.24786325 44.75213675] ; [ 56.75213675 109.24786325],0
p1,1,0.447133,0.577908,[  7 115] ; [ 25 294],[  8.85260771 113.14739229] ; [ 23.14739229 295.85260771],0
v1,1,0.451706,0.566368,[54 66] ; [153 159],[57.5 62.5] ; [149.5 162.5],0
n2,1,0.45426,0.56,[29 10] ; [50 24],[27.26548673 11.73451327] ; [51.73451327 22.26548673],0
p7,1,0.509914,0.434244,[61 57] ; [174 141],[64.04157044 53.95842956] ; [170.95842956 144.04157044],0
b4,1,0.678645,0.171655,[75 47] ; [191 131],[73.09009009 48.90990991] ; [192.90990991 129.09009009],0
s8,1,0.701253,0.147171,[ 21 100] ; [ 61 261],[22.3972912 98.6027088] ; [ 59.6027088 262.3972912],0
p6,1,0.724744,0.123993,[28 87] ; [ 83 236],[29.4124424 85.5875576] ; [ 81.5875576 237.4124424],0
n3,1,0.725002,0.12375,[26 12] ; [53 21],[26.80357143 11.19642857] ; [52.19642857 21.80357143],0
d2,1,0.726852,0.122022,[49 71] ; [137 184],[50.6122449 69.3877551] ; [135.3877551 185.6122449],0
n1,1,0.898771,0.016183,[12 27] ; [23 49],[12.2972973 26.7027027] ; [22.7027027 49.2972973],0
u4,1,0.911219,0.012433,[  1 121] ; [  3 319],[  1.0990991 120.9009009] ; [  2.9009009 319.0990991],0
