Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.000335,12.865412,[15 52] ; [15  9],[22.08791209 44.91208791] ; [ 7.91208791 16.08791209],1
s6,1,0.001097,10.656496,[20 49] ; [16  8],[26.70967742 42.29032258] ; [ 9.29032258 14.70967742],0
s2,1,0.002044,9.509349,[10 57] ; [11 13],[15.46153846 51.53846154] ; [ 5.53846154 18.46153846],0
v1,1,0.003019,8.795754,[13 56] ; [12 12],[18.5483871 50.4516129] ; [ 6.4516129 17.5483871],0
u1,1,0.024792,5.038353,[ 7 62] ; [ 7 17],[10.38709677 58.61290323] ; [ 3.61290323 20.38709677],0
s8,1,0.026744,4.907255,[ 9 60] ; [ 8 16],[12.61290323 56.38709677] ; [ 4.38709677 19.61290323],0
s5,1,0.029185,4.756694,[ 9 59] ; [ 8 16],[12.56521739 55.43478261] ; [ 4.43478261 19.56521739],0
n6,1,0.036856,4.357035,[38 31] ; [19  5],[42.29032258 26.70967742] ; [14.70967742  9.29032258],0
p6,1,0.079219,3.080844,[ 2 65] ; [ 3 21],[ 3.68131868 63.31868132] ; [ 1.31868132 22.68131868],0
d2,1,0.086192,2.9441,[31 36] ; [16  8],[34.6043956 32.3956044] ; [12.3956044 11.6043956],0
a2,1,0.101559,2.680881,[12 57] ; [ 8 16],[14.83870968 54.16129032] ; [ 5.16129032 18.83870968],0
p8,1,0.112739,2.515407,[ 6 63] ; [ 5 19],[ 8.16129032 60.83870968] ; [ 2.83870968 21.16129032],0
n1,1,0.125246,2.350465,[ 9 23] ; [5 4],[10.92682927 21.07317073] ; [3.07317073 5.92682927],0
b4,1,0.171386,1.870782,[48 21] ; [13 11],[45.25806452 23.74193548] ; [15.74193548  8.25806452],0
r3,1,0.178333,1.81146,[47 21] ; [20  4],[49.52173913 18.47826087] ; [17.47826087  6.52173913],0
p10,1,0.179805,1.799236,[ 9 59] ; [ 6 18],[11.08695652 56.91304348] ; [ 3.91304348 20.08695652],0
b5,1,0.215325,1.535258,[33 36] ; [15  9],[35.61290323 33.38709677] ; [12.38709677 11.61290323],0
r4,1,0.217256,1.522403,[39 30] ; [17  7],[41.5483871 27.4516129] ; [14.4516129  9.5483871],0
r1,1,0.2502,1.322184,[46 23] ; [19  5],[48.22580645 20.77419355] ; [16.77419355  7.22580645],0
n4,1,0.259998,1.268766,[43 26] ; [18  6],[45.25806452 23.74193548] ; [15.74193548  8.25806452],0
u2,1,0.269685,1.218348,[10 19] ; [4 3],[11.27777778 17.72222222] ; [2.72222222 4.27777778],0
a3,1,0.297466,1.085518,[40 28] ; [17  7],[42.13043478 25.86956522] ; [14.86956522  9.13043478],0
d1,1,0.312911,1.018351,[32 37] ; [14 10],[34.12903226 34.87096774] ; [11.87096774 12.12903226],0
a4,1,0.31425,1.012728,[26 42] ; [12 12],[28.08695652 39.91304348] ; [ 9.91304348 14.08695652],0
a5,1,0.321452,0.98303,[38 31] ; [16  8],[40.06451613 28.93548387] ; [13.93548387 10.06451613],0
a7,1,0.360557,0.835953,[44 24] ; [13 11],[42.13043478 25.86956522] ; [14.86956522  9.13043478],0
a1,1,0.368286,0.809439,[ 7 62] ; [ 1 23],[ 5.93548387 63.06451613] ; [ 2.06451613 21.93548387],0
b1,1,0.375179,0.78644,[33 36] ; [14 10],[34.87096774 34.12903226] ; [12.12903226 11.87096774],0
r2,1,0.380099,0.770381,[54 14] ; [21  3],[55.43478261 12.56521739] ; [19.56521739  4.43478261],0
d3,1,0.381256,0.766647,[36 33] ; [15  9],[37.83870968 31.16129032] ; [13.16129032 10.83870968],0
s4,1,0.415228,0.663781,[10 59] ; [ 5 18],[11.25 57.75] ; [ 3.75 19.25],0
p5,1,0.42925,0.624851,[ 1 68] ; [ 1 23],[ 1.48387097 67.51612903] ; [ 0.51612903 23.48387097],0
v3,1,0.477968,0.503497,[17 49] ; [ 8 16],[18.33333333 47.66666667] ; [ 6.66666667 17.33333333],0
v4,1,0.498695,0.457711,[49 20] ; [18  5],[50.25 18.75] ; [16.75  6.25],0
u3,1,0.558017,0.34315,[13 16] ; [4 3],[13.69444444 15.30555556] ; [3.30555556 3.69444444],0
p4,1,0.586383,0.296028,[21 47] ; [ 6 18],[19.95652174 48.04347826] ; [ 7.04347826 16.95652174],0
b3,1,0.622544,0.242308,[18 27] ; [ 6 12],[17.14285714 27.85714286] ; [ 6.85714286 11.14285714],0
b2,1,0.622544,0.242308,[18 27] ; [ 6 12],[17.14285714 27.85714286] ; [ 6.85714286 11.14285714],0
p11,1,0.653241,0.201838,[28 41] ; [11 13],[28.93548387 40.06451613] ; [10.06451613 13.93548387],0
s1,1,0.675882,0.174799,[ 4 64] ; [ 2 22],[ 4.43478261 63.56521739] ; [ 1.56521739 22.43478261],0
