Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.002981,8.819111,[ 4 25] ; [8 6],[ 8.09302326 20.90697674] ; [ 3.90697674 10.09302326],0
s8,1,0.018882,5.512404,[ 6 25] ; [8 7],[ 9.43478261 21.56521739] ; [ 4.56521739 10.43478261],0
d5,1,0.064412,3.419969,[16 15] ; [12  3],[18.86956522 12.13043478] ; [9.13043478 5.86956522],0
u3,1,0.104355,2.637698,[ 4 14] ; [3 2],[ 5.47826087 12.52173913] ; [1.52173913 3.47826087],0
a3,1,0.115808,2.473118,[13 18] ; [10  5],[15.5 15.5] ; [7.5 7.5],0
p2,1,0.117797,2.446369,[20 11] ; [13  2],[22.23913043  8.76086957] ; [10.76086957  4.23913043],0
p10,1,0.128466,2.310949,[17 14] ; [11  3],[19.28888889 11.71111111] ; [8.71111111 5.28888889],0
v3,1,0.134957,2.234535,[ 6 25] ; [6 9],[ 8.08695652 22.91304348] ; [ 3.91304348 11.08695652],0
p5,1,0.184792,1.758662,[ 5 26] ; [ 5 10],[ 6.73913043 24.26086957] ; [ 3.26086957 11.73913043],0
u1,1,0.193076,1.69399,[ 1 30] ; [ 2 13],[ 2.02173913 28.97826087] ; [ 0.97826087 14.02173913],0
p7,1,0.249082,1.328445,[11 20] ; [8 7],[12.80434783 18.19565217] ; [6.19565217 8.80434783],0
a7,1,0.250234,1.321994,[13 18] ; [9 6],[14.82608696 16.17391304] ; [7.17391304 7.82608696],0
s4,1,0.26139,1.261381,[ 6 25] ; [ 1 14],[ 4.7173913 26.2826087] ; [ 2.2826087 12.7173913],0
n3,1,0.263085,1.252449,[7 3] ; [3 4],[5.88235294 4.11764706] ; [4.11764706 2.88235294],0
p6,1,0.270105,1.216216,[ 4 26] ; [ 4 11],[ 5.33333333 24.66666667] ; [ 2.66666667 12.33333333],0
a4,1,0.297448,1.085603,[ 6 25] ; [ 5 10],[ 7.41304348 23.58695652] ; [ 3.58695652 11.41304348],0
b4,1,0.314539,1.01152,[18 13] ; [11  4],[19.54347826 11.45652174] ; [9.45652174 5.54347826],0
a6,1,0.34539,0.890323,[17 14] ; [6 9],[15.5 15.5] ; [7.5 7.5],0
a5,1,0.34539,0.890323,[14 17] ; [9 6],[15.5 15.5] ; [7.5 7.5],0
s2,1,0.345753,0.888982,[11 20] ; [ 3 11],[ 9.64444444 21.35555556] ; [4.35555556 9.64444444],0
