Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.000113,14.90835,[ 9 28] ; [13  3],[15.35849057 21.64150943] ; [6.64150943 9.35849057],1
s6,1,0.000292,13.119279,[15 24] ; [14  1],[20.94444444 18.05555556] ; [8.05555556 6.94444444],1
s2,1,0.001226,10.45079,[13 26] ; [13  3],[18.43636364 20.56363636] ; [7.56363636 8.43636364],0
r3,1,0.006153,7.504934,[21 17] ; [15  1],[25.33333333 12.66666667] ; [10.66666667  5.33333333],0
p11,1,0.00869,6.88538,[23 17] ; [15  1],[27.14285714 12.85714286] ; [10.85714286  5.14285714],0
s3,1,0.009875,6.657249,[15 22] ; [12  3],[19.21153846 17.78846154] ; [7.78846154 7.21153846],0
p10,1,0.014894,5.928972,[23 16] ; [14  1],[26.72222222 12.27777778] ; [10.27777778  4.72222222],0
n5,1,0.025286,5.004163,[21 18] ; [13  2],[24.55555556 14.44444444] ; [9.44444444 5.55555556],0
v2,1,0.031775,4.610581,[14 24] ; [11  5],[17.59259259 20.40740741] ; [7.40740741 8.59259259],0
b2,1,0.07515,3.166784,[ 2 19] ; [ 5 10],[ 4.08333333 16.91666667] ; [ 2.91666667 12.08333333],0
b3,1,0.07515,3.166784,[ 2 19] ; [ 5 10],[ 4.08333333 16.91666667] ; [ 2.91666667 12.08333333],0
n4,1,0.087669,2.916667,[20 20] ; [12  4],[22.85714286 17.14285714] ; [9.14285714 6.85714286],0
s5,1,0.118642,2.435157,[ 6 32] ; [5 9],[ 8.03846154 29.96153846] ; [ 2.96153846 11.03846154],0
v1,1,0.125443,2.348009,[14 24] ; [9 6],[16.49056604 21.50943396] ; [6.50943396 8.49056604],0
d3,1,0.127388,2.324047,[21 18] ; [ 5 11],[18.43636364 20.56363636] ; [7.56363636 8.43636364],0
p4,1,0.145825,2.115385,[21 18] ; [12  4],[23.4 15.6] ; [9.6 6.4],0
n6,1,0.150262,2.069588,[17 21] ; [10  5],[19.35849057 18.64150943] ; [7.64150943 7.35849057],0
p9,1,0.174704,1.842105,[25 15] ; [13  3],[27.14285714 12.85714286] ; [10.85714286  5.14285714],0
v3,1,0.181554,1.784856,[ 6 33] ; [ 5 11],[ 7.8 31.2] ; [ 3.2 12.8],0
p3,1,0.226985,1.459658,[15 24] ; [9 7],[17.01818182 21.98181818] ; [6.98181818 9.01818182],0
p8,1,0.309547,1.032606,[18 20] ; [10  6],[19.7037037 18.2962963] ; [8.2962963 7.7037037],0
a5,1,0.310186,1.029885,[19 21] ; [10  6],[20.71428571 19.28571429] ; [8.28571429 7.71428571],0
a8,1,0.316385,1.003831,[ 2 36] ; [ 2 13],[ 2.86792453 35.13207547] ; [ 1.13207547 13.86792453],0
d5,1,0.344732,0.892754,[22 18] ; [11  5],[23.57142857 16.42857143] ; [9.42857143 6.57142857],0
p2,1,0.351439,0.868254,[29  9] ; [14  2],[30.25925926  7.74074074] ; [12.74074074  3.25925926],0
n1,1,0.366444,0.815686,[ 6 14] ; [3 3],[ 6.92307692 13.07692308] ; [2.07692308 3.92307692],0
b1,1,0.390362,0.737813,[25 15] ; [8 8],[23.57142857 16.42857143] ; [9.42857143 6.57142857],0
a3,1,0.396203,0.719818,[22 17] ; [11  5],[23.4 15.6] ; [9.6 6.4],0
p6,1,0.399381,0.710189,[13 25] ; [7 8],[14.33962264 23.66037736] ; [5.66037736 9.33962264],0
a7,1,0.446583,0.57931,[22 18] ; [7 9],[20.71428571 19.28571429] ; [8.28571429 7.71428571],0
d1,1,0.494525,0.466667,[ 9 31] ; [ 5 11],[10. 30.] ; [ 4. 12.],0
b4,1,0.494525,0.466667,[16 24] ; [8 8],[17.14285714 22.85714286] ; [6.85714286 9.14285714],0
b5,1,0.541193,0.373333,[26 14] ; [9 7],[25. 15.] ; [10.  6.],0
s1,1,0.553337,0.351373,[ 3 37] ; [ 2 14],[ 3.57142857 36.42857143] ; [ 1.42857143 14.57142857],0
a6,1,0.610032,0.260129,[23 17] ; [8 8],[22.14285714 17.85714286] ; [8.85714286 7.14285714],0
d4,1,0.659243,0.194444,[25 15] ; [11  5],[25.71428571 14.28571429] ; [10.28571429  5.71428571],0
n3,1,0.663674,0.189091,[12  8] ; [3 3],[11.53846154  8.46153846] ; [3.46153846 2.53846154],0
r1,1,0.664086,0.188599,[10 29] ; [ 3 12],[ 9.38888889 29.61111111] ; [ 3.61111111 11.38888889],0
v4,1,0.681041,0.168957,[26 11] ; [9 5],[25.39215686 11.60784314] ; [9.60784314 4.39215686],0
a4,1,0.778999,0.07875,[11 29] ; [ 5 11],[11.42857143 28.57142857] ; [ 4.57142857 11.42857143],0
u3,1,0.781867,0.076667,[ 6 12] ; [2 3],[ 6.26086957 11.73913043] ; [1.73913043 3.26086957],0
r2,1,0.855688,0.033075,[21 16] ; [7 6],[20.72 16.28] ; [7.28 5.72],0
p12,1,0.867851,0.027685,[ 2 37] ; [ 1 15],[ 2.12727273 36.87272727] ; [ 0.87272727 15.12727273],0
u1,1,0.869666,0.026923,[ 3 37] ; [ 1 15],[ 2.85714286 37.14285714] ; [ 1.14285714 14.85714286],0
a2,1,0.869666,0.026923,[ 3 37] ; [ 1 15],[ 2.85714286 37.14285714] ; [ 1.14285714 14.85714286],0
u2,1,0.919964,0.010096,[10  6] ; [3 2],[9.9047619 6.0952381] ; [3.0952381 1.9047619],0
d2,1,0.927904,0.008187,[13 27] ; [ 5 11],[12.85714286 27.14285714] ; [ 5.14285714 10.85714286],0
s4,1,0.960467,0.002457,[10 29] ; [ 4 12],[ 9.92727273 29.07272727] ; [ 4.07272727 11.92727273],0
p5,1,0.974159,0.001049,[ 5 34] ; [ 2 14],[ 4.96363636 34.03636364] ; [ 2.03636364 13.96363636],0
