Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,43.559197,[23 36] ; [242  59],[43.43055556 15.56944444] ; [221.56944444  79.43055556],1
s2,1,0.0,41.139588,[23 36] ; [241  62],[43.02762431 15.97237569] ; [220.97237569  82.02762431],1
s5,1,3e-06,21.934852,[11 47] ; [154 139],[27.26495726 30.73504274] ; [137.73504274 155.26495726],1
s8,1,6e-06,20.367056,[28 31] ; [230  71],[42.28333333 16.71666667] ; [215.71666667  85.28333333],1
p9,1,1e-05,19.593928,[48 11] ; [293  11],[55.42424242  3.57575758] ; [285.57575758  18.42424242],1
r4,1,5.1e-05,16.423924,[46 13] ; [286  18],[53.96143251  5.03856749] ; [278.03856749  25.96143251],1
r3,1,0.006068,7.530031,[53  6] ; [295   8],[56.71823204  2.28176796] ; [291.28176796  11.71823204],0
n6,1,0.03035,4.689381,[47 11] ; [273  28],[51.69916435  6.30083565] ; [268.30083565  32.69916435],0
r1,1,0.036788,4.36019,[45 14] ; [264  40],[50.2231405  8.7768595] ; [258.7768595  45.2231405],0
d1,1,0.046916,3.948387,[31 28] ; [201 103],[37.70798898 21.29201102] ; [194.29201102 109.70798898],0
r2,1,0.047068,3.942953,[54  5] ; [291   9],[56.69916435  2.30083565] ; [288.30083565  11.69916435],0
a2,1,0.057004,3.622485,[11 48] ; [ 94 210],[17.0661157 41.9338843] ; [ 87.9338843 216.0661157],0
a5,1,0.058761,3.572022,[42 17] ; [249  55],[47.29752066 11.70247934] ; [243.70247934  60.29752066],0
v1,1,0.059152,3.560992,[27 30] ; [180 116],[33.42492918 23.57507082] ; [173.57507082 122.42492918],0
v4,1,0.063502,3.443485,[54  4] ; [295   7],[56.22777778  1.77222222] ; [292.77222222   9.22777778],0
b5,1,0.104776,2.631298,[28 31] ; [179 125],[33.6446281 25.3553719] ; [173.3553719 130.6446281],0
p12,1,0.105147,2.625683,[ 3 55] ; [ 38 265],[ 6.58725762 51.41274238] ; [ 34.41274238 268.58725762],0
s4,1,0.122691,2.382624,[ 8 51] ; [ 68 234],[12.42105263 46.57894737] ; [ 63.57894737 238.42105263],0
d5,1,0.125781,2.343814,[45 14] ; [255  47],[49.03047091  9.96952909] ; [250.96952909  51.03047091],0
d2,1,0.240531,1.377481,[28 31] ; [169 134],[32.10773481 26.89226519] ; [164.89226519 138.10773481],0
d3,1,0.261552,1.260522,[39 20] ; [222  81],[42.53867403 16.46132597] ; [218.46132597  84.53867403],0
b3,1,0.264539,1.244849,[22 21] ; [ 88 122],[18.69565217 24.30434783] ; [ 91.30434783 118.69565217],0
b2,1,0.264539,1.244849,[22 21] ; [ 88 122],[18.69565217 24.30434783] ; [ 91.30434783 118.69565217],0
u2,1,0.271028,1.211538,[7 6] ; [35 15],[8.66666667 4.33333333] ; [33.33333333 16.66666667],0
p5,1,0.297379,1.08591,[ 7 50] ; [ 54 247],[ 9.7122905 47.2877095] ; [ 51.2877095 249.7122905],0
p4,1,0.30232,1.063931,[37 22] ; [210  92],[40.36842105 18.63157895] ; [206.63157895  95.36842105],0
a8,1,0.339876,0.910899,[10 41] ; [ 40 238],[ 7.75075988 43.24924012] ; [ 42.24924012 235.75075988],0
p8,1,0.343727,0.896482,[31 28] ; [177 122],[34.27932961 24.72067039] ; [173.72067039 125.27932961],0
n5,1,0.343777,0.896294,[46 13] ; [251  51],[48.5401662 10.4598338] ; [248.4598338  53.5401662],0
n4,1,0.389259,0.741255,[47 12] ; [256  48],[49.24793388  9.75206612] ; [253.75206612  50.24793388],0
v2,1,0.431655,0.618368,[32 25] ; [182 113],[34.65340909 22.34659091] ; [179.34659091 115.65340909],0
a3,1,0.438484,0.600246,[46 12] ; [253  50],[48.03878116  9.96121884] ; [250.96121884  52.03878116],0
a6,1,0.439814,0.596768,[37 22] ; [205  97],[39.55124654 19.44875346] ; [202.44875346  99.55124654],0
a4,1,0.444587,0.584414,[26 33] ; [150 153],[28.68508287 30.31491713] ; [147.31491713 155.68508287],0
n2,1,0.463532,0.537352,[10  4] ; [49 12],[11.01333333  2.98666667] ; [47.98666667 13.01333333],0
b4,1,0.47337,0.514098,[30 29] ; [170 134],[32.50688705 26.49311295] ; [167.49311295 136.50688705],0
u1,1,0.475635,0.508856,[12 47] ; [ 75 229],[14.14049587 44.85950413] ; [ 72.85950413 231.14049587],0
p1,1,0.52869,0.396909,[ 5 54] ; [ 34 268],[ 6.37396122 52.62603878] ; [ 32.62603878 269.37396122],0
p7,1,0.584935,0.298324,[41 17] ; [218  76],[42.67613636 15.32386364] ; [216.32386364  77.67613636],0
a7,1,0.615677,0.25199,[40 19] ; [216  88],[41.60881543 17.39118457] ; [214.39118457  89.60881543],0
p2,1,0.621463,0.243816,[50  9] ; [264  39],[51.17679558  7.82320442] ; [262.82320442  40.17679558],0
p6,1,0.645851,0.211171,[26 33] ; [142 158],[27.61002786 31.38997214] ; [140.38997214 159.61002786],0
s1,1,0.66728,0.1848,[ 2 57] ; [ 14 287],[ 2.62222222 56.37777778] ; [ 13.37777778 287.62222222],0
n1,1,0.679637,0.170535,[7 6] ; [29 32],[6.32432432 6.67567568] ; [29.67567568 31.32432432],0
p3,1,0.686779,0.162595,[33 25] ; [181 122],[34.38227147 23.61772853] ; [179.61772853 123.38227147],0
v3,1,0.715094,0.133242,[25 31] ; [140 156],[26.25 29.75] ; [138.75 157.25],0
d4,1,0.738927,0.111072,[49 10] ; [256  46],[49.84764543  9.15235457] ; [255.15235457  46.84764543],0
b1,1,0.752913,0.0991,[22 37] ; [120 184],[23.07988981 35.92011019] ; [118.92011019 185.07988981],0
a1,1,0.801194,0.063404,[ 3 56] ; [ 18 286],[ 3.41322314 55.58677686] ; [ 17.58677686 286.41322314],0
u3,1,0.812236,0.056426,[9 4] ; [37 14],[9.34375 3.65625] ; [36.65625 14.34375],0
