Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,31.58503,[ 2 22] ; [91 40],[14.4  9.6] ; [78.6 52.4],1
p11,1,3.5e-05,17.114323,[ 9 15] ; [103  28],[17.34193548  6.65806452] ; [94.65806452 36.34193548],1
p10,1,6.4e-05,15.993806,[ 9 15] ; [98 28],[17.12  6.88] ; [89.88 36.12],1
p9,1,0.000217,13.678826,[11 12] ; [106  22],[17.82119205  5.17880795] ; [99.17880795 28.82119205],1
n6,1,0.000258,13.349814,[11 12] ; [108  23],[17.77272727  5.22727273] ; [101.22727273  29.77272727],1
n2,1,0.000452,12.305775,[3 8] ; [35  8],[7.74074074 3.25925926] ; [30.25925926 12.74074074],1
p2,1,0.000542,11.965629,[10 14] ; [98 30],[17.05263158  6.94736842] ; [90.94736842 37.05263158],1
v4,1,0.002105,9.455435,[15  9] ; [114  16],[20.1038961  3.8961039] ; [108.8961039  21.1038961],0
s6,1,0.003057,8.772891,[ 6 18] ; [73 53],[12.64 11.36] ; [66.36 59.64],0
n3,1,0.006016,7.545629,[3 8] ; [31 12],[6.92592593 4.07407407] ; [27.07407407 15.92592593],0
r2,1,0.008247,6.97914,[14  8] ; [109  17],[18.28378378  3.71621622] ; [104.71621622  21.28378378],0
p3,1,0.009276,6.768891,[ 5 19] ; [64 65],[10.82352941 13.17647059] ; [58.17647059 70.82352941],0
b1,1,0.011685,6.35806,[16  8] ; [51 80],[10.37419355 13.62580645] ; [56.62580645 74.37419355],0
s3,1,0.012151,6.288652,[ 5 18] ; [65 65],[10.52287582 12.47712418] ; [59.47712418 70.52287582],0
s2,1,0.022676,5.193171,[ 5 19] ; [60 71],[10.06451613 13.93548387] ; [54.93548387 76.06451613],0
v2,1,0.047674,3.921457,[ 7 17] ; [65 62],[11.44370861 12.55629139] ; [60.55629139 66.44370861],0
s8,1,0.099301,2.716736,[ 4 20] ; [44 87],[ 7.43225806 16.56774194] ; [40.56774194 90.43225806],0
a1,1,0.111454,2.533488,[ 4 20] ; [  9 122],[ 2.01290323 21.98709677] ; [ 10.98709677 120.01290323],0
u2,1,0.11398,2.498156,[7 2] ; [20 21],[4.86 4.14] ; [22.14 18.86],0
a4,1,0.114383,2.49259,[13 10] ; [51 80],[ 9.55844156 13.44155844] ; [54.44155844 76.55844156],0
n1,1,0.119477,2.424169,[2 9] ; [18 23],[4.23076923 6.76923077] ; [15.76923077 25.23076923],0
p8,1,0.140788,2.16932,[ 6 18] ; [52 75],[ 9.21854305 14.78145695] ; [48.78145695 78.21854305],0
b3,1,0.145676,2.116957,[9 7] ; [29 50],[6.4 9.6] ; [31.6 47.4],0
b2,1,0.145676,2.116957,[9 7] ; [29 50],[6.4 9.6] ; [31.6 47.4],0
d4,1,0.153044,2.041643,[17  7] ; [109  22],[19.50967742  4.49032258] ; [106.49032258  24.50967742],0
p7,1,0.181996,1.78125,[ 9 15] ; [67 61],[12. 12.] ; [64. 64.],0
v3,1,0.200701,1.637269,[ 5 19] ; [43 83],[ 7.68 16.32] ; [40.32 85.68],0
b4,1,0.216757,1.525713,[12 12] ; [83 48],[14.70967742  9.29032258] ; [80.29032258 50.70967742],0
a7,1,0.218819,1.5121,[13 11] ; [88 43],[15.63870968  8.36129032] ; [85.36129032 45.63870968],0
s1,1,0.221442,1.494999,[ 2 22] ; [  4 126],[ 0.93506494 23.06493506] ; [  5.06493506 124.93506494],0
s7,1,0.246015,1.345792,[ 6 16] ; [50 74],[ 8.43835616 13.56164384] ; [47.56164384 76.43835616],0
s5,1,0.253851,1.301983,[ 4 19] ; [35 86],[ 6.22916667 16.77083333] ; [32.77083333 88.22916667],0
v1,1,0.280732,1.163542,[ 8 16] ; [57 69],[10.4 13.6] ; [54.6 71.4],0
n5,1,0.322964,0.976906,[18  6] ; [84 46],[15.8961039  8.1038961] ; [86.1038961 43.8961039],0
a5,1,0.334652,0.930814,[18  6] ; [85 46],[15.9483871  8.0516129] ; [87.0516129 43.9483871],0
a8,1,0.357192,0.847743,[ 1 22] ; [ 13 111],[ 2.19047619 20.80952381] ; [ 11.80952381 112.19047619],0
d2,1,0.358815,0.842036,[13 10] ; [60 70],[10.97385621 12.02614379] ; [62.02614379 67.97385621],0
b5,1,0.393864,0.726979,[13 11] ; [83 48],[14.86451613  9.13548387] ; [81.13548387 49.86451613],0
d3,1,0.415758,0.662275,[14 10] ; [87 43],[15.74025974  8.25974026] ; [85.25974026 44.74025974],0
d1,1,0.423949,0.639342,[12 12] ; [77 54],[13.78064516 10.21935484] ; [75.21935484 55.78064516],0
p4,1,0.4326,0.615832,[10 14] ; [65 64],[11.76470588 12.23529412] ; [63.23529412 65.76470588],0
s4,1,0.505341,0.443702,[ 6 18] ; [ 25 106],[ 4.8 19.2] ; [ 26.2 104.8],0
a3,1,0.550135,0.357075,[15  9] ; [90 41],[16.25806452  7.74193548] ; [88.74193548 42.25806452],0
p6,1,0.551125,0.355306,[ 7 17] ; [44 80],[ 8.27027027 15.72972973] ; [42.72972973 81.27027027],0
u3,1,0.566444,0.32867,[5 4] ; [18 22],[4.2244898 4.7755102] ; [18.7755102 21.2244898],0
a2,1,0.7057,0.14261,[ 4 20] ; [ 18 113],[ 3.40645161 20.59354839] ; [ 18.59354839 112.40645161],0
n4,1,0.724534,0.12419,[17  7] ; [88 43],[16.25806452  7.74193548] ; [88.74193548 42.25806452],0
