Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,7e-06,20.075903,[62 41] ; [39 88],[45.23043478 57.76956522] ; [55.76956522 71.23043478],1
p2,1,0.000745,11.373857,[84 22] ; [80 56],[71.83471074 34.16528926] ; [92.16528926 43.83471074],1
r4,1,0.001022,10.788018,[94 12] ; [97 39],[83.66115702 22.33884298] ; [107.33884298  28.66115702],0
p9,1,0.001675,9.875868,[90 14] ; [92 41],[79.8649789 24.1350211] ; [102.1350211  30.8649789],0
p4,1,0.00182,9.72229,[59 47] ; [48 87],[47.06224066 58.93775934] ; [59.93775934 75.06224066],0
r3,1,0.003175,8.703933,[97  8] ; [106  29],[88.8125 16.1875] ; [114.1875  20.8125],0
s2,1,0.00415,8.216793,[54 48] ; [46 88],[43.22033898 58.77966102] ; [56.77966102 77.22033898],0
s6,1,0.006155,7.504359,[70 34] ; [67 68],[59.61506276 44.38493724] ; [77.38493724 57.61506276],0
v4,1,0.01076,6.50448,[99  7] ; [112  24],[92.4214876 13.5785124] ; [118.5785124  17.4214876],0
v3,1,0.013228,6.13842,[43 59] ; [35 96],[34.14592275 67.85407725] ; [43.85407725 87.14592275],0
a5,1,0.021183,5.311636,[83 23] ; [88 48],[74.90082645 31.09917355] ; [96.09917355 39.90082645],0
p3,1,0.022509,5.206008,[43 63] ; [36 99],[34.74688797 71.25311203] ; [44.25311203 90.74688797],0
p10,1,0.022926,5.174138,[83 22] ; [88 46],[75.12552301 29.87447699] ; [95.87447699 38.12552301],0
r1,1,0.032672,4.562878,[82 24] ; [88 48],[74.46280992 31.53719008] ; [95.53719008 40.46280992],0
r2,1,0.033481,4.521022,[100   6] ; [116  19],[95.00414938 10.99585062] ; [120.99585062  14.00414938],0
n2,1,0.036923,4.35394,[23  3] ; [38 19],[19.10843373  6.89156627] ; [41.89156627 15.10843373],0
a3,1,0.062301,3.475041,[78 27] ; [85 50],[71.3125 33.6875] ; [91.6875 43.3125],0
a1,1,0.082159,3.021664,[  3 103] ; [ 11 125],[ 6.1322314 99.8677686] ; [  7.8677686 128.1322314],0
a7,1,0.088206,2.906811,[77 29] ; [84 51],[70.81327801 35.18672199] ; [90.18672199 44.81327801],0
b5,1,0.092791,2.82528,[72 34] ; [78 58],[65.70247934 40.29752066] ; [84.29752066 51.70247934],0
p11,1,0.10115,2.68732,[79 27] ; [88 48],[73.14876033 32.85123967] ; [93.85123967 42.14876033],0
u3,1,0.134987,2.234198,[17 11] ; [22 29],[13.82278481 14.17721519] ; [25.17721519 25.82278481],0
p8,1,0.138269,2.197116,[32 73] ; [ 30 106],[27.01244813 77.98755187] ; [ 34.98755187 101.01244813],0
p5,1,0.188255,1.731219,[10 95] ; [  7 129],[ 7.406639 97.593361] ; [  9.593361 126.406639],0
n3,1,0.251762,1.313502,[19  7] ; [33 22],[16.69135802  9.30864198] ; [35.30864198 19.69135802],0
u4,1,0.252989,1.306723,[  4 102] ; [  2 134],[  2.62809917 103.37190083] ; [  3.37190083 132.62809917],0
b1,1,0.283493,1.150267,[38 68] ; [58 78],[42.04958678 63.95041322] ; [53.95041322 82.04958678],0
a2,1,0.28625,1.137177,[28 78] ; [ 28 108],[24.52892562 81.47107438] ; [ 31.47107438 104.52892562],0
s1,1,0.325389,0.967161,[  4 101] ; [  9 125],[ 5.71129707 99.28870293] ; [  7.28870293 126.71129707],0
b4,1,0.337401,0.920281,[63 43] ; [89 47],[66.5785124 39.4214876] ; [85.4214876 50.5785124],0
s3,1,0.337769,0.918882,[52 49] ; [61 74],[48.36016949 52.63983051] ; [64.63983051 70.36016949],0
d3,1,0.359028,0.841289,[70 36] ; [82 54],[66.5785124 39.4214876] ; [85.4214876 50.5785124],0
p6,1,0.379234,0.773182,[19 85] ; [ 19 116],[16.53556485 87.46443515] ; [ 21.46443515 113.53556485],0
p12,1,0.406984,0.687594,[11 95] ; [ 10 126],[ 9.19834711 96.80165289] ; [ 11.80165289 124.19834711],0
s5,1,0.410444,0.677515,[26 74] ; [ 28 103],[23.37662338 76.62337662] ; [ 30.62337662 100.37662338],0
d2,1,0.410663,0.676879,[52 53] ; [73 60],[55.14705882 49.85294118] ; [69.85294118 63.14705882],0
s7,1,0.434168,0.611648,[42 58] ; [48 82],[39.13043478 60.86956522] ; [50.86956522 79.13043478],0
n6,1,0.457219,0.552693,[93 12] ; [116  20],[91.05809129 13.94190871] ; [117.94190871  18.05809129],0
a6,1,0.496036,0.463407,[73 33] ; [88 48],[70.52066116 35.47933884] ; [90.47933884 45.52066116],0
u2,1,0.557973,0.343226,[14 14] ; [22 29],[12.75949367 15.24050633] ; [23.24050633 27.75949367],0
p1,1,0.561299,0.33746,[10 96] ; [ 16 120],[11.38842975 94.61157025] ; [ 14.61157025 121.38842975],0
n4,1,0.624033,0.240239,[92 14] ; [115  21],[90.66942149 15.33057851] ; [116.33057851  19.66942149],0
d5,1,0.667179,0.18492,[79 27] ; [98 38],[77.52892562 28.47107438] ; [99.47107438 36.52892562],0
s4,1,0.671767,0.179542,[14 89] ; [ 21 114],[15.14705882 87.85294118] ; [ 19.85294118 115.14705882],0
a4,1,0.707859,0.140425,[48 57] ; [65 70],[49.4375 55.5625] ; [63.5625 71.4375],0
u1,1,0.719099,0.129358,[19 87] ; [ 22 114],[17.95867769 88.04132231] ; [ 23.04132231 112.95867769],0
s8,1,0.777179,0.080087,[37 67] ; [46 90],[35.96666667 68.03333333] ; [47.03333333 88.96666667],0
b3,1,0.793643,0.068426,[25 44] ; [28 45],[25.75352113 43.24647887] ; [27.24647887 45.75352113],0
b2,1,0.793643,0.068426,[25 44] ; [28 45],[25.75352113 43.24647887] ; [27.24647887 45.75352113],0
