Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.00012,14.79858,[91 27] ; [24 27],[80.29585799 37.70414201] ; [34.70414201 16.29585799],1
p10,1,0.000156,14.295938,[79 38] ; [18 32],[67.95808383 49.04191617] ; [29.04191617 20.95808383],1
p11,1,0.000745,11.37238,[88 30] ; [25 27],[78.43529412 39.56470588] ; [34.56470588 17.43529412],1
p9,1,0.001048,10.741314,[85 31] ; [24 27],[75.71257485 40.28742515] ; [33.28742515 17.71257485],0
b1,1,0.002391,9.221894,[43 75] ; [32 20],[52.05882353 65.94117647] ; [22.94117647 29.05882353],0
r4,1,0.005314,7.769318,[87 31] ; [27 25],[79.12941176 38.87058824] ; [34.87058824 17.12941176],0
v4,1,0.005386,7.745085,[102  16] ; [34 16],[95.52380952 22.47619048] ; [40.47619048  9.52380952],0
r3,1,0.007029,7.265523,[99 19] ; [34 18],[92.31764706 25.68235294] ; [40.68235294 11.31764706],0
p2,1,0.01359,6.090595,[86 31] ; [27 23],[79.16766467 37.83233533] ; [33.83233533 16.16766467],0
n4,1,0.020637,5.35721,[85 33] ; [28 24],[78.43529412 39.56470588] ; [34.56470588 17.43529412],0
d5,1,0.036137,4.390638,[79 39] ; [26 26],[72.88235294 45.11764706] ; [32.11764706 19.88235294],0
a5,1,0.040232,4.208062,[70 48] ; [22 30],[63.85882353 54.14117647] ; [28.14117647 23.85882353],0
s6,1,0.041116,4.171216,[52 62] ; [15 37],[46.01204819 67.98795181] ; [20.98795181 31.01204819],0
u2,1,0.049987,3.841893,[16 31] ; [14 10],[19.85915493 27.14084507] ; [10.14084507 13.85915493],0
s3,1,0.050358,3.829495,[38 77] ; [25 26],[43.64457831 71.35542169] ; [19.35542169 31.64457831],0
d1,1,0.069299,3.299554,[49 69] ; [14 38],[43.72941176 74.27058824] ; [19.27058824 32.72941176],0
p8,1,0.075121,3.167421,[44 73] ; [12 39],[39. 78.] ; [17. 34.],0
a8,1,0.079373,3.077686,[11 99] ; [ 1 48],[  8.30188679 101.69811321] ; [ 3.69811321 45.30188679],0
n1,1,0.080434,3.056115,[ 9 28] ; [11 13],[12.13114754 24.86885246] ; [ 7.86885246 16.13114754],0
s5,1,0.131059,2.279913,[35 78] ; [10 41],[31.00609756 81.99390244] ; [13.99390244 37.00609756],0
v3,1,0.138443,2.19518,[32 84] ; [ 8 40],[28.29268293 87.70731707] ; [11.70731707 36.29268293],0
d4,1,0.140259,2.175115,[81 37] ; [29 22],[76.80473373 41.19526627] ; [33.19526627 17.80473373],0
a4,1,0.158122,1.992093,[49 67] ; [16 36],[44.88095238 71.11904762] ; [20.11904762 31.88095238],0
u3,1,0.161422,1.960851,[14 34] ; [11 13],[16.66666667 31.33333333] ; [ 8.33333333 15.66666667],0
d3,1,0.164007,1.936886,[52 66] ; [17 35],[47.89411765 70.10588235] ; [21.10588235 30.89411765],0
a1,1,0.169688,1.885695,[  5 113] ; [ 5 47],[  6.94117647 111.05882353] ; [ 3.05882353 48.94117647],0
v2,1,0.19568,1.674324,[50 65] ; [16 33],[46.2804878 68.7195122] ; [19.7195122 29.2804878],0
s4,1,0.217644,1.519836,[ 18 100] ; [12 40],[20.82352941 97.17647059] ; [ 9.17647059 42.82352941],0
b4,1,0.326601,0.962328,[73 45] ; [28 24],[70.10588235 47.89411765] ; [30.89411765 21.10588235],0
u1,1,0.339091,0.913864,[  6 112] ; [ 1 51],[  4.85882353 113.14117647] ; [ 2.14117647 49.85882353],0
r2,1,0.341707,0.904018,[98 18] ; [40 11],[95.85628743 20.14371257] ; [42.14371257  8.85628743],0
p5,1,0.343799,0.896212,[ 12 105] ; [ 3 49],[ 10.38461538 106.61538462] ; [ 4.61538462 47.38461538],0
a6,1,0.376305,0.782738,[54 64] ; [20 32],[51.36470588 66.63529412] ; [22.63529412 29.36470588],0
p3,1,0.389947,0.739106,[40 77] ; [14 37],[37.60714286 79.39285714] ; [16.39285714 34.60714286],0
r1,1,0.441115,0.593381,[71 47] ; [28 24],[68.71764706 49.28235294] ; [30.28235294 21.71764706],0
a3,1,0.467048,0.528951,[70 47] ; [28 24],[67.84615385 49.15384615] ; [30.15384615 21.84615385],0
s1,1,0.469721,0.522631,[  4 112] ; [ 3 48],[  4.86227545 111.13772455] ; [ 2.13772455 48.86227545],0
b5,1,0.505541,0.443286,[61 57] ; [24 28],[59. 59.] ; [26. 26.],0
n2,1,0.534091,0.386602,[25 12] ; [18  6],[26.08196721 10.91803279] ; [16.91803279  7.08196721],0
p7,1,0.659721,0.193863,[60 56] ; [24 26],[58.69879518 57.30120482] ; [25.30120482 24.69879518],0
p1,1,0.662996,0.189904,[  9 109] ; [ 3 49],[  8.32941176 109.67058824] ; [ 3.67058824 48.32941176],0
p6,1,0.732335,0.116978,[25 91] ; [ 9 38],[24.19631902 91.80368098] ; [ 9.80368098 37.19631902],0
d2,1,0.74155,0.108769,[50 66] ; [21 31],[49.02380952 66.97619048] ; [21.97619048 30.02380952],0
p4,1,0.761103,0.092436,[47 69] ; [19 31],[46.12048193 69.87951807] ; [19.87951807 30.12048193],0
