Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.003307,8.630008,[5 4] ; [24  1],[7.67647059 1.32352941] ; [21.32352941  3.67647059],0
n3,1,0.009949,6.643951,[1 4] ; [8 1],[3.21428571 1.78571429] ; [5.78571429 3.21428571],0
n6,1,0.021085,5.319783,[4 5] ; [21  4],[6.61764706 2.38235294] ; [18.38235294  6.61764706],0
p4,1,0.064517,3.417279,[2 7] ; [14 10],[4.36363636 4.63636364] ; [11.63636364 12.36363636],0
p3,1,0.076656,3.134411,[1 8] ; [11 14],[3.17647059 5.82352941] ; [ 8.82352941 16.17647059],0
v3,1,0.076656,3.134411,[1 8] ; [11 14],[3.17647059 5.82352941] ; [ 8.82352941 16.17647059],0
a3,1,0.082708,3.010874,[4 5] ; [19  6],[6.08823529 2.91176471] ; [16.91176471  8.08823529],0
r1,1,0.084522,2.975726,[5 4] ; [21  4],[6.88235294 2.11764706] ; [19.11764706  5.88235294],0
s8,1,0.112162,2.523496,[1 8] ; [10 15],[2.91176471 6.08823529] ; [ 8.08823529 16.91176471],0
a7,1,0.126752,2.331838,[2 6] ; [14 11],[3.87878788 4.12121212] ; [12.12121212 12.87878788],0
p8,1,0.159969,1.974519,[1 8] ; [ 9 16],[2.64705882 6.35294118] ; [ 7.35294118 17.64705882],0
v1,1,0.177851,1.815492,[2 7] ; [12 13],[3.70588235 5.29411765] ; [10.29411765 14.70588235],0
d2,1,0.208082,1.584717,[7 1] ; [16  9],[5.57575758 2.42424242] ; [17.42424242  7.57575758],0
a5,1,0.212422,1.554839,[4 5] ; [17  8],[5.55882353 3.44117647] ; [15.44117647  9.55882353],0
b5,1,0.243537,1.36,[3 6] ; [14 11],[4.5 4.5] ; [12.5 12.5],0
p1,1,0.256144,1.289481,[2 7] ; [ 2 23],[1.05882353 7.94117647] ; [ 2.94117647 22.05882353],0
d5,1,0.27013,1.216085,[6 3] ; [21  4],[7.14705882 1.85294118] ; [19.85294118  5.14705882],0
s4,1,0.296934,1.087912,[3 6] ; [ 4 20],[1.90909091 7.09090909] ; [ 5.09090909 18.90909091],0
p10,1,0.301071,1.069444,[2 7] ; [10 14],[3.27272727 5.72727273] ; [ 8.72727273 15.27272727],0
b1,1,0.306702,1.044825,[4 5] ; [16  9],[5.29411765 3.70588235] ; [14.70588235 10.29411765],0
d3,1,0.306702,1.044825,[4 5] ; [16  9],[5.29411765 3.70588235] ; [14.70588235 10.29411765],0
a6,1,0.306702,1.044825,[4 5] ; [16  9],[5.29411765 3.70588235] ; [14.70588235 10.29411765],0
s6,1,0.365862,0.817672,[5 4] ; [18  7],[6.08823529 2.91176471] ; [16.91176471  8.08823529],0
p6,1,0.384742,0.755495,[1 8] ; [ 6 18],[1.90909091 7.09090909] ; [ 5.09090909 18.90909091],0
p7,1,0.391805,0.733333,[3 6] ; [12 12],[4.09090909 4.90909091] ; [10.90909091 13.09090909],0
n1,1,0.428537,0.626786,[3 3] ; [5 2],[3.69230769 2.30769231] ; [4.30769231 2.69230769],0
a1,1,0.436887,0.604444,[1 8] ; [ 1 24],[0.52941176 8.47058824] ; [ 1.47058824 23.52941176],0
b3,1,0.444651,0.584251,[1 8] ; [ 4 13],[1.73076923 7.26923077] ; [ 3.26923077 13.73076923],0
b2,1,0.444651,0.584251,[1 8] ; [ 4 13],[1.73076923 7.26923077] ; [ 3.26923077 13.73076923],0
p11,1,0.447332,0.577404,[6 3] ; [13 12],[5.02941176 3.97058824] ; [13.97058824 11.02941176],0
s2,1,0.447332,0.577404,[3 6] ; [12 13],[3.97058824 5.02941176] ; [11.02941176 13.97058824],0
n4,1,0.502927,0.448754,[5 4] ; [17  8],[5.82352941 3.17647059] ; [16.17647059  8.82352941],0
u2,1,0.527089,0.4,[3 2] ; [2 3],[2.5 2.5] ; [2.5 2.5],0
n5,1,0.577155,0.310857,[6 3] ; [14 11],[5.29411765 3.70588235] ; [14.70588235 10.29411765],0
a4,1,0.697476,0.151111,[4 5] ; [13 12],[4.5 4.5] ; [12.5 12.5],0
d4,1,0.763341,0.090659,[6 2] ; [20  5],[6.3030303 1.6969697] ; [19.6969697  5.3030303],0
v2,1,0.776105,0.080882,[4 5] ; [12 12],[4.36363636 4.63636364] ; [11.63636364 12.36363636],0
p2,1,0.816297,0.053968,[5 4] ; [15 10],[5.29411765 3.70588235] ; [14.70588235 10.29411765],0
u3,1,0.818971,0.052381,[2 3] ; [2 4],[1.81818182 3.18181818] ; [2.18181818 3.81818182],0
d1,1,0.854603,0.03358,[5 4] ; [13 12],[4.76470588 4.23529412] ; [13.23529412 11.76470588],0
b4,1,0.941553,0.005375,[6 3] ; [17  8],[6.08823529 2.91176471] ; [16.91176471  8.08823529],0
s7,1,0.943109,0.005093,[4 5] ; [11 13],[4.09090909 4.90909091] ; [10.90909091 13.09090909],0
s3,1,0.981629,0.00053,[5 4] ; [14 11],[5.02941176 3.97058824] ; [13.97058824 11.02941176],0
