Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.000184,13.98625,[66  8] ; [29 19],[57.62295082 16.37704918] ; [37.37704918 10.62295082],1
r3,1,0.003627,8.461726,[62 11] ; [31 19],[55.19512195 17.80487805] ; [37.80487805 12.19512195],0
p11,1,0.006379,7.440089,[39 35] ; [14 36],[31.62903226 42.37096774] ; [21.37096774 28.62903226],0
n5,1,0.008222,6.984408,[46 28] ; [19 31],[38.79032258 35.20967742] ; [26.20967742 23.79032258],0
r4,1,0.016647,5.733248,[54 20] ; [26 24],[47.74193548 26.25806452] ; [32.25806452 17.74193548],0
r2,1,0.025509,4.988967,[65  8] ; [36 13],[60.43442623 12.56557377] ; [40.56557377  8.43442623],0
s6,1,0.033431,4.523593,[26 47] ; [ 9 41],[20.77235772 52.22764228] ; [14.22764228 35.77235772],0
p4,1,0.034427,4.473375,[29 43] ; [11 39],[23.60655738 48.39344262] ; [16.39344262 33.60655738],0
p10,1,0.036355,4.380356,[20 52] ; [ 6 44],[15.3442623 56.6557377] ; [10.6557377 39.3442623],0
s7,1,0.036854,4.357165,[18 55] ; [ 4 40],[13.72649573 59.27350427] ; [ 8.27350427 35.72649573],0
v3,1,0.044451,4.039336,[23 51] ; [ 7 40],[18.34710744 55.65289256] ; [11.65289256 35.34710744],0
s8,1,0.049857,3.846263,[11 62] ; [ 2 48],[ 7.71544715 65.28455285] ; [ 5.28455285 44.71544715],0
n2,1,0.065282,3.397848,[17  8] ; [11 15],[13.7254902 11.2745098] ; [14.2745098 11.7254902],0
v2,1,0.070733,3.265934,[32 42] ; [13 35],[27.29508197 46.70491803] ; [17.70491803 30.29508197],0
u1,1,0.078793,3.089627,[10 64] ; [ 2 48],[ 7.16129032 66.83870968] ; [ 4.83870968 45.16129032],0
a4,1,0.082068,3.023456,[22 50] ; [23 27],[26.55737705 45.44262295] ; [18.44262295 31.55737705],0
n1,1,0.083265,3.0,[13 12] ; [ 7 18],[10. 15.] ; [10. 15.],0
b5,1,0.090557,2.864442,[44 30] ; [22 28],[39.38709677 34.61290323] ; [26.61290323 23.38709677],0
n4,1,0.126603,2.333667,[50 24] ; [27 23],[45.9516129 28.0483871] ; [31.0483871 18.9516129],0
a3,1,0.129819,2.294662,[35 39] ; [30 19],[39.10569106 34.89430894] ; [25.89430894 23.10569106],0
a7,1,0.141224,2.164571,[49 24] ; [27 23],[45.10569106 27.89430894] ; [30.89430894 19.10569106],0
s1,1,0.174446,1.844315,[ 2 71] ; [ 4 45],[ 3.59016393 69.40983607] ; [ 2.40983607 46.59016393],0
a1,1,0.186141,1.747903,[ 3 71] ; [ 5 45],[ 4.77419355 69.22580645] ; [ 3.22580645 46.77419355],0
p7,1,0.186262,1.746937,[32 41] ; [16 34],[28.48780488 44.51219512] ; [19.51219512 30.48780488],0
u2,1,0.212699,1.552961,[14 23] ; [11  9],[16.22807018 20.77192982] ; [ 8.77192982 11.22807018],0
n3,1,0.233038,1.422222,[17  7] ; [13 11],[15.  9.] ; [15.  9.],0
d2,1,0.233859,1.417235,[31 41] ; [27 23],[34.2295082 37.7704918] ; [23.7704918 26.2295082],0
p3,1,0.26801,1.226904,[20 54] ; [ 9 40],[17.44715447 56.55284553] ; [11.55284553 37.44715447],0
a8,1,0.309526,1.032697,[ 6 60] ; [ 2 46],[ 4.63157895 61.36842105] ; [ 3.36842105 44.63157895],0
r1,1,0.336911,0.922149,[52 22] ; [31 19],[49.53225806 24.46774194] ; [33.46774194 16.53225806],0
a5,1,0.342459,0.901204,[38 36] ; [30 20],[40.58064516 33.41935484] ; [27.41935484 22.58064516],0
b4,1,0.352843,0.863206,[49 25] ; [29 21],[46.5483871 27.4516129] ; [31.4516129 18.5483871],0
d4,1,0.354908,0.855831,[52 21] ; [31 18],[49.66393443 23.33606557] ; [33.33606557 15.66393443],0
p8,1,0.402677,0.700318,[20 54] ; [10 39],[18.04878049 55.95121951] ; [11.95121951 37.04878049],0
s5,1,0.406106,0.69017,[13 60] ; [ 6 43],[11.36885246 61.63114754] ; [ 7.63114754 41.36885246],0
s3,1,0.548961,0.359182,[19 55] ; [15 34],[20.45528455 53.54471545] ; [13.54471545 35.45528455],0
p6,1,0.640349,0.218286,[13 60] ; [ 7 41],[12.0661157 60.9338843] ; [ 7.9338843 40.0661157],0
a2,1,0.641484,0.216807,[11 63] ; [ 9 41],[11.93548387 62.06451613] ; [ 8.06451613 41.93548387],0
u3,1,0.647747,0.208752,[20 19] ; [ 9 11],[19.16949153 19.83050847] ; [ 9.83050847 10.16949153],0
v1,1,0.650803,0.20489,[22 52] ; [13 37],[20.88709677 53.11290323] ; [14.11290323 35.88709677],0
a6,1,0.664737,0.187821,[43 31] ; [31 19],[44.16129032 29.83870968] ; [29.83870968 20.16129032],0
d1,1,0.719577,0.128898,[32 42] ; [20 30],[31.03225806 42.96774194] ; [20.96774194 29.03225806],0
b3,1,0.722496,0.126114,[13 31] ; [11 22],[13.71428571 30.28571429] ; [10.28571429 22.71428571],0
b2,1,0.722496,0.126114,[13 31] ; [11 22],[13.71428571 30.28571429] ; [10.28571429 22.71428571],0
d3,1,0.938735,0.005907,[39 35] ; [26 24],[38.79032258 35.20967742] ; [26.20967742 23.79032258],0
