Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.00113,10.600962,[4 9] ; [26  6],[8.66666667 4.33333333] ; [21.33333333 10.66666667],0
n4,1,0.00263,9.047605,[4 9] ; [25  7],[8.37777778 4.62222222] ; [20.62222222 11.37777778],0
p7,1,0.005541,7.693924,[9 4] ; [ 8 24],[4.91111111 8.08888889] ; [12.08888889 19.91111111],0
p3,1,0.008591,6.905868,[7 6] ; [ 5 27],[3.46666667 9.53333333] ; [ 8.53333333 23.46666667],0
s6,1,0.010521,6.544471,[8 5] ; [ 7 25],[4.33333333 8.66666667] ; [10.66666667 21.33333333],0
r3,1,0.015927,5.810965,[11  2] ; [14 17],[7.38636364 5.61363636] ; [17.61363636 13.38636364],0
r4,1,0.030783,4.665036,[6 7] ; [ 5 27],[3.17777778 9.82222222] ; [ 7.82222222 24.17777778],0
p4,1,0.035751,4.408925,[7 6] ; [ 7 25],[4.04444444 8.95555556] ; [ 9.95555556 22.04444444],0
s8,1,0.048452,3.894231,[5 8] ; [ 4 28],[ 2.6 10.4] ; [ 6.4 25.6],0
p11,1,0.060135,3.533654,[8 5] ; [10 22],[5.2 7.8] ; [12.8 19.2],0
b1,1,0.081872,3.02735,[4 9] ; [19 13],[6.64444444 6.35555556] ; [16.35555556 15.64444444],0
u2,1,0.092838,2.824463,[4 3] ; [ 4 14],[2.24 4.76] ; [ 5.76 12.24],0
s1,1,0.103534,2.65024,[ 3 10] ; [ 2 30],[ 1.44444444 11.55555556] ; [ 3.55555556 28.44444444],0
p5,1,0.135091,2.233001,[ 2 11] ; [ 1 31],[ 0.86666667 12.13333333] ; [ 2.13333333 29.86666667],0
r1,1,0.141326,2.163462,[8 5] ; [12 20],[5.77777778 7.22222222] ; [14.22222222 17.77777778],0
p6,1,0.160952,1.965261,[4 9] ; [ 4 27],[ 2.36363636 10.63636364] ; [ 5.63636364 25.36363636],0
d3,1,0.163148,1.944802,[5 8] ; [ 6 26],[3.17777778 9.82222222] ; [ 7.82222222 24.17777778],0
p9,1,0.205201,1.604963,[9 4] ; [15 16],[7.09090909 5.90909091] ; [16.90909091 14.09090909],0
b4,1,0.226877,1.460337,[6 7] ; [21 11],[7.8 5.2] ; [19.2 12.8],0
n3,1,0.248213,1.333333,[3 1] ; [5 7],[2. 2.] ; [6. 6.],0
d2,1,0.249675,1.32512,[4 9] ; [ 5 27],[ 2.6 10.4] ; [ 6.4 25.6],0
s2,1,0.254115,1.300535,[5 8] ; [ 7 25],[3.46666667 9.53333333] ; [ 8.53333333 23.46666667],0
p2,1,0.279265,1.170664,[8 5] ; [14 18],[6.35555556 6.64444444] ; [15.64444444 16.35555556],0
a5,1,0.279265,1.170664,[8 5] ; [14 18],[6.35555556 6.64444444] ; [15.64444444 16.35555556],0
v2,1,0.280514,1.164599,[5 8] ; [ 7 24],[3.54545455 9.45454545] ; [ 8.45454545 22.54545455],0
v1,1,0.343814,0.896158,[6 7] ; [10 22],[4.62222222 8.37777778] ; [11.37777778 20.62222222],0
p10,1,0.35506,0.855291,[7 6] ; [12 19],[5.61363636 7.38636364] ; [13.38636364 17.61363636],0
v3,1,0.379394,0.772665,[4 9] ; [ 6 26],[ 2.88888889 10.11111111] ; [ 7.11111111 24.88888889],0
n1,1,0.382733,0.761905,[1 3] ; [6 6],[1.75 2.25] ; [5.25 6.75],0
s3,1,0.40122,0.704665,[5 8] ; [ 8 23],[3.84090909 9.15909091] ; [ 9.15909091 21.84090909],0
a7,1,0.418527,0.654447,[7 6] ; [13 19],[5.77777778 7.22222222] ; [14.22222222 17.77777778],0
d4,1,0.481924,0.494505,[8 5] ; [16 16],[6.93333333 6.06666667] ; [17.06666667 14.93333333],0
p12,1,0.500406,0.454075,[ 1 12] ; [ 1 31],[ 0.57777778 12.42222222] ; [ 1.42222222 30.57777778],0
r2,1,0.53835,0.378606,[7 6] ; [14 18],[6.06666667 6.93333333] ; [14.93333333 17.06666667],0
s5,1,0.560962,0.338041,[ 2 11] ; [ 3 29],[ 1.44444444 11.55555556] ; [ 3.55555556 28.44444444],0
p1,1,0.641838,0.216346,[ 1 12] ; [ 4 28],[ 1.44444444 11.55555556] ; [ 3.55555556 28.44444444],0
b2,1,0.711011,0.137269,[3 4] ; [ 7 13],[2.59259259 4.40740741] ; [ 7.40740741 12.59259259],0
b3,1,0.711011,0.137269,[3 4] ; [ 7 13],[2.59259259 4.40740741] ; [ 7.40740741 12.59259259],0
d5,1,0.733594,0.115837,[6 7] ; [13 19],[5.48888889 7.51111111] ; [13.51111111 18.48888889],0
a6,1,0.744764,0.105983,[5 8] ; [14 18],[5.48888889 7.51111111] ; [13.51111111 18.48888889],0
a8,1,0.749379,0.102054,[ 2 10] ; [ 4 27],[ 1.6744186 10.3255814] ; [ 4.3255814 26.6744186],0
a4,1,0.788981,0.071628,[ 2 11] ; [ 6 26],[ 2.31111111 10.68888889] ; [ 5.68888889 26.31111111],0
s4,1,0.796401,0.066568,[ 2 11] ; [ 4 28],[ 1.73333333 11.26666667] ; [ 4.26666667 27.73333333],0
b5,1,0.815032,0.054728,[6 7] ; [16 16],[6.35555556 6.64444444] ; [15.64444444 16.35555556],0
s7,1,0.861623,0.030383,[ 3 10] ; [ 6 23],[ 2.78571429 10.21428571] ; [ 6.21428571 22.78571429],0
u3,1,0.884077,0.021259,[1 6] ; [ 3 15],[1.12 5.88] ; [ 2.88 15.12],0
n6,1,0.892364,0.01831,[7 6] ; [16 15],[6.79545455 6.20454545] ; [16.20454545 14.79545455],0
a3,1,0.951895,0.003639,[6 7] ; [14 17],[5.90909091 7.09090909] ; [14.09090909 16.90909091],0
n2,1,1.0,0.0,[2 2] ; [6 6],[2. 2.] ; [6. 6.],0
