Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n3,1,0.026134,4.947115,[11  2] ; [3 5],[8.66666667 4.33333333] ; [5.33333333 2.66666667],0
a2,1,0.033883,4.500574,[ 3 37] ; [10 30],[ 6.5 33.5] ; [ 6.5 33.5],0
v2,1,0.03888,4.266112,[14 23] ; [24 15],[18.5 18.5] ; [19.5 19.5],0
d4,1,0.055729,3.660131,[28 12] ; [35  5],[31.5  8.5] ; [31.5  8.5],0
p9,1,0.055729,3.660131,[28 12] ; [35  5],[31.5  8.5] ; [31.5  8.5],0
a3,1,0.060761,3.516484,[22 18] ; [30 10],[26. 14.] ; [26. 14.],0
a6,1,0.064672,3.413333,[21 19] ; [29 11],[25. 15.] ; [25. 15.],0
s7,1,0.116383,2.46534,[12 24] ; [20 19],[15.36 20.64] ; [16.64 22.36],0
d5,1,0.121335,2.4,[27 13] ; [33  7],[30. 10.] ; [30. 10.],0
b3,1,0.133045,2.25661,[ 5 18] ; [ 9 12],[ 7.31818182 15.68181818] ; [ 6.68181818 14.31818182],0
b2,1,0.133045,2.25661,[ 5 18] ; [ 9 12],[ 7.31818182 15.68181818] ; [ 6.68181818 14.31818182],0
n5,1,0.134987,2.234198,[11 29] ; [17 22],[14.17721519 25.82278481] ; [13.82278481 25.17721519],0
b5,1,0.174783,1.841432,[20 20] ; [26 14],[23. 17.] ; [23. 17.],0
a5,1,0.216781,1.525553,[26 14] ; [31  9],[28.5 11.5] ; [28.5 11.5],0
n6,1,0.269134,1.221156,[24 16] ; [28 11],[26.32911392 13.67088608] ; [25.67088608 13.32911392],0
p4,1,0.316553,1.003135,[31  9] ; [27 13],[29. 11.] ; [29. 11.],0
p10,1,0.329114,0.952381,[26 14] ; [30 10],[28. 12.] ; [28. 12.],0
a4,1,0.339669,0.911681,[11 29] ; [15 25],[13. 27.] ; [13. 27.],0
d3,1,0.348443,0.879121,[24 16] ; [28 12],[26. 14.] ; [26. 14.],0
r4,1,0.363247,0.826636,[35  5] ; [32  8],[33.5  6.5] ; [33.5  6.5],0
p2,1,0.390154,0.738462,[31  9] ; [34  6],[32.5  7.5] ; [32.5  7.5],0
r3,1,0.395908,0.720721,[38  2] ; [36  4],[37.  3.] ; [37.  3.],0
s4,1,0.445876,0.581114,[12 28] ; [ 9 31],[10.5 29.5] ; [10.5 29.5],0
p5,1,0.456057,0.555556,[ 5 35] ; [ 3 37],[ 4. 36.] ; [ 4. 36.],0
d1,1,0.502201,0.450281,[18 22] ; [21 19],[19.5 20.5] ; [19.5 20.5],0
a8,1,0.523835,0.406337,[ 2 34] ; [ 1 37],[ 1.45945946 34.54054054] ; [ 1.54054054 36.45945946],0
p6,1,0.616151,0.251314,[14 26] ; [15 22],[15.06493506 24.93506494] ; [13.93506494 23.06493506],0
a7,1,0.616524,0.250784,[28 12] ; [30 10],[29. 11.] ; [29. 11.],0
a1,1,0.644167,0.213333,[ 3 37] ; [ 2 38],[ 2.5 37.5] ; [ 2.5 37.5],0
s5,1,0.67783,0.172579,[16 22] ; [15 25],[15.1025641 22.8974359] ; [15.8974359 24.1025641],0
v4,1,0.692348,0.156556,[36  4] ; [37  3],[36.5  3.5] ; [36.5  3.5],0
r2,1,0.692348,0.156556,[36  4] ; [37  3],[36.5  3.5] ; [36.5  3.5],0
p1,1,0.711185,0.137096,[ 5 35] ; [ 6 33],[ 5.56962025 34.43037975] ; [ 5.43037975 33.56962025],0
u1,1,0.723466,0.125196,[ 4 36] ; [ 5 35],[ 4.5 35.5] ; [ 4.5 35.5],0
r1,1,0.750254,0.101318,[25 14] ; [27 13],[25.67088608 13.32911392] ; [26.32911392 13.67088608],0
n1,1,0.776258,0.080769,[4 9] ; [2 6],[3.71428571 9.28571429] ; [2.28571429 5.71428571],0
u2,1,0.781814,0.076705,[11  7] ; [5 4],[10.66666667  7.33333333] ; [5.33333333 3.66666667],0
p7,1,0.792762,0.069025,[30 10] ; [31  9],[30.5  9.5] ; [30.5  9.5],0
s6,1,0.804888,0.061022,[28 12] ; [29 11],[28.5 11.5] ; [28.5 11.5],0
p11,1,0.809393,0.058182,[27 13] ; [28 12],[27.5 12.5] ; [27.5 12.5],0
d2,1,0.816092,0.054091,[15 25] ; [14 26],[14.5 25.5] ; [14.5 25.5],0
b4,1,0.818487,0.052666,[25 15] ; [24 16],[24.5 15.5] ; [24.5 15.5],0
b1,1,0.821688,0.050794,[17 23] ; [18 22],[17.5 22.5] ; [17.5 22.5],0
s2,1,0.822572,0.050283,[19 21] ; [18 22],[18.5 21.5] ; [18.5 21.5],0
v3,1,0.852357,0.034638,[10 28] ; [11 28],[10.36363636 27.63636364] ; [10.63636364 28.36363636],0
n2,1,0.919964,0.010096,[10  3] ; [6 2],[9.9047619 3.0952381] ; [6.0952381 1.9047619],0
s8,1,1.0,0.0,[17 23] ; [17 23],[17. 23.] ; [17. 23.],0
s3,1,1.0,0.0,[20 20] ; [20 20],[20. 20.] ; [20. 20.],0
p8,1,1.0,0.0,[24 16] ; [24 16],[24. 16.] ; [24. 16.],0
s1,1,1.0,0.0,[ 1 39] ; [ 1 39],[ 1. 39.] ; [ 1. 39.],0
p12,1,1.0,0.0,[ 3 37] ; [ 3 37],[ 3. 37.] ; [ 3. 37.],0
