Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.00398,8.293122,[74 51] ; [ 9 21],[66.93548387 58.06451613] ; [16.06451613 13.93548387],0
s6,1,0.005809,7.608471,[49 76] ; [19  9],[55.55555556 69.44444444] ; [12.44444444 15.55555556],0
s5,1,0.0291,4.76171,[ 18 105] ; [ 9 19],[ 21.99337748 101.00662252] ; [ 5.00662252 22.99337748],0
s7,1,0.030859,4.660798,[26 93] ; [12 17],[30.55405405 88.44594595] ; [ 7.44594595 21.55405405],0
a3,1,0.062173,3.478436,[73 51] ; [12 18],[68.44155844 55.55844156] ; [16.55844156 13.44155844],0
s2,1,0.064252,3.424091,[40 85] ; [15 15],[44.35483871 80.64516129] ; [10.64516129 19.35483871],0
n1,1,0.1241,2.364792,[15 22] ; [ 3 13],[12.56603774 24.43396226] ; [ 5.43396226 10.56603774],0
b1,1,0.140146,2.176359,[56 69] ; [ 9 21],[52.41935484 72.58064516] ; [12.58064516 17.41935484],0
u3,1,0.142213,2.153846,[16 36] ; [9 9],[18.57142857 33.42857143] ; [ 6.42857143 11.57142857],0
a5,1,0.180852,1.790606,[67 58] ; [12 18],[63.70967742 61.29032258] ; [15.29032258 14.70967742],0
p2,1,0.190888,1.710752,[75 49] ; [22  8],[78.1038961 45.8961039] ; [18.8961039 11.1038961],0
p9,1,0.19378,1.688644,[89 31] ; [18 11],[86.17449664 33.82550336] ; [20.82550336  8.17449664],0
p7,1,0.206251,1.597546,[46 77] ; [15 15],[49.03921569 73.96078431] ; [11.96078431 18.03921569],0
a4,1,0.215866,1.531644,[39 85] ; [ 6 24],[36.23376623 87.76623377] ; [ 8.76623377 21.23376623],0
s1,1,0.234916,1.410844,[  3 122] ; [ 2 28],[  4.03225806 120.96774194] ; [ 0.96774194 29.03225806],0
a8,1,0.257625,1.281476,[ 12 107] ; [ 1 28],[ 10.4527027 108.5472973] ; [ 2.5472973 26.4527027],0
n5,1,0.295511,1.094341,[79 46] ; [22  8],[81.4516129 43.5483871] ; [19.5483871 10.4516129],0
b5,1,0.319077,0.992725,[79 46] ; [16 14],[76.61290323 48.38709677] ; [18.38709677 11.61290323],0
p8,1,0.349708,0.874516,[36 88] ; [11 18],[38.09150327 85.90849673] ; [ 8.90849673 20.09150327],0
d3,1,0.351622,0.867594,[59 66] ; [17 13],[61.29032258 63.70967742] ; [14.70967742 15.29032258],0
p5,1,0.357011,0.848381,[ 10 112] ; [ 1 29],[  8.82894737 113.17105263] ; [ 2.17105263 27.82894737],0
n4,1,0.36132,0.833298,[78 47] ; [16 14],[75.80645161 49.19354839] ; [18.19354839 11.80645161],0
b2,1,0.366195,0.816537,[24 46] ; [ 5 16],[22.30769231 47.69230769] ; [ 6.69230769 14.30769231],0
b3,1,0.366195,0.816537,[24 46] ; [ 5 16],[22.30769231 47.69230769] ; [ 6.69230769 14.30769231],0
p4,1,0.391522,0.734211,[48 77] ; [ 9 21],[45.96774194 79.03225806] ; [11.03225806 18.96774194],0
s8,1,0.403556,0.697703,[ 21 104] ; [ 7 23],[ 22.58064516 102.41935484] ; [ 5.41935484 24.58064516],0
n6,1,0.532397,0.389815,[88 36] ; [23  7],[89.37662338 34.62337662] ; [21.62337662  8.37662338],0
s3,1,0.549197,0.358758,[50 73] ; [14 16],[51.45098039 71.54901961] ; [12.54901961 17.45098039],0
