Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.00398,8.293122,[74 51] ; [ 9 21],[66.93548387 58.06451613] ; [16.06451613 13.93548387],0
u2,1,0.59104,0.288723,[19 32] ; [ 8 10],[19.95652174 31.04347826] ; [ 7.04347826 10.95652174],0
d5,1,0.606556,0.265221,[77 48] ; [20 10],[78.22580645 46.77419355] ; [18.77419355 11.22580645],0
r3,1,0.626264,0.237161,[94 30] ; [24  6],[95.01298701 28.98701299] ; [22.98701299  7.01298701],0
n2,1,0.628775,0.233726,[26 12] ; [12  4],[26.74074074 11.25925926] ; [11.25925926  4.74074074],0
v2,1,0.632207,0.22908,[38 84] ; [ 8 22],[36.92105263 85.07894737] ; [ 9.07894737 20.92105263],0
a7,1,0.634229,0.226369,[69 56] ; [18 12],[70.16129032 54.83870968] ; [16.83870968 13.16129032],0
d1,1,0.646688,0.210101,[43 82] ; [ 9 21],[41.93548387 83.06451613] ; [10.06451613 19.93548387],0
v4,1,0.675768,0.174929,[94 29] ; [24  6],[94.8627451 28.1372549] ; [23.1372549  6.8627451],0
p10,1,0.716823,0.131557,[77 45] ; [20 10],[77.85526316 44.14473684] ; [19.14473684 10.85526316],0
d2,1,0.728711,0.120298,[45 78] ; [12 18],[45.82352941 77.17647059] ; [11.17647059 18.82352941],0
v3,1,0.732337,0.116976,[25 97] ; [ 7 23],[25.68421053 96.31578947] ; [ 6.31578947 23.68421053],0
v1,1,0.774565,0.08203,[43 76] ; [10 20],[42.32885906 76.67114094] ; [10.67114094 19.32885906],0
p11,1,0.798089,0.065444,[76 49] ; [19 11],[76.61290323 48.38709677] ; [18.38709677 11.61290323],0
a1,1,0.806152,0.060218,[ 10 115] ; [ 2 28],[  9.67741935 115.32258065] ; [ 2.32258065 27.67741935],0
d4,1,0.880153,0.022733,[81 44] ; [19 11],[80.64516129 44.35483871] ; [19.35483871 10.64516129],0
b4,1,0.884587,0.021071,[69 56] ; [17 13],[69.35483871 55.64516129] ; [16.64516129 13.35483871],0
p3,1,0.888427,0.019683,[40 85] ; [10 20],[40.32258065 84.67741935] ; [ 9.67741935 20.32258065],0
r2,1,0.900779,0.015544,[89 32] ; [21  8],[88.73333333 32.26666667] ; [21.26666667  7.73333333],0
n3,1,0.963538,0.00209,[24 14] ; [10  6],[23.92592593 14.07407407] ; [10.07407407  5.92592593],0
r4,1,0.968611,0.001548,[62 63] ; [15 15],[62.09677419 62.90322581] ; [14.90322581 15.09677419],0
