Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,31.592478,[48  3] ; [10 18],[37.44303797 13.55696203] ; [20.55696203  7.44303797],1
s3,1,4.2e-05,16.785477,[43 11] ; [ 9 18],[34.66666667 19.33333333] ; [17.33333333  9.66666667],1
s2,1,0.003739,8.40622,[39 15] ; [11 17],[32.92682927 21.07317073] ; [17.07317073 10.92682927],0
v1,1,0.00791,7.053652,[42 11] ; [13 13],[36.89873418 16.10126582] ; [18.10126582  7.89873418],0
s6,1,0.012035,6.305687,[49  4] ; [17  7],[45.42857143  7.57142857] ; [20.57142857  3.42857143],0
n4,1,0.012417,6.250264,[52  2] ; [23  6],[48.79518072  5.20481928] ; [26.20481928  2.79518072],0
d3,1,0.030381,4.687613,[39 15] ; [14 15],[34.48192771 19.51807229] ; [18.51807229 10.48192771],0
p4,1,0.034495,4.470013,[51  3] ; [23  6],[48.14457831  5.85542169] ; [25.85542169  3.14457831],0
r1,1,0.037687,4.319109,[47  7] ; [19  9],[43.46341463 10.53658537] ; [22.53658537  5.46341463],0
a3,1,0.038172,4.297362,[46  8] ; [19 10],[42.28915663 11.71084337] ; [22.71084337  6.28915663],0
d4,1,0.066104,3.377214,[49  5] ; [22  7],[46.19277108  7.80722892] ; [24.80722892  4.19277108],0
r3,1,0.081004,3.044649,[52  2] ; [24  4],[50.04878049  3.95121951] ; [25.95121951  2.04878049],0
n5,1,0.08544,2.958266,[51  3] ; [24  5],[48.79518072  5.20481928] ; [26.20481928  2.79518072],0
r4,1,0.08544,2.958266,[51  3] ; [24  5],[48.79518072  5.20481928] ; [26.20481928  2.79518072],0
r2,1,0.085782,2.951806,[51  2] ; [24  4],[49.07407407  3.92592593] ; [25.92592593  2.07407407],0
b5,1,0.111947,2.52652,[20 34] ; [16 13],[23.42168675 30.57831325] ; [12.57831325 16.42168675],0
n1,1,0.121335,2.4,[9 6] ; [1 4],[7.5 7.5] ; [2.5 2.5],0
d1,1,0.131541,2.274222,[37 17] ; [15 14],[33.8313253 20.1686747] ; [18.1686747 10.8313253],0
a8,1,0.155381,2.018618,[10 41] ; [ 2 25],[ 7.84615385 43.15384615] ; [ 4.15384615 22.84615385],0
d5,1,0.159637,1.97766,[46  8] ; [21  8],[43.59036145 10.40963855] ; [23.40963855  5.59036145],0
