Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,53.835086,[113  18] ; [ 9 27],[95.7005988 35.2994012] ; [26.2994012  9.7005988],1
p2,1,1e-06,23.90401,[107  23] ; [15 21],[95.54216867 34.45783133] ; [26.45783133  9.54216867],1
p11,1,5e-06,20.773976,[104  29] ; [14 22],[92.86390533 40.13609467] ; [25.13609467 10.86390533],1
v1,1,0.002402,9.213782,[61 67] ; [ 7 29],[53.07317073 74.92682927] ; [14.92682927 21.07317073],0
r4,1,0.003492,8.53063,[97 36] ; [17 19],[89.71597633 43.28402367] ; [24.28402367 11.71597633],0
r3,1,0.004457,8.087729,[118  15] ; [25 11],[112.53846154  20.46153846] ; [30.46153846  5.53846154],0
s2,1,0.012978,6.172111,[64 69] ; [ 9 27],[57.44970414 75.55029586] ; [15.55029586 20.44970414],0
s6,1,0.01509,5.905952,[72 56] ; [12 24],[65.56097561 62.43902439] ; [18.43902439 17.56097561],0
v4,1,0.031042,4.650614,[120  12] ; [28  8],[116.28571429  15.71428571] ; [31.71428571  4.28571429],0
n3,1,0.047258,3.936192,[29 10] ; [8 9],[25.76785714 13.23214286] ; [11.23214286  5.76785714],0
b4,1,0.057084,3.620132,[86 47] ; [17 19],[81.0591716 51.9408284] ; [21.9408284 14.0591716],0
n6,1,0.063711,3.43804,[107  26] ; [23 12],[102.91666667  30.08333333] ; [27.08333333  7.91666667],0
s1,1,0.073218,3.209357,[  3 130] ; [ 3 32],[  4.75 128.25] ; [ 1.25 33.75],0
b5,1,0.075167,3.166417,[88 45] ; [18 18],[83.42011834 49.57988166] ; [22.57988166 13.42011834],0
p3,1,0.078219,3.101527,[62 70] ; [11 25],[57.35714286 74.64285714] ; [15.64285714 20.35714286],0
s7,1,0.084301,2.979968,[53 74] ; [ 9 26],[48.60493827 78.39506173] ; [13.39506173 21.60493827],0
s5,1,0.095772,2.774572,[36 89] ; [ 5 29],[32.2327044 92.7672956] ; [ 8.7672956 25.2327044],0
n2,1,0.108376,2.577748,[31  8] ; [10  7],[28.55357143 10.44642857] ; [12.44642857  4.55357143],0
d2,1,0.124703,2.357234,[49 83] ; [18 17],[52.95808383 79.04191617] ; [14.04191617 20.95808383],0
s3,1,0.128786,2.307082,[66 65] ; [13 23],[61.97005988 69.02994012] ; [17.02994012 18.97005988],0
p5,1,0.141566,2.160854,[ 14 117] ; [ 1 35],[ 11.76646707 119.23353293] ; [ 3.23353293 32.76646707],0
a5,1,0.15011,2.071132,[77 56] ; [16 20],[73.18934911 59.81065089] ; [19.81065089 16.18934911],0
n5,1,0.158838,1.985253,[94 39] ; [21 15],[90.50295858 42.49704142] ; [24.49704142 11.50295858],0
p6,1,0.164098,1.936055,[48 80] ; [ 9 27],[44.48780488 83.51219512] ; [12.51219512 23.48780488],0
s8,1,0.18279,1.774795,[45 88] ; [ 8 28],[41.71005917 91.28994083] ; [11.28994083 24.71005917],0
d4,1,0.199296,1.647525,[96 37] ; [22 14],[92.86390533 40.13609467] ; [25.13609467 10.86390533],0
n4,1,0.206304,1.597175,[89 44] ; [20 16],[85.78106509 47.21893491] ; [23.21893491 12.78106509],0
d5,1,0.219934,1.504804,[98 34] ; [23 13],[95.07142857 36.92857143] ; [25.92857143 10.07142857],0
p8,1,0.243107,1.362487,[57 72] ; [12 24],[53.94545455 75.05454545] ; [15.05454545 20.94545455],0
p1,1,0.258903,1.274613,[ 16 116] ; [ 2 34],[ 14.14285714 117.85714286] ; [ 3.85714286 32.14285714],0
a8,1,0.277897,1.177346,[ 10 116] ; [ 1 35],[  8.55555556 117.44444444] ; [ 2.44444444 33.55555556],0
u2,1,0.291836,1.111134,[24 28] ; [ 5 11],[22.17647059 29.82352941] ; [6.82352941 9.17647059],0
b1,1,0.294785,1.097639,[50 83] ; [17 19],[52.72781065 80.27218935] ; [14.27218935 21.72781065],0
v3,1,0.327616,0.958298,[43 85] ; [ 9 27],[40.58536585 87.41463415] ; [11.41463415 24.58536585],0
d1,1,0.33341,0.935606,[60 73] ; [13 23],[57.44970414 75.55029586] ; [15.55029586 20.44970414],0
v2,1,0.338535,0.915971,[54 74] ; [12 24],[51.51219512 76.48780488] ; [14.48780488 21.51219512],0
a3,1,0.352217,0.865455,[81 51] ; [19 17],[78.57142857 53.42857143] ; [21.42857143 14.57142857],0
a7,1,0.352217,0.865455,[81 51] ; [19 17],[78.57142857 53.42857143] ; [21.42857143 14.57142857],0
a4,1,0.361745,0.831826,[49 84] ; [10 25],[46.70833333 86.29166667] ; [12.29166667 22.70833333],0
u1,1,0.364927,0.820866,[  6 127] ; [ 3 33],[  7.08284024 125.91715976] ; [ 1.91715976 34.08284024],0
p4,1,0.444214,0.585372,[64 67] ; [15 21],[61.97005988 69.02994012] ; [17.02994012 18.97005988],0
a6,1,0.454858,0.558517,[72 61] ; [22 14],[73.97633136 59.02366864] ; [20.02366864 15.97633136],0
a2,1,0.463524,0.537373,[ 17 116] ; [ 3 33],[ 15.73964497 117.26035503] ; [ 4.26035503 31.73964497],0
a1,1,0.487877,0.481205,[ 10 123] ; [ 4 32],[ 11.01775148 121.98224852] ; [ 2.98224852 33.01775148],0
n1,1,0.603513,0.26973,[16 23] ; [ 5 10],[15.16666667 23.83333333] ; [5.83333333 9.16666667],0
u3,1,0.620401,0.245304,[25 27] ; [ 7 10],[24.11594203 27.88405797] ; [7.88405797 9.11594203],0
s4,1,0.645573,0.211528,[ 25 108] ; [ 8 28],[ 25.9704142 107.0295858] ; [ 7.0295858 28.9704142],0
d3,1,0.815709,0.05432,[72 59] ; [19 17],[71.38323353 59.61676647] ; [19.61676647 16.38323353],0
b2,1,0.965072,0.001918,[27 49] ; [ 7 13],[26.91666667 49.08333333] ; [ 7.08333333 12.91666667],0
b3,1,0.965072,0.001918,[27 49] ; [ 7 13],[26.91666667 49.08333333] ; [ 7.08333333 12.91666667],0
p7,1,0.994523,4.7e-05,[68 61] ; [19 17],[68.01818182 60.98181818] ; [18.98181818 17.01818182],0
