Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,0.036243,4.385614,[1 4] ; [182  97],[3.22183099 1.77816901] ; [179.77816901  99.22183099],0
v2,1,0.048785,3.88272,[1 4] ; [176 103],[3.11619718 1.88380282] ; [173.88380282 105.11619718],0
p1,1,0.053826,3.718072,[2 3] ; [ 33 251],[0.60553633 4.39446367] ; [ 34.39446367 249.60553633],0
b4,1,0.081778,3.029214,[1 4] ; [168 118],[2.90378007 2.09621993] ; [166.09621993 119.90378007],0
s6,1,0.148226,2.09041,[2 3] ; [194  83],[3.4751773 1.5248227] ; [192.5248227  84.4751773],0
a2,1,0.162198,1.953611,[3 2] ; [ 88 198],[1.56357388 3.43642612] ; [ 89.43642612 196.56357388],0
v3,1,0.214044,1.54386,[1 4] ; [132 143],[2.375 2.625] ; [130.625 144.375],0
a1,1,0.218731,1.512678,[1 4] ; [ 18 268],[0.32646048 4.67353952] ; [ 18.67353952 267.32646048],0
a4,1,0.241718,1.370548,[4 1] ; [153 132],[2.70689655 2.29310345] ; [154.29310345 130.70689655],0
b5,1,0.288872,1.124869,[4 1] ; [161 125],[2.83505155 2.16494845] ; [162.16494845 123.83505155],0
p4,1,0.329431,0.951133,[3 2] ; [223  62],[3.89655172 1.10344828] ; [222.10344828  62.89655172],0
s3,1,0.384897,0.755004,[2 3] ; [166 114],[2.94736842 2.05263158] ; [165.05263158 114.94736842],0
s7,1,0.403547,0.697731,[3 1] ; [147 125],[2.17391304 1.82608696] ; [147.82608696 124.17391304],0
s8,1,0.464339,0.535415,[2 3] ; [159 123],[2.80487805 2.19512195] ; [158.19512195 123.80487805],0
p9,1,0.521048,0.411818,[4 1] ; [253  31],[4.44636678 0.55363322] ; [252.55363322  31.44636678],0
p10,1,0.582907,0.301558,[4 1] ; [251  34],[4.39655172 0.60344828] ; [250.60344828  34.39655172],0
p6,1,0.590566,0.289461,[2 3] ; [147 135],[2.59581882 2.40418118] ; [146.40418118 135.59581882],0
a8,1,0.591164,0.28853,[1 3] ; [ 39 217],[0.61538462 3.38461538] ; [ 39.38461538 216.61538462],0
a6,1,0.62257,0.242272,[4 1] ; [199  86],[3.5 1.5] ; [199.5  85.5],0
b2,1,0.632869,0.22819,[2 2] ; [ 70 113],[1.54010695 2.45989305] ; [ 70.45989305 112.54010695],0
b3,1,0.632869,0.22819,[2 2] ; [ 70 113],[1.54010695 2.45989305] ; [ 70.45989305 112.54010695],0
n1,1,0.727897,0.121052,[1 1] ; [17 28],[0.76595745 1.23404255] ; [17.23404255 27.76595745],0
p3,1,0.728743,0.120269,[3 1] ; [191  95],[2.67586207 1.32413793] ; [191.32413793  94.67586207],0
u1,1,0.817312,0.053362,[1 4] ; [ 70 216],[1.21993127 3.78006873] ; [ 69.78006873 216.21993127],0
s2,1,0.841461,0.04001,[3 2] ; [156 125],[2.77972028 2.22027972] ; [156.22027972 124.77972028],0
p7,1,0.866719,0.028166,[4 1] ; [232  48],[4.14035088 0.85964912] ; [231.85964912  48.14035088],0
s4,1,0.884172,0.021223,[1 4] ; [ 49 231],[0.87719298 4.12280702] ; [ 49.12280702 230.87719298],0
b1,1,0.892794,0.018163,[2 3] ; [106 180],[1.8556701 3.1443299] ; [106.1443299 179.8556701],0
a7,1,0.8993,0.016014,[4 1] ; [222  64],[3.88316151 1.11683849] ; [222.11683849  63.88316151],0
p5,1,0.916828,0.010906,[1 4] ; [ 52 234],[0.91065292 4.08934708] ; [ 52.08934708 233.91065292],0
s5,1,0.97627,0.000885,[2 3] ; [111 162],[2.0323741 2.9676259] ; [110.9676259 162.0323741],0
