Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,1e-06,24.783486,[26  8] ; [35 85],[13.46753247 20.53246753] ; [47.53246753 72.46753247],1
p5,1,1.6e-05,18.570133,[11 27] ; [  6 121],[ 3.91515152 34.08484848] ; [ 13.08484848 113.91515152],1
s6,1,3.4e-05,17.182342,[31  5] ; [60 67],[20.09815951 15.90184049] ; [70.90184049 56.09815951],1
s2,1,0.000321,12.94289,[23 15] ; [36 90],[13.67073171 24.32926829] ; [45.32926829 80.67073171],1
s8,1,0.003709,8.420938,[20 17] ; [36 91],[12.63414634 24.36585366] ; [43.36585366 83.63414634],0
s4,1,0.00415,8.216884,[12 26] ; [ 15 111],[ 6.25609756 31.74390244] ; [ 20.74390244 105.25609756],0
p8,1,0.009916,6.649869,[24 13] ; [51 74],[17.12962963 19.87037037] ; [57.87037037 67.12962963],0
u1,1,0.012448,6.245957,[ 3 35] ; [  1 126],[ 0.92121212 37.07878788] ; [  3.07878788 123.92121212],0
r1,1,0.016072,5.795005,[31  6] ; [79 47],[24.96932515 12.03067485] ; [85.03067485 40.96932515],0
p6,1,0.016804,5.716689,[17 21] ; [31 95],[11.12195122 26.87804878] ; [36.87804878 89.12195122],0
p7,1,0.019913,5.419465,[29  9] ; [69 56],[22.84662577 15.15337423] ; [75.15337423 49.84662577],0
n5,1,0.044821,4.025354,[33  5] ; [89 37],[28.26829268  9.73170732] ; [93.73170732 32.26829268],0
s1,1,0.060533,3.522718,[ 4 33] ; [  4 121],[ 1.82716049 35.17283951] ; [  6.17283951 118.82716049],0
v3,1,0.066273,3.373007,[17 21] ; [36 89],[12.35582822 25.64417178] ; [40.64417178 84.35582822],0
b5,1,0.067956,3.331707,[17 21] ; [78 49],[21.87878788 16.12121212] ; [73.12121212 53.87878788],0
n4,1,0.068971,3.307339,[30  7] ; [83 44],[25.49390244 11.50609756] ; [87.50609756 39.49390244],0
p1,1,0.079224,3.080746,[ 8 30] ; [ 13 114],[ 4.83636364 33.16363636] ; [ 16.16363636 110.83636364],0
n6,1,0.115054,2.483388,[34  4] ; [99 28],[30.63030303  7.36969697] ; [102.36969697  24.63030303],0
p12,1,0.11659,2.462543,[ 4 34] ; [  5 122],[ 2.07272727 35.92727273] ; [  6.92727273 120.07272727],0
r2,1,0.139966,2.17833,[37  1] ; [114  13],[34.77575758  3.22424242] ; [116.22424242  10.77575758],0
p10,1,0.145596,2.117796,[30  7] ; [86 39],[26.49382716 10.50617284] ; [89.50617284 35.49382716],0
b3,1,0.15862,1.987333,[ 7 11] ; [18 61],[ 4.63917526 13.36082474] ; [20.36082474 58.63917526],0
b2,1,0.15862,1.987333,[ 7 11] ; [18 61],[ 4.63917526 13.36082474] ; [20.36082474 58.63917526],0
r4,1,0.185016,1.756865,[35  3] ; [106  21],[32.47272727  5.52727273] ; [108.52727273  18.47272727],0
v2,1,0.222283,1.489568,[19 18] ; [48 72],[15.78980892 21.21019108] ; [51.21019108 68.78980892],0
s3,1,0.249138,1.328129,[21 16] ; [57 67],[17.92546584 19.07453416] ; [60.07453416 63.92546584],0
p4,1,0.249307,1.327183,[22 16] ; [60 67],[18.88484848 19.11515152] ; [63.11515152 63.88484848],0
n2,1,0.301596,1.067123,[11  1] ; [29  8],[9.79591837 2.20408163] ; [30.20408163  6.79591837],0
n1,1,0.3017,1.066667,[6 6] ; [12 24],[4.5 7.5] ; [13.5 22.5],0
p9,1,0.308825,1.035694,[30  7] ; [91 34],[27.63580247  9.36419753] ; [93.36419753 31.63580247],0
b4,1,0.326179,0.964008,[22 16] ; [62 65],[19.34545455 18.65454545] ; [64.65454545 62.34545455],0
a1,1,0.362062,0.830728,[ 1 37] ; [  1 126],[ 0.46060606 37.53939394] ; [  1.53939394 125.46060606],0
v1,1,0.391317,0.734845,[14 24] ; [55 68],[16.28571429 21.71428571] ; [52.71428571 70.28571429],0
p11,1,0.422778,0.642581,[30  8] ; [92 35],[28.0969697  9.9030303] ; [93.9030303 33.0969697],0
a6,1,0.429166,0.625079,[20 18] ; [76 51],[22.10909091 15.89090909] ; [73.89090909 53.10909091],0
u3,1,0.44203,0.591007,[10  8] ; [29 35],[8.56097561 9.43902439] ; [30.43902439 33.56097561],0
d5,1,0.442313,0.590275,[16 22] ; [62 64],[18.07317073 19.92682927] ; [59.92682927 66.07317073],0
a8,1,0.462002,0.541039,[ 5 31] ; [ 11 104],[ 3.81456954 32.18543046] ; [ 12.18543046 102.81456954],0
a5,1,0.46707,0.528899,[22 16] ; [65 62],[20.03636364 17.96363636] ; [66.96363636 60.03636364],0
a2,1,0.495125,0.465369,[ 2 36] ; [ 11 116],[ 2.99393939 35.00606061] ; [ 10.00606061 116.99393939],0
d2,1,0.505113,0.444178,[11 27] ; [30 97],[ 9.44242424 28.55757576] ; [31.55757576 95.44242424],0
d1,1,0.541448,0.372862,[ 2 36] ; [  4 123],[ 1.38181818 36.61818182] ; [  4.61818182 122.38181818],0
a7,1,0.566013,0.3294,[24 14] ; [73 53],[22.47560976 15.52439024] ; [74.52439024 51.47560976],0
d3,1,0.599716,0.275424,[ 9 29] ; [35 90],[10.25766871 27.74233129] ; [33.74233129 91.25766871],0
a4,1,0.617121,0.249935,[10 28] ; [28 97],[ 8.85889571 29.14110429] ; [29.14110429 95.85889571],0
p2,1,0.741364,0.108931,[30  8] ; [97 30],[29.24848485  8.75151515] ; [97.75151515 29.24848485],0
p3,1,0.770256,0.085287,[17 21] ; [53 73],[16.2195122 21.7804878] ; [53.7804878 72.2195122],0
a3,1,0.776102,0.080885,[20 18] ; [63 63],[19.23170732 18.76829268] ; [63.76829268 62.23170732],0
r3,1,0.827691,0.047378,[34  4] ; [112  15],[33.62424242  4.37575758] ; [112.37575758  14.62424242],0
b1,1,0.830158,0.04601,[16 22] ; [51 76],[15.43030303 22.56969697] ; [51.56969697 75.43030303],0
n3,1,0.841547,0.039966,[10  2] ; [30  5],[10.21276596  1.78723404] ; [29.78723404  5.21276596],0
u2,1,0.947868,0.004275,[ 8 10] ; [29 35],[8.12195122 9.87804878] ; [28.87804878 35.12195122],0
