Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.006398,7.434716,[25  6] ; [3 6],[21.7  9.3] ; [6.3 2.7],0
p11,1,0.023669,5.118752,[23  8] ; [3 6],[20.15 10.85] ; [5.85 3.15],0
p2,1,0.037294,4.336918,[27  4] ; [5 4],[24.8  6.2] ; [7.2 1.8],0
v2,1,0.037502,4.327446,[15 15] ; [1 8],[12.30769231 17.69230769] ; [3.69230769 5.30769231],0
s3,1,0.06825,3.324608,[12 16] ; [7 2],[14.37837838 13.62162162] ; [4.62162162 4.37837838],0
u2,1,0.073638,3.2,[3 9] ; [3 1],[4.5 7.5] ; [1.5 2.5],0
r3,1,0.122325,2.387291,[21  8] ; [4 5],[19.07894737  9.92105263] ; [5.92105263 3.07894737],0
s4,1,0.140758,2.169655,[ 6 24] ; [4 5],[ 7.69230769 22.30769231] ; [2.30769231 6.69230769],0
s8,1,0.145147,2.122531,[11 19] ; [1 8],[ 9.23076923 20.76923077] ; [2.76923077 6.23076923],0
n5,1,0.229421,1.444444,[20 10] ; [4 5],[18.46153846 11.53846154] ; [5.53846154 3.46153846],0
v3,1,0.255034,1.295517,[ 9 21] ; [1 8],[ 7.69230769 22.30769231] ; [2.30769231 6.69230769],0
p8,1,0.255989,1.290323,[17 14] ; [3 6],[15.5 15.5] ; [4.5 4.5],0
b1,1,0.361282,0.833432,[19 12] ; [7 2],[20.15 10.85] ; [5.85 3.15],0
s5,1,0.385183,0.754095,[ 6 21] ; [3 5],[ 6.94285714 20.05714286] ; [2.05714286 5.94285714],0
p10,1,0.458818,0.548777,[20  9] ; [5 4],[19.07894737  9.92105263] ; [5.92105263 3.07894737],0
v4,1,0.458818,0.548777,[20  9] ; [5 4],[19.07894737  9.92105263] ; [5.92105263 3.07894737],0
n3,1,0.480478,0.497778,[7 3] ; [2 2],[6.42857143 3.57142857] ; [2.57142857 1.42857143],0
a5,1,0.499822,0.455315,[21 10] ; [5 4],[20.15 10.85] ; [5.85 3.15],0
d2,1,0.499822,0.455315,[10 21] ; [4 5],[10.85 20.15] ; [3.15 5.85],0
d3,1,0.499822,0.455315,[21 10] ; [5 4],[20.15 10.85] ; [5.85 3.15],0
p9,1,0.511936,0.430108,[24  7] ; [6 3],[23.25  7.75] ; [6.75 2.25],0
d5,1,0.511936,0.430108,[24  7] ; [6 3],[23.25  7.75] ; [6.75 2.25],0
u3,1,0.550985,0.355556,[5 7] ; [1 3],[4.5 7.5] ; [1.5 2.5],0
a7,1,0.582513,0.302189,[17 14] ; [4 5],[16.275 14.725] ; [4.725 4.275],0
r2,1,0.612689,0.256277,[16 12] ; [6 3],[16.64864865 11.35135135] ; [5.35135135 3.64864865],0
a6,1,0.624967,0.238949,[20 11] ; [5 4],[19.375 11.625] ; [5.625 3.375],0
s1,1,0.640351,0.218283,[ 2 29] ; [1 8],[ 2.325 28.675] ; [0.675 8.325],0
s7,1,0.654001,0.200893,[13 15] ; [3 5],[12.44444444 15.55555556] ; [3.55555556 4.44444444],0
d4,1,0.671918,0.179367,[26  5] ; [7 2],[25.575  5.425] ; [7.425 1.575],0
p1,1,0.710531,0.137747,[ 5 26] ; [1 8],[ 4.65 26.35] ; [1.35 7.65],0
p7,1,0.718432,0.13,[18 12] ; [6 3],[18.46153846 11.53846154] ; [5.53846154 3.46153846],0
n1,1,0.732678,0.116667,[4 6] ; [2 2],[4.28571429 5.71428571] ; [1.71428571 2.28571429],0
a4,1,0.769297,0.086022,[12 19] ; [3 6],[11.625 19.375] ; [3.375 5.625],0
b3,1,0.814871,0.054825,[ 5 15] ; [1 4],[ 4.8 15.2] ; [1.2 3.8],0
b2,1,0.814871,0.054825,[ 5 15] ; [1 4],[ 4.8 15.2] ; [1.2 3.8],0
b4,1,0.834828,0.043478,[15 16] ; [4 5],[14.725 16.275] ; [4.275 4.725],0
n2,1,0.836813,0.042424,[8 2] ; [3 1],[7.85714286 2.14285714] ; [3.14285714 0.85714286],0
s6,1,0.840617,0.040443,[15 14] ; [5 4],[15.26315789 13.73684211] ; [4.73684211 4.26315789],0
s2,1,0.840617,0.040443,[15 14] ; [5 4],[15.26315789 13.73684211] ; [4.73684211 4.26315789],0
a3,1,0.89337,0.017967,[18 13] ; [5 4],[17.825 13.175] ; [5.175 3.825],0
v1,1,0.906631,0.013757,[14 16] ; [4 5],[13.84615385 16.15384615] ; [4.15384615 4.84615385],0
r1,1,0.94468,0.004815,[ 7 23] ; [2 7],[ 6.92307692 23.07692308] ; [2.07692308 6.92307692],0
n4,1,0.951653,0.003676,[21 10] ; [6 3],[20.925 10.075] ; [6.075 2.925],0
p6,1,0.952986,0.003476,[13 17] ; [4 5],[13.07692308 16.92307692] ; [3.92307692 5.07692308],0
d1,1,0.969644,0.001448,[14 17] ; [4 5],[13.95 17.05] ; [4.05 4.95],0
b5,1,0.969644,0.001448,[17 14] ; [5 4],[17.05 13.95] ; [4.95 4.05],0
