Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,2e-06,23.048981,[31 47] ; [86 30],[47.04123711 30.95876289] ; [69.95876289 46.04123711],1
a4,1,7.3e-05,15.722432,[13 65] ; [51 65],[25.73195876 52.26804124] ; [38.26804124 77.73195876],1
d1,1,8.7e-05,15.407178,[24 54] ; [69 47],[37.39175258 40.60824742] ; [55.60824742 60.39175258],1
d2,1,0.000448,12.319178,[17 61] ; [54 62],[28.54639175 49.45360825] ; [42.45360825 73.54639175],1
v1,1,0.001222,10.456806,[21 54] ; [59 55],[31.74603175 43.25396825] ; [48.25396825 65.74603175],0
p3,1,0.00319,8.695494,[19 59] ; [52 63],[28.69430052 49.30569948] ; [42.30569948 72.69430052],0
p8,1,0.004955,7.895963,[25 52] ; [61 54],[34.48958333 42.51041667] ; [51.51041667 63.48958333],0
u1,1,0.005468,7.717775,[ 2 76] ; [17 99],[ 7.63917526 70.36082474] ; [ 11.36082474 104.63917526],0
p4,1,0.007053,7.259402,[25 52] ; [60 55],[34.08854167 42.91145833] ; [50.91145833 64.08854167],0
a6,1,0.008899,6.842921,[43 35] ; [85 31],[51.46391753 26.53608247] ; [76.53608247 39.46391753],0
p10,1,0.01431,5.999551,[45 29] ; [89 26],[52.46560847 21.53439153] ; [81.53439153 33.46560847],0
d4,1,0.01698,5.698456,[54 23] ; [98 18],[60.64248705 16.35751295] ; [91.35751295 24.64248705],0
d5,1,0.017983,5.597818,[50 27] ; [93 23],[57.05181347 19.94818653] ; [85.94818653 30.05181347],0
p9,1,0.018027,5.593486,[51 22] ; [97 18],[57.46808511 15.53191489] ; [90.53191489 24.46808511],0
p7,1,0.029996,4.709546,[35 39] ; [71 41],[42.17204301 31.82795699] ; [63.82795699 48.17204301],0
b3,1,0.036939,4.353226,[ 6 28] ; [23 37],[10.4893617 23.5106383] ; [18.5106383 41.4893617],0
b2,1,0.036939,4.353226,[ 6 28] ; [23 37],[10.4893617 23.5106383] ; [18.5106383 41.4893617],0
s5,1,0.038048,4.302889,[17 59] ; [41 71],[23.44680851 52.55319149] ; [34.55319149 77.44680851],0
v2,1,0.045497,4.000125,[31 43] ; [61 46],[37.61325967 36.38674033] ; [54.38674033 52.61325967],0
s6,1,0.052717,3.752875,[41 35] ; [78 37],[47.35078534 28.64921466] ; [71.64921466 43.35078534],0
p5,1,0.064804,3.409954,[ 1 77] ; [  8 106],[ 3.65625 74.34375] ; [  5.34375 108.65625],0
s8,1,0.101951,2.674752,[21 57] ; [44 71],[26.26943005 51.73056995] ; [38.73056995 76.26943005],0
d3,1,0.127208,2.326247,[47 30] ; [83 33],[51.86528497 25.13471503] ; [78.13471503 37.86528497],0
u3,1,0.142073,2.155364,[33 13] ; [16 13],[30.05333333 15.94666667] ; [18.94666667 10.05333333],0
p12,1,0.155643,2.016053,[ 1 76] ; [  6 109],[ 2.80729167 74.19270833] ; [  4.19270833 110.80729167],0
v3,1,0.19922,1.648083,[16 56] ; [34 76],[19.78021978 52.21978022] ; [30.21978022 79.78021978],0
n2,1,0.286642,1.135328,[15  7] ; [36  9],[16.74626866  5.25373134] ; [34.25373134 10.74626866],0
s2,1,0.293779,1.102224,[32 46] ; [56 59],[35.56476684 42.43523316] ; [52.43523316 62.56476684],0
s7,1,0.305519,1.049948,[21 52] ; [40 71],[24.20108696 48.79891304] ; [36.79891304 74.20108696],0
r2,1,0.370333,0.802547,[76  2] ; [110   6],[74.78350515  3.21649485] ; [111.21649485   4.78350515],0
r1,1,0.38351,0.759422,[59 19] ; [93 22],[61.43005181 16.56994819] ; [90.56994819 24.43005181],0
p11,1,0.403759,0.697103,[50 28] ; [81 35],[52.67010309 25.32989691] ; [78.32989691 37.67010309],0
n3,1,0.415154,0.663991,[18  5] ; [31 14],[16.57352941  6.42647059] ; [32.42647059 12.57352941],0
p2,1,0.447864,0.576051,[55 23] ; [86 28],[57.28125 20.71875] ; [83.71875 30.28125],0
a7,1,0.455207,0.557654,[54 23] ; [87 29],[56.25388601 20.74611399] ; [84.74611399 31.25388601],0
b5,1,0.51706,0.419753,[50 28] ; [69 47],[47.84536082 30.15463918] ; [71.15463918 44.84536082],0
a1,1,0.522525,0.408906,[ 2 76] ; [  5 111],[ 2.81443299 75.18556701] ; [  4.18556701 111.81443299],0
n6,1,0.586496,0.29585,[50 27] ; [79 36],[51.734375 25.265625] ; [77.265625 37.734375],0
b1,1,0.589618,0.290941,[24 54] ; [40 76],[25.73195876 52.26804124] ; [38.26804124 77.73195876],0
p1,1,0.595301,0.282141,[ 4 74] ; [  8 106],[ 4.875 73.125] ; [  7.125 106.875],0
u2,1,0.630428,0.231481,[28 17] ; [17 13],[27. 18.] ; [18. 12.],0
a8,1,0.650736,0.204974,[ 3 70] ; [  6 101],[ 3.65 69.35] ; [  5.35 101.65],0
s4,1,0.659368,0.194293,[18 60] ; [30 86],[19.29896907 58.70103093] ; [28.70103093 87.29896907],0
b4,1,0.712351,0.13594,[45 33] ; [70 46],[46.2371134 31.7628866] ; [68.7628866 47.2371134],0
s3,1,0.724348,0.124365,[38 40] ; [59 56],[39.20207254 38.79792746] ; [57.79792746 57.20207254],0
v4,1,0.738742,0.111235,[75  2] ; [112   4],[74.60621762  2.39378238] ; [112.39378238   3.60621762],0
n1,1,0.785125,0.074336,[ 7 16] ; [12 32],[ 6.52238806 16.47761194] ; [12.47761194 31.52238806],0
p6,1,0.79604,0.06681,[19 56] ; [27 87],[18.25396825 56.74603175] ; [27.74603175 86.25396825],0
n5,1,0.967913,0.001618,[27 50] ; [40 75],[26.86979167 50.13020833] ; [40.13020833 74.86979167],0
s1,1,0.996175,2.3e-05,[ 2 75] ; [  3 113],[ 1.99481865 75.00518135] ; [  3.00518135 112.99481865],0
