Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1e-06,25.21253,[65 34] ; [152  16],[80.46067416 18.53932584] ; [136.53932584  31.46067416],1
p4,1,0.000125,14.723244,[63 37] ; [143  28],[76.01476015 23.98523985] ; [129.98523985  41.01476015],1
p11,1,0.000191,13.915228,[66 34] ; [146  25],[78.22878229 21.77121771] ; [133.77121771  37.22878229],1
p3,1,0.001035,10.763082,[47 53] ; [115  56],[59.77859779 40.22140221] ; [102.22140221  68.77859779],0
u2,1,0.017058,5.690381,[21  6] ; [26 26],[16.06329114 10.93670886] ; [30.93670886 21.06329114],0
u1,1,0.017166,5.679351,[30 70] ; [ 30 141],[22.1402214 77.8597786] ; [ 37.8597786 133.1402214],0
n5,1,0.019663,5.44159,[68 31] ; [138  32],[75.81412639 23.18587361] ; [130.18587361  39.81412639],0
a2,1,0.025529,4.987637,[34 66] ; [ 37 134],[26.19926199 73.80073801] ; [ 44.80073801 126.19926199],0
a6,1,0.039988,4.218394,[74 26] ; [105  65],[66.2962963 33.7037037] ; [112.7037037  57.2962963],0
p2,1,0.042828,4.102169,[83 17] ; [156  15],[88.19188192 11.80811808] ; [150.80811808  20.19188192],0
b3,1,0.046382,3.967681,[36 29] ; [40 61],[29.75903614 35.24096386] ; [46.24096386 54.75903614],0
b2,1,0.046382,3.967681,[36 29] ; [40 61],[29.75903614 35.24096386] ; [46.24096386 54.75903614],0
s4,1,0.049951,3.843101,[15 83] ; [ 43 125],[21.36842105 76.63157895] ; [ 36.63157895 131.36842105],0
r1,1,0.057427,3.610191,[72 28] ; [140  31],[78.22878229 21.77121771] ; [133.77121771  37.22878229],0
p10,1,0.057617,3.604691,[76 23] ; [146  24],[81.70260223 17.29739777] ; [140.29739777  29.70260223],0
p12,1,0.063955,3.431723,[ 3 97] ; [ 15 155],[ 6.66666667 93.33333333] ; [ 11.33333333 158.66666667],0
d3,1,0.077877,3.108669,[66 32] ; [132  39],[72.133829 25.866171] ; [125.866171  45.133829],0
d4,1,0.080541,3.053948,[79 21] ; [148  22],[84.07407407 15.92592593] ; [142.92592593  27.07407407],0
v1,1,0.080618,3.052402,[51 47] ; [107  63],[57.7761194 40.2238806] ; [100.2238806  69.7761194],0
a4,1,0.087395,2.921712,[57 42] ; [80 91],[50.23333333 48.76666667] ; [86.76666667 84.23333333],0
s7,1,0.087735,2.915448,[61 34] ; [88 77],[54.44230769 40.55769231] ; [94.55769231 70.44230769],0
r4,1,0.10055,2.696804,[87 13] ; [159  12],[90.77490775  9.22509225] ; [155.22509225  15.77490775],0
d1,1,0.10313,2.656466,[58 42] ; [116  55],[64.20664207 35.79335793] ; [109.79335793  61.20664207],0
n2,1,0.111422,2.533937,[21 13] ; [21  5],[23.8 10.2] ; [18.2  7.8],0
a8,1,0.187167,1.739778,[ 9 81] ; [ 25 131],[12.43902439 77.56097561] ; [ 21.56097561 134.43902439],0
v3,1,0.225635,1.468167,[30 66] ; [ 65 103],[34.54545455 61.45454545] ; [ 60.45454545 107.54545455],0
b5,1,0.275455,1.189376,[68 32] ; [105  66],[63.83763838 36.16236162] ; [109.16236162  61.83763838],0
v4,1,0.336071,0.925361,[94  6] ; [165   6],[95.57195572  4.42804428] ; [163.42804428   7.57195572],0
p9,1,0.351027,0.86974,[85 15] ; [152  19],[87.45387454 12.54612546] ; [149.54612546  21.45387454],0
u3,1,0.399927,0.708547,[18  9] ; [29 22],[16.26923077 10.73076923] ; [30.73076923 20.26923077],0
n6,1,0.410804,0.676472,[84 16] ; [148  21],[86.24535316 13.75464684] ; [145.75464684  23.24535316],0
s1,1,0.423176,0.641478,[ 4 94] ; [  4 166],[ 2.92537313 95.07462687] ; [  5.07462687 164.92537313],0
s2,1,0.431829,0.6179,[61 38] ; [97 74],[57.93333333 41.06666667] ; [100.06666667  70.93333333],0
a1,1,0.548329,0.360319,[ 5 95] ; [  6 165],[ 4.05904059 95.94095941] ; [  6.94095941 164.05904059],0
v2,1,0.593773,0.284491,[58 38] ; [97 73],[55.93984962 40.06015038] ; [99.06015038 70.93984962],0
s5,1,0.607205,0.264265,[33 58] ; [ 66 101],[34.91860465 56.08139535] ; [ 64.08139535 102.91860465],0
s8,1,0.648638,0.207621,[51 48] ; [93 78],[52.8 46.2] ; [91.2 79.8],0
a3,1,0.650233,0.205606,[73 27] ; [119  50],[71.37546468 28.62453532] ; [120.62453532  48.37546468],0
n3,1,0.69676,0.151865,[26  8] ; [18  7],[25.3559322  8.6440678] ; [18.6440678  6.3559322],0
s6,1,0.724325,0.124386,[68 30] ; [120  48],[69.26315789 28.73684211] ; [118.73684211  49.26315789],0
s3,1,0.758973,0.094144,[56 43] ; [100  71],[57.2 41.8] ; [98.8 72.2],0
r2,1,0.783428,0.075545,[95  4] ; [160   8],[94.5505618  4.4494382] ; [160.4494382   7.5505618],0
b1,1,0.817159,0.053454,[43 57] ; [76 95],[43.91143911 56.08856089] ; [75.08856089 95.91143911],0
a5,1,0.818678,0.052554,[73 27] ; [127  44],[73.80073801 26.19926199] ; [126.19926199  44.80073801],0
n1,1,0.82105,0.051164,[13 20] ; [11 15],[13.42372881 19.57627119] ; [10.57627119 15.42372881],0
d5,1,0.849197,0.036154,[83 16] ; [141  29],[82.43866171 16.56133829] ; [141.56133829  28.43866171],0
a7,1,0.865174,0.028829,[72 27] ; [122  48],[71.39776952 27.60223048] ; [122.60223048  47.39776952],0
d2,1,0.90068,0.015576,[54 46] ; [91 80],[53.50553506 46.49446494] ; [91.49446494 79.50553506],0
p1,1,0.910252,0.012706,[ 9 91] ; [ 16 154],[ 9.25925926 90.74074074] ; [ 15.74074074 154.25925926],0
n4,1,0.952025,0.00362,[81 19] ; [138  33],[80.81180812 19.18819188] ; [138.18819188  32.81180812],0
r3,1,0.962337,0.00223,[96  4] ; [163   7],[95.92592593  4.07407407] ; [163.07407407   6.92592593],0
b4,1,0.986486,0.000287,[58 42] ; [99 72],[57.93357934 42.06642066] ; [99.06642066 71.93357934],0
