Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.009588,6.709974,[15 19] ; [ 5 28],[10.14925373 23.85074627] ; [ 9.85074627 23.14925373],0
p10,1,0.613758,0.254739,[25  9] ; [26  7],[25.88059701  8.11940299] ; [25.11940299  7.88059701],0
p3,1,0.627029,0.236111,[15 19] ; [17 17],[16. 18.] ; [16. 18.],0
p4,1,0.627626,0.235294,[16 18] ; [18 16],[17. 17.] ; [17. 17.],0
p5,1,0.659081,0.194642,[ 3 31] ; [ 4 29],[ 3.55223881 30.44776119] ; [ 3.44776119 29.55223881],0
a3,1,0.662381,0.190644,[23 12] ; [20 13],[22.13235294 12.86764706] ; [20.86764706 12.13235294],0
s1,1,0.66665,0.185546,[ 3 32] ; [ 2 32],[ 2.53623188 32.46376812] ; [ 2.46376812 31.53623188],0
p6,1,0.675674,0.175036,[13 21] ; [11 22],[12.17910448 21.82089552] ; [11.82089552 21.17910448],0
a4,1,0.695886,0.152787,[15 20] ; [13 21],[14.20289855 20.79710145] ; [13.79710145 20.20289855],0
r4,1,0.702959,0.145412,[30  5] ; [28  6],[29.42028986  5.57971014] ; [28.57971014  5.42028986],0
b5,1,0.721618,0.126948,[19 16] ; [17 17],[18.26086957 16.73913043] ; [17.73913043 16.26086957],0
d1,1,0.725745,0.123054,[20 15] ; [18 16],[19.27536232 15.72463768] ; [18.72463768 15.27536232],0
n4,1,0.727651,0.121279,[ 8 27] ; [ 9 25],[ 8.62318841 26.37681159] ; [ 8.37681159 25.62318841],0
b4,1,0.731035,0.118164,[26  9] ; [24 10],[25.36231884  9.63768116] ; [24.63768116  9.36231884],0
s2,1,0.732927,0.116441,[23 12] ; [21 13],[22.31884058 12.68115942] ; [21.68115942 12.31884058],0
s4,1,0.733451,0.115966,[11 24] ; [12 22],[11.66666667 23.33333333] ; [11.33333333 22.66666667],0
n6,1,0.792952,0.068896,[24 10] ; [23 11],[23.5 10.5] ; [23.5 10.5],0
b3,1,0.839436,0.041053,[ 7 12] ; [ 8 12],[ 7.30769231 11.69230769] ; [ 7.69230769 12.30769231],0
b2,1,0.839436,0.041053,[ 7 12] ; [ 8 12],[ 7.30769231 11.69230769] ; [ 7.69230769 12.30769231],0
b1,1,0.855563,0.033133,[11 24] ; [10 24],[10.65217391 24.34782609] ; [10.34782609 23.65217391],0
v1,1,0.871695,0.026084,[16 19] ; [14 18],[15.67164179 19.32835821] ; [14.32835821 17.67164179],0
a7,1,0.938687,0.005917,[25 10] ; [24 10],[24.85507246 10.14492754] ; [24.14492754  9.85507246],0
s6,1,0.951563,0.00369,[28  7] ; [27  7],[27.89855072  7.10144928] ; [27.10144928  6.89855072],0
p1,1,0.964114,0.002024,[ 4 30] ; [ 4 29],[ 4.05970149 29.94029851] ; [ 3.94029851 29.05970149],0
a1,1,0.970361,0.001381,[ 3 32] ; [ 3 31],[ 3.04347826 31.95652174] ; [ 2.95652174 31.04347826],0
p7,1,0.976007,0.000905,[19 15] ; [18 14],[19.06060606 14.93939394] ; [17.93939394 14.06060606],0
s3,1,1.0,0.0,[21 13] ; [21 13],[21. 13.] ; [21. 13.],0
s7,1,1.0,0.0,[17 17] ; [16 16],[17. 17.] ; [16. 16.],0
