Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.009588,6.709974,[15 19] ; [ 5 28],[10.14925373 23.85074627] ; [ 9.85074627 23.14925373],0
u1,1,0.012922,6.179788,[10 25] ; [ 2 32],[ 6.08695652 28.91304348] ; [ 5.91304348 28.08695652],0
u2,1,0.018256,5.571429,[3 9] ; [10  4],[6. 6.] ; [7. 7.],0
p8,1,0.060341,3.527985,[10 23] ; [18 16],[13.79104478 19.20895522] ; [14.20895522 19.79104478],0
a2,1,0.064223,3.424823,[ 9 26] ; [ 3 31],[ 6.08695652 28.91304348] ; [ 5.91304348 28.08695652],0
r1,1,0.066157,3.375887,[27  7] ; [20 14],[23.5 10.5] ; [23.5 10.5],0
a5,1,0.102579,2.664984,[27  8] ; [20 14],[23.84057971 11.15942029] ; [23.15942029 10.84057971],0
p12,1,0.163359,1.942857,[ 4 30] ; [ 1 33],[ 2.5 31.5] ; [ 2.5 31.5],0
s8,1,0.170178,1.881373,[17 18] ; [11 23],[14.20289855 20.79710145] ; [13.79710145 20.20289855],0
v4,1,0.173783,1.850003,[30  4] ; [32  1],[31.46268657  2.53731343] ; [30.53731343  2.46268657],0
p2,1,0.182634,1.776059,[23 11] ; [27  6],[25.37313433  8.62686567] ; [24.62686567  8.37313433],0
a6,1,0.279272,1.170627,[20 15] ; [15 19],[17.75362319 17.24637681] ; [17.24637681 16.75362319],0
d5,1,0.298747,1.079778,[31  4] ; [27  7],[29.42028986  5.57971014] ; [28.57971014  5.42028986],0
n3,1,0.349575,0.875,[9 3] ; [5 4],[8. 4.] ; [6. 3.],0
d4,1,0.413684,0.668187,[31  4] ; [32  2],[31.95652174  3.04347826] ; [31.04347826  2.95652174],0
n1,1,0.428539,0.626781,[5 8] ; [5 4],[5.90909091 7.09090909] ; [4.09090909 4.90909091],0
u3,1,0.462325,0.54026,[6 6] ; [9 5],[6.92307692 5.07692308] ; [8.07692308 5.92307692],0
d3,1,0.480593,0.497517,[23 12] ; [25  9],[24.34782609 10.65217391] ; [23.65217391 10.34782609],0
p11,1,0.508813,0.436508,[21 14] ; [23 11],[22.31884058 12.68115942] ; [21.68115942 12.31884058],0
n2,1,0.512091,0.429792,[9 4] ; [5 4],[8.27272727 4.72727273] ; [5.72727273 3.27272727],0
d2,1,0.543319,0.369423,[18 17] ; [15 19],[16.73913043 18.26086957] ; [16.26086957 17.73913043],0
a8,1,0.553953,0.350282,[ 1 30] ; [ 2 29],[ 1.5 29.5] ; [ 1.5 29.5],0
p9,1,0.590399,0.289721,[26  8] ; [27  6],[26.89552239  7.10447761] ; [26.10447761  6.89552239],0
