Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,29.806218,[ 14 113] ; [31 37],[29.30769231 97.69230769] ; [15.69230769 52.30769231],1
d5,1,0.001751,9.793552,[87 44] ; [60  9],[96.285 34.715] ; [50.715 18.285],0
a7,1,0.001752,9.792996,[77 54] ; [55 13],[86.89447236 44.10552764] ; [45.10552764 22.89447236],0
r3,1,0.008586,6.906874,[102  29] ; [63  5],[108.61809045  22.38190955] ; [56.38190955 11.61809045],0
d1,1,0.011754,6.347673,[59 72] ; [44 25],[67.465 63.535] ; [35.535 33.465],0
p10,1,0.016634,5.734606,[69 60] ; [49 20],[76.87878788 52.12121212] ; [41.12121212 27.87878788],0
r1,1,0.022585,5.200171,[79 52] ; [52 16],[86.2361809 44.7638191] ; [44.7638191 23.2361809],0
p12,1,0.036414,4.377593,[  2 129] ; [ 5 64],[  4.585 126.415] ; [ 2.415 66.585],0
n3,1,0.049155,3.870069,[28 25] ; [17  5],[31.8 21.2] ; [13.2  8.8],0
s1,1,0.051565,3.789835,[ 11 120] ; [ 1 67],[  7.89949749 123.10050251] ; [ 4.10050251 63.89949749],0
s6,1,0.053901,3.71577,[53 77] ; [38 31],[59.44723618 70.55276382] ; [31.55276382 37.44723618],0
s2,1,0.063971,3.431331,[36 94] ; [28 41],[41.80904523 88.19095477] ; [22.19095477 46.80904523],0
a5,1,0.071486,3.248554,[74 57] ; [48 21],[79.91 51.09] ; [42.09 26.91],0
r2,1,0.083264,3.000011,[106  23] ; [63  6],[110.10606061  18.89393939] ; [58.89393939 10.10606061],0
a3,1,0.10068,2.694742,[77 53] ; [49 20],[82.31155779 47.68844221] ; [43.68844221 25.31155779],0
s3,1,0.114757,2.487457,[49 81] ; [34 35],[54.22110553 75.77889447] ; [28.77889447 40.22110553],0
d4,1,0.117859,2.445547,[97 34] ; [57 11],[101.37688442  29.62311558] ; [52.62311558 15.37688442],0
p9,1,0.120142,2.415462,[76 51] ; [49 20],[80.99489796 46.00510204] ; [44.00510204 24.99489796],0
d2,1,0.141437,2.16225,[56 73] ; [37 31],[60.89847716 68.10152284] ; [32.10152284 35.89847716],0
n5,1,0.17142,1.870479,[88 43] ; [39 29],[83.60301508 47.39698492] ; [43.39698492 24.60301508],0
n2,1,0.202983,1.620779,[32 24] ; [16  6],[34.46153846 21.53846154] ; [13.53846154  8.46153846],0
n6,1,0.219864,1.505258,[94 37] ; [55 14],[97.595 33.405] ; [51.405 17.595],0
b1,1,0.233091,1.421899,[55 76] ; [23 46],[51.09 79.91] ; [26.91 42.09],0
d3,1,0.233091,1.421899,[76 55] ; [46 23],[79.91 51.09] ; [42.09 26.91],0
b4,1,0.234049,1.416086,[80 51] ; [48 21],[83.84 47.16] ; [44.16 24.84],0
s5,1,0.245635,1.34796,[ 24 103] ; [17 48],[27.11979167 99.88020833] ; [13.88020833 51.11979167],0
p5,1,0.252091,1.311678,[  6 125] ; [ 1 68],[  4.585 126.415] ; [ 2.415 66.585],0
s8,1,0.258846,1.27492,[32 99] ; [22 47],[35.37 95.63] ; [18.63 50.37],0
r4,1,0.271382,1.209749,[91 40] ; [53 16],[94.32 36.68] ; [49.68 19.32],0
a2,1,0.294661,1.098203,[ 19 112] ; [14 55],[ 21.615 109.385] ; [11.385 57.615],0
p4,1,0.324303,0.971513,[40 90] ; [26 43],[43.11557789 86.88442211] ; [22.88442211 46.11557789],0
p11,1,0.369124,0.806612,[73 58] ; [43 26],[75.98 55.02] ; [40.02 28.98],0
a8,1,0.401305,0.704411,[ 10 114] ; [ 3 60],[  8.62032086 115.37967914] ; [ 4.37967914 58.62032086],0
p1,1,0.420918,0.647752,[ 14 116] ; [ 5 64],[ 12.4120603 117.5879397] ; [ 6.5879397 62.4120603],0
