Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.0,25.667159,[ 7 62] ; [57 67],[22.88082902 46.11917098] ; [41.11917098 82.88082902],1
d4,1,0.088863,2.89485,[55 14] ; [110  14],[58.98963731 10.01036269] ; [106.01036269  17.98963731],0
p6,1,0.08914,2.889845,[12 54] ; [36 86],[16.85106383 49.14893617] ; [31.14893617 90.85106383],0
p12,1,0.109514,2.561223,[ 1 68] ; [  8 114],[ 3.2513089 65.7486911] ; [  5.7486911 116.2513089],0
d3,1,0.146976,2.103357,[50 19] ; [101  23],[53.98445596 15.01554404] ; [97.01554404 26.98445596],0
s1,1,0.204222,1.611919,[ 5 64] ; [  4 120],[ 3.21761658 65.78238342] ; [  5.78238342 118.21761658],0
p5,1,0.213882,1.544957,[ 2 66] ; [  9 114],[ 3.91623037 64.08376963] ; [  7.08376963 115.91623037],0
s8,1,0.218619,1.513413,[18 51] ; [43 81],[21.80829016 47.19170984] ; [39.19170984 84.80829016],0
u3,1,0.219417,1.508181,[22 16] ; [21  8],[24.3880597 13.6119403] ; [18.6119403 10.3880597],0
n1,1,0.26208,1.257734,[ 6 17] ; [ 5 30],[ 4.36206897 18.63793103] ; [ 6.63793103 28.36206897],0
p11,1,0.281127,1.161635,[42 27] ; [85 39],[45.40414508 23.59585492] ; [81.59585492 42.40414508],0
a1,1,0.321724,0.981925,[ 1 68] ; [  5 119],[ 2.14507772 66.85492228] ; [  3.85492228 120.14507772],0
n3,1,0.33038,0.947407,[19  4] ; [25 10],[17.44827586  5.55172414] ; [26.55172414  8.44827586],0
s3,1,0.352944,0.862843,[28 41] ; [58 64],[31.06806283 37.93193717] ; [54.93193717 67.06806283],0
s7,1,0.415609,0.662699,[21 46] ; [44 74],[23.54054054 43.45945946] ; [41.45945946 76.54054054],0
p8,1,0.447184,0.577781,[26 42] ; [54 69],[28.48167539 39.51832461] ; [51.51832461 71.48167539],0
s5,1,0.545006,0.366341,[16 51] ; [33 85],[17.74594595 49.25405405] ; [31.25405405 86.74594595],0
v3,1,0.567648,0.326635,[17 47] ; [37 84],[18.68108108 45.31891892] ; [35.31891892 85.68108108],0
b2,1,0.615551,0.252171,[ 8 25] ; [20 49],[ 9.05882353 23.94117647] ; [18.94117647 50.05882353],0
b3,1,0.615551,0.252171,[ 8 25] ; [20 49],[ 9.05882353 23.94117647] ; [18.94117647 50.05882353],0
r2,1,0.639734,0.21909,[61  7] ; [111  10],[61.88359788  6.11640212] ; [110.11640212  10.88359788],0
a8,1,0.643619,0.21404,[ 4 61] ; [  9 103],[ 4.7740113 60.2259887] ; [  8.2259887 103.7740113],0
b4,1,0.652899,0.202265,[44 25] ; [75 49],[42.54404145 26.45595855] ; [76.45595855 47.54404145],0
v4,1,0.710953,0.137327,[62  6] ; [114   9],[62.65968586  5.34031414] ; [113.34031414   9.65968586],0
b5,1,0.760901,0.092597,[43 26] ; [80 44],[43.97409326 25.02590674] ; [79.02590674 44.97409326],0
u2,1,0.817722,0.053119,[22 15] ; [17 13],[21.53731343 15.46268657] ; [17.46268657 12.53731343],0
s4,1,0.841522,0.039979,[12 57] ; [ 23 101],[12.51295337 56.48704663] ; [ 22.48704663 101.51295337],0
p1,1,0.843582,0.038933,[ 4 64] ; [  8 113],[ 4.31746032 63.68253968] ; [  7.68253968 113.31746032],0
n2,1,0.945701,0.004638,[13  9] ; [21 14],[13.12280702  8.87719298] ; [20.87719298 14.12280702],0
n6,1,0.980332,0.000608,[45 24] ; [80 43],[44.921875 24.078125] ; [80.078125 42.921875],0
