Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.0,25.667159,[ 7 62] ; [57 67],[22.88082902 46.11917098] ; [41.11917098 82.88082902],1
a3,1,7e-06,20.17066,[30 39] ; [94 30],[44.33160622 24.66839378] ; [79.66839378 44.33160622],1
d2,1,8e-06,19.856095,[13 56] ; [64 60],[27.52849741 41.47150259] ; [49.47150259 74.52849741],1
u1,1,0.000179,14.036138,[ 1 68] ; [26 98],[ 9.65284974 59.34715026] ; [ 17.34715026 106.65284974],1
a6,1,0.000224,13.615822,[37 32] ; [98 26],[48.2642487 20.7357513] ; [86.7357513 37.2642487],1
d1,1,0.000443,12.340352,[27 42] ; [81 43],[38.61139896 30.38860104] ; [69.38860104 54.61139896],1
r1,1,0.001197,10.495578,[42 27] ; [101  22],[51.390625 17.609375] ; [91.609375 31.390625],0
d5,1,0.001482,10.10051,[47 22] ; [108  16],[55.41450777 13.58549223] ; [99.58549223 24.41450777],0
n4,1,0.00349,8.531661,[17 52] ; [57 67],[26.45595855 42.54404145] ; [47.54404145 76.45595855],0
v2,1,0.005245,7.793117,[25 41] ; [70 48],[34.07608696 31.92391304] ; [60.92391304 57.07608696],0
p4,1,0.005343,7.759632,[21 48] ; [63 60],[30.1875 38.8125] ; [53.8125 69.1875],0
s6,1,0.007882,7.060041,[29 39] ; [77 46],[37.7382199 30.2617801] ; [68.2617801 54.7382199],0
r4,1,0.021213,5.309195,[51 18] ; [108  16],[56.84455959 12.15544041] ; [102.15544041  21.84455959],0
p3,1,0.022709,5.190623,[18 51] ; [52 70],[25.28795812 43.71204188] ; [44.71204188 77.28795812],0
p10,1,0.029159,4.758184,[38 27] ; [91 32],[44.60106383 20.39893617] ; [84.39893617 38.60106383],0
p7,1,0.034757,4.457086,[28 39] ; [70 51],[34.92553191 32.07446809] ; [63.07446809 57.92553191],0
p2,1,0.034855,4.452266,[48 20] ; [102  20],[53.68421053 14.31578947] ; [96.31578947 25.68421053],0
s2,1,0.040607,4.192342,[21 48] ; [56 67],[27.671875 41.328125] ; [49.328125 73.671875],0
r3,1,0.046905,3.948807,[62  7] ; [120   4],[65.06735751  3.93264249] ; [116.93264249   7.06735751],0
b1,1,0.060643,3.519724,[17 52] ; [47 77],[22.88082902 46.11917098] ; [41.11917098 82.88082902],0
v1,1,0.06476,3.411076,[19 47] ; [51 69],[24.83870968 41.16129032] ; [45.16129032 74.83870968],0
p9,1,0.071178,3.255634,[44 22] ; [96 26],[49.14893617 16.85106383] ; [90.85106383 31.14893617],0
