Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,29.568944,[88 26] ; [105 122],[64.52199413 49.47800587] ; [128.47800587  98.52199413],1
n4,1,0.040596,4.192817,[89 25] ; [153  74],[80.90322581 33.09677419] ; [161.09677419  65.90322581],0
u1,1,0.063553,3.442154,[22 92] ; [ 27 201],[16.33333333 97.66666667] ; [ 32.66666667 195.33333333],0
s4,1,0.092931,2.82285,[28 82] ; [ 40 187],[22.1958457 87.8041543] ; [ 45.8041543 181.1958457],0
u2,1,0.101953,2.67473,[23 13] ; [39 43],[18.91525424 17.08474576] ; [43.08474576 38.91525424],0
n6,1,0.106249,2.609151,[99 15] ; [181  46],[93.60703812 20.39296188] ; [186.39296188  40.60703812],0
b1,1,0.131408,2.275797,[48 66] ; [ 77 151],[41.66666667 72.33333333] ; [ 83.33333333 144.66666667],0
p9,1,0.144302,2.13147,[98 16] ; [178  46],[93.0887574 20.9112426] ; [182.9112426  41.0887574],0
v2,1,0.151158,2.060523,[38 75] ; [ 91 127],[44.03927492 68.96072508] ; [ 84.96072508 133.03927492],0
r2,1,0.20186,1.628864,[104   7] ; [203  24],[100.81952663  10.18047337] ; [206.18047337  20.81952663],0
a2,1,0.205188,1.605054,[26 88] ; [ 39 189],[21.66666667 92.33333333] ; [ 43.33333333 184.66666667],0
u3,1,0.217741,1.519198,[21 14] ; [39 43],[17.94871795 17.05128205] ; [42.05128205 39.94871795],0
s6,1,0.243641,1.359401,[74 36] ; [136  88],[69.16167665 40.83832335] ; [140.83832335  83.16167665],0
a5,1,0.292729,1.107029,[80 34] ; [147  81],[75.66666667 38.33333333] ; [151.33333333  76.66666667],0
d2,1,0.29632,1.090683,[55 59] ; [ 96 131],[50.48093842 63.51906158] ; [100.51906158 126.48093842],0
s3,1,0.334159,0.932712,[69 44] ; [125 100],[64.85798817 48.14201183] ; [129.14201183  95.85798817],0
a3,1,0.336342,0.924324,[78 36] ; [144  84],[74. 40.] ; [148.  80.],0
d1,1,0.399846,0.70879,[63 51] ; [115 113],[59.33333333 54.66666667] ; [118.66666667 109.33333333],0
a6,1,0.41303,0.670063,[74 40] ; [158  70],[77.33333333 36.66666667] ; [154.66666667  73.33333333],0
a7,1,0.428736,0.626246,[78 35] ; [166  61],[81.09411765 31.90588235] ; [162.90588235  64.09411765],0
r4,1,0.50895,0.436224,[100  14] ; [194  34],[98. 16.] ; [196.  32.],0
p10,1,0.532481,0.389654,[90 23] ; [174  53],[87.74117647 25.25882353] ; [176.25882353  50.74117647],0
n3,1,0.570783,0.321375,[25  8] ; [45 19],[23.81443299  9.18556701] ; [46.18556701 17.81443299],0
v4,1,0.607373,0.264019,[108   5] ; [213  13],[107.   6.] ; [214.  12.],0
r1,1,0.609382,0.261076,[84 30] ; [173  54],[85.91788856 28.08211144] ; [171.08211144  55.91788856],0
a8,1,0.617916,0.248807,[14 93] ; [ 23 183],[12.6485623 94.3514377] ; [ 24.3514377 181.6485623],0
d5,1,0.619478,0.246602,[85 28] ; [177  51],[86.82111437 26.17888563] ; [175.17888563  52.82111437],0
s1,1,0.639707,0.219125,[  4 108] ; [  6 220],[  3.31360947 108.68639053] ; [  6.68639053 219.31360947],0
v3,1,0.689786,0.159317,[27 87] ; [ 57 165],[28.5 85.5] ; [ 55.5 166.5],0
b5,1,0.700236,0.148226,[62 52] ; [129  99],[63.66666667 50.33333333] ; [127.33333333 100.66666667],0
p11,1,0.710319,0.137959,[88 26] ; [180  48],[89.33333333 24.66666667] ; [178.66666667  49.33333333],0
r3,1,0.739419,0.110638,[104   8] ; [212  14],[104.71005917   7.28994083] ; [211.28994083  14.71005917],0
d3,1,0.756671,0.09601,[78 34] ; [155  73],[76.75294118 35.24705882] ; [156.24705882  71.75294118],0
d4,1,0.822433,0.050363,[89 25] ; [174  52],[88.18235294 25.81764706] ; [174.81764706  51.18235294],0
n2,1,0.884809,0.020989,[23 10] ; [43 20],[22.6875 10.3125] ; [43.3125 19.6875],0
n1,1,0.913075,0.011916,[10 22] ; [19 44],[ 9.76842105 22.23157895] ; [19.23157895 43.76842105],0
