Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,43.948536,[45 57] ; [208  53],[71.09090909 30.90909091] ; [181.90909091  79.09090909],1
p9,1,0.207879,1.586138,[88 13] ; [237  22],[91.18055556  9.81944444] ; [233.81944444  25.18055556],0
n1,1,0.27306,1.201308,[12 11] ; [16 26],[ 9.90769231 13.09230769] ; [18.09230769 23.90769231],0
v2,1,0.301213,1.068816,[53 44] ; [153  99],[57.25501433 39.74498567] ; [148.74498567 103.25501433],0
v3,1,0.301981,1.065427,[48 52] ; [104 144],[43.67816092 56.32183908] ; [108.32183908 139.67816092],0
p6,1,0.336627,0.923236,[47 51] ; [110 150],[42.97765363 55.02234637] ; [114.02234637 145.97765363],0
b2,1,0.35936,0.840128,[35 44] ; [61 99],[31.73221757 47.26778243] ; [64.26778243 95.73221757],0
b3,1,0.35936,0.840128,[35 44] ; [61 99],[31.73221757 47.26778243] ; [64.26778243 95.73221757],0
a8,1,0.361085,0.834118,[13 83] ; [ 43 201],[15.81176471 80.18823529] ; [ 40.18823529 203.81176471],0
d2,1,0.425545,0.63495,[49 53] ; [137 123],[52.40883978 49.59116022] ; [133.59116022 126.40883978],0
v1,1,0.444185,0.585446,[62 37] ; [146 105],[58.83428571 40.16571429] ; [149.16571429 101.83428571],0
a5,1,0.445659,0.58167,[76 26] ; [205  57],[78.74175824 23.25824176] ; [202.25824176  59.74175824],0
s4,1,0.493269,0.469388,[25 76] ; [ 55 202],[22.5698324 78.4301676] ; [ 57.4301676 199.5698324],0
u3,1,0.494147,0.467483,[11  7] ; [48 21],[12.20689655  5.79310345] ; [46.79310345 22.20689655],0
p7,1,0.521275,0.41137,[72 26] ; [175  75],[69.55747126 28.44252874] ; [177.44252874  72.55747126],0
r3,1,0.535739,0.383494,[98  4] ; [254   7],[98.90909091  3.09090909] ; [253.09090909   7.90909091],0
s1,1,0.577659,0.310035,[ 3 98] ; [ 11 249],[ 3.91689751 97.08310249] ; [ 10.08310249 249.91689751],0
s5,1,0.629501,0.232738,[49 48] ; [121 133],[46.98005698 50.01994302] ; [123.01994302 130.98005698],0
n2,1,0.63984,0.218951,[20  4] ; [33  9],[19.27272727  4.72727273] ; [33.72727273  8.27272727],0
n4,1,0.650759,0.204945,[85 17] ; [213  49],[83.50549451 18.49450549] ; [214.49450549  47.50549451],0
u4,1,0.676966,0.173561,[ 4 98] ; [  8 254],[ 3.36263736 98.63736264] ; [  8.63736264 253.36263736],0
d5,1,0.758835,0.094256,[83 18] ; [218  43],[83.98066298 17.01933702] ; [217.01933702  43.98066298],0
p5,1,0.768103,0.08694,[13 86] ; [ 37 221],[13.86554622 85.13445378] ; [ 36.13445378 221.86554622],0
s3,1,0.770416,0.085165,[92 10] ; [230  28],[91.23333333 10.76666667] ; [230.76666667  27.23333333],0
n5,1,0.780943,0.077334,[84 17] ; [213  47],[83.09418283 17.90581717] ; [213.90581717  46.09418283],0
s6,1,0.849956,0.035787,[86 13] ; [223  36],[85.44972067 13.55027933] ; [223.55027933  35.44972067],0
p3,1,0.873405,0.025388,[55 46] ; [144 116],[55.67590028 45.32409972] ; [143.32409972 116.67590028],0
a4,1,0.902909,0.014881,[49 53] ; [124 138],[48.47802198 53.52197802] ; [124.52197802 137.47802198],0
u2,1,0.95956,0.002571,[11  7] ; [42 26],[11.09302326  6.90697674] ; [41.90697674 26.09302326],0
