Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,43.948536,[45 57] ; [208  53],[71.09090909 30.90909091] ; [181.90909091  79.09090909],1
a6,1,0.0,43.299484,[40 62] ; [197  63],[66.77900552 35.22099448] ; [170.22099448  89.77900552],1
a2,1,2.5e-05,17.735806,[11 91] ; [ 85 177],[26.9010989 75.0989011] ; [ 69.0989011 192.9010989],1
b5,1,3.5e-05,17.143393,[44 58] ; [175  87],[61.36813187 40.63186813] ; [157.63186813 104.36813187],1
u1,1,0.000326,12.917512,[ 9 93] ; [ 68 194],[21.57692308 80.42307692] ; [ 55.42307692 206.57692308],1
d1,1,0.000448,12.318758,[53 49] ; [187  75],[67.25274725 34.74725275] ; [172.74725275  89.25274725],1
s8,1,0.003631,8.459601,[76 26] ; [151 109],[63.96132597 38.03867403] ; [163.03867403  96.96132597],0
b4,1,0.004142,8.220357,[47 55] ; [164  98],[59.12637363 42.87362637] ; [151.87362637 110.12637363],0
s7,1,0.012074,6.299959,[80 21] ; [168  88],[70.16246499 30.83753501] ; [177.83753501  78.16246499],0
r2,1,0.013474,6.105836,[93  8] ; [253   6],[97.07222222  3.92777778] ; [248.92777778  10.07222222],0
r4,1,0.017606,5.63492,[88 14] ; [246  16],[93.59340659  8.40659341] ; [240.40659341  21.59340659],0
d4,1,0.03005,4.706414,[82 19] ; [234  27],[88.16574586 12.83425414] ; [227.83425414  33.16574586],0
p4,1,0.043022,4.094548,[59 42] ; [181  79],[67.1468144 33.8531856] ; [172.8531856  87.1468144],0
p2,1,0.047377,3.931937,[80 20] ; [230  31],[85.87257618 14.12742382] ; [224.12742382  36.87257618],0
v4,1,0.062928,3.458495,[96  5] ; [255   4],[98.475  2.525] ; [252.525   6.475],0
r1,1,0.065538,3.39139,[77 25] ; [218  42],[83.12154696 18.87845304] ; [211.87845304  48.12154696],0
n3,1,0.084885,2.968794,[14 11] ; [32 10],[17.1641791  7.8358209] ; [28.8358209 13.1641791],0
b1,1,0.088763,2.896672,[44 58] ; [ 88 174],[36.98901099 65.01098901] ; [ 95.01098901 166.98901099],0
a3,1,0.090421,2.866869,[84 18] ; [193  68],[77.83471074 24.16528926] ; [199.16528926  61.83471074],0
p10,1,0.093109,2.81978,[87 14] ; [240  21],[91.23480663  9.76519337] ; [235.76519337  25.23480663],0
p8,1,0.118443,2.437784,[51 48] ; [157 102],[57.51955307 41.48044693] ; [150.48044693 108.51955307],0
p1,1,0.149487,2.077473,[ 5 96] ; [ 25 235],[ 8.3933518 92.6066482] ; [ 21.6066482 238.3933518],0
a1,1,0.164976,1.928016,[ 9 93] ; [ 13 249],[ 6.16483516 95.83516484] ; [ 15.83516484 246.16483516],0
p12,1,0.190745,1.711857,[ 9 91] ; [ 37 225],[12.70718232 87.29281768] ; [ 33.29281768 228.70718232],0
n6,1,0.200979,1.635246,[86 15] ; [232  26],[89.46518106 11.53481894] ; [228.53481894  29.46518106],0
