Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,0.000777,11.295639,[3 6] ; [55 11],[6.96 2.04] ; [51.04 14.96],1
r3,1,0.001242,10.427476,[4 5] ; [58  8],[7.44 1.56] ; [54.56 11.44],0
r4,1,0.004474,8.080808,[4 5] ; [56 10],[7.2 1.8] ; [52.8 13.2],0
p2,1,0.006785,7.329062,[2 7] ; [44 20],[5.67123288 3.32876712] ; [40.32876712 23.67123288],0
p10,1,0.01272,6.207686,[2 7] ; [42 22],[5.42465753 3.57534247] ; [38.57534247 25.42465753],0
n6,1,0.039757,4.228237,[4 5] ; [50 15],[6.56756757 2.43243243] ; [47.43243243 17.56756757],0
v2,1,0.044771,4.027229,[3 6] ; [44 21],[5.71621622 3.28378378] ; [41.28378378 23.71621622],0
s1,1,0.048579,3.889835,[2 7] ; [ 3 62],[0.60810811 8.39189189] ; [ 4.39189189 60.60810811],0
s6,1,0.063431,3.445313,[3 5] ; [45 19],[5.33333333 2.66666667] ; [42.66666667 21.33333333],0
d1,1,0.068839,3.310488,[2 7] ; [36 30],[4.56 4.44] ; [33.44 32.56],0
d4,1,0.071206,3.255008,[5 4] ; [54 12],[7.08 1.92] ; [51.92 14.08],0
s7,1,0.072912,3.216206,[1 6] ; [30 30],[3.23880597 3.76119403] ; [27.76119403 32.23880597],0
d5,1,0.096217,2.767149,[5 4] ; [53 13],[6.96 2.04] ; [51.04 14.96],0
p1,1,0.097895,2.739501,[2 7] ; [ 4 61],[0.72972973 8.27027027] ; [ 5.27027027 59.72972973],0
p7,1,0.118446,2.437755,[2 7] ; [31 31],[4.18309859 4.81690141] ; [28.81690141 33.18309859],0
b5,1,0.131668,2.272727,[4 5] ; [46 20],[6. 3.] ; [44. 22.],0
a1,1,0.156499,2.007735,[2 7] ; [ 5 61],[0.84 8.16] ; [ 6.16 59.84],0
p6,1,0.175806,1.832727,[1 8] ; [21 42],[2.75 6.25] ; [19.25 43.75],0
d3,1,0.198566,1.652893,[5 4] ; [50 16],[6.6 2.4] ; [48.4 17.6],0
s8,1,0.232363,1.426335,[2 7] ; [28 37],[3.64864865 5.35135135] ; [26.35135135 38.64864865],0
p9,1,0.25709,1.28436,[4 5] ; [41 23],[5.54794521 3.45205479] ; [39.45205479 24.54794521],0
b1,1,0.306093,1.047459,[6 3] ; [32 34],[4.56 4.44] ; [33.44 32.56],0
u3,1,0.315086,1.009234,[1 3] ; [11 10],[1.92 2.08] ; [10.08 10.92],0
a5,1,0.339298,0.913081,[5 4] ; [47 19],[6.24 2.76] ; [45.76 20.24],0
a7,1,0.393575,0.727867,[5 4] ; [46 20],[6.12 2.88] ; [44.88 21.12],0
r2,1,0.419271,0.652357,[8 1] ; [62  3],[8.51351351 0.48648649] ; [61.48648649  3.51351351],0
s3,1,0.468337,0.525897,[3 6] ; [30 35],[4.01351351 4.98648649] ; [28.98648649 36.01351351],0
a3,1,0.47061,0.520543,[5 4] ; [44 21],[5.95945946 3.04054054] ; [43.04054054 21.95945946],0
b4,1,0.511151,0.431711,[5 4] ; [44 22],[5.88 3.12] ; [43.12 22.88],0
n5,1,0.511151,0.431711,[5 4] ; [44 22],[5.88 3.12] ; [43.12 22.88],0
a4,1,0.546184,0.364198,[3 6] ; [29 37],[3.84 5.16] ; [28.16 37.84],0
d2,1,0.568811,0.324675,[4 5] ; [36 30],[4.8 4.2] ; [35.2 30.8],0
s4,1,0.58707,0.294944,[1 8] ; [12 53],[1.58108108 7.41891892] ; [11.41891892 53.58108108],0
p8,1,0.613204,0.255535,[3 6] ; [27 37],[3.69863014 5.30136986] ; [26.30136986 37.69863014],0
p4,1,0.622156,0.242849,[4 5] ; [33 29],[4.69014085 4.30985915] ; [32.30985915 29.69014085],0
n4,1,0.629722,0.232438,[6 3] ; [49 17],[6.6 2.4] ; [48.4 17.6],0
a2,1,0.747898,0.103306,[2 7] ; [18 48],[2.4 6.6] ; [17.6 48.4],0
a6,1,0.771717,0.084175,[5 4] ; [40 26],[5.4 3.6] ; [39.6 26.4],0
b3,1,0.822456,0.05035,[1 2] ; [ 9 24],[0.83333333 2.16666667] ; [ 9.16666667 23.83333333],0
b2,1,0.822456,0.05035,[1 2] ; [ 9 24],[0.83333333 2.16666667] ; [ 9.16666667 23.83333333],0
p3,1,0.827382,0.047551,[4 5] ; [26 38],[3.69863014 5.30136986] ; [26.30136986 37.69863014],0
v1,1,0.886724,0.020292,[5 4] ; [35 31],[4.8 4.2] ; [35.2 30.8],0
s2,1,0.923169,0.009301,[5 4] ; [35 30],[4.86486486 4.13513514] ; [35.13513514 29.86486486],0
u2,1,0.930388,0.007631,[2 2] ; [10 11],[1.92 2.08] ; [10.08 10.92],0
a8,1,0.944253,0.00489,[1 8] ; [ 6 52],[0.94029851 8.05970149] ; [ 6.05970149 51.94029851],0
