Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,32.150871,[ 3 34] ; [77 49],[18.1595092 18.8404908] ; [61.8404908 64.1595092],1
p9,1,1e-05,19.581265,[14 20] ; [99 25],[24.3164557  9.6835443] ; [88.6835443 35.3164557],1
v4,1,4.4e-05,16.692264,[21 16] ; [109  16],[29.69135802  7.30864198] ; [100.30864198  24.69135802],1
p10,1,0.000103,15.089889,[13 23] ; [88 35],[22.86792453 13.13207547] ; [78.13207547 44.86792453],1
p11,1,0.000123,14.752482,[14 23] ; [91 35],[23.83435583 13.16564417] ; [81.16564417 44.83435583],1
n2,1,0.000137,14.541637,[ 6 11] ; [35  6],[12.01724138  4.98275862] ; [28.98275862 12.01724138],1
s6,1,0.000586,11.819709,[ 7 30] ; [64 62],[16.11656442 20.88343558] ; [54.88343558 71.11656442],1
n6,1,0.000846,11.136742,[17 19] ; [96 30],[25.11111111 10.88888889] ; [87.88888889 38.11111111],1
p2,1,0.005951,7.564971,[18 19] ; [91 34],[24.89506173 12.10493827] ; [84.10493827 40.89506173],0
a7,1,0.00765,7.11352,[13 24] ; [75 50],[20.09876543 16.90123457] ; [67.90123457 57.09876543],0
s8,1,0.012851,6.189569,[ 3 34] ; [35 91],[ 8.62576687 28.37423313] ; [29.37423313 96.62576687],0
b3,1,0.03431,4.479204,[12 14] ; [17 54],[ 7.77319588 18.22680412] ; [21.22680412 49.77319588],0
b2,1,0.03431,4.479204,[12 14] ; [17 54],[ 7.77319588 18.22680412] ; [21.22680412 49.77319588],0
p4,1,0.049021,3.874628,[12 25] ; [64 62],[17.25153374 19.74846626] ; [58.74846626 67.25153374],0
s2,1,0.050684,3.81868,[ 9 28] ; [53 73],[14.07361963 22.92638037] ; [47.92638037 78.07361963],0
p3,1,0.068307,3.323241,[ 9 28] ; [51 74],[13.7037037 23.2962963] ; [46.2962963 78.7037037],0
s7,1,0.06969,3.290303,[ 6 29] ; [39 79],[10.29411765 24.70588235] ; [34.70588235 83.29411765],0
n3,1,0.087722,2.915695,[8 9] ; [29 12],[10.84482759  6.15517241] ; [26.15517241 14.84482759],0
d5,1,0.095897,2.772492,[19 18] ; [83 42],[23.2962963 13.7037037] ; [78.7037037 46.2962963],0
n5,1,0.097337,2.748646,[28  9] ; [76 49],[23.75308642 13.24691358] ; [80.24691358 44.75308642],0
p8,1,0.099799,2.708749,[ 9 27] ; [50 75],[13.19254658 22.80745342] ; [45.80745342 79.19254658],0
r2,1,0.103151,2.656132,[22 13] ; [92 28],[25.74193548  9.25806452] ; [88.25806452 31.74193548],0
a1,1,0.103169,2.655859,[ 5 32] ; [  7 119],[ 2.72392638 34.27607362] ; [  9.27607362 116.72392638],0
a8,1,0.112579,2.517636,[ 1 35] ; [ 14 106],[ 3.46153846 32.53846154] ; [ 11.53846154 108.46153846],0
b1,1,0.114499,2.491006,[21 16] ; [53 73],[16.79754601 20.20245399] ; [57.20245399 68.79754601],0
d3,1,0.119455,2.424453,[14 23] ; [65 59],[18.1552795 18.8447205] ; [60.8447205 63.1552795],0
b5,1,0.130464,2.286979,[19 18] ; [82 44],[22.92638037 14.07361963] ; [78.07361963 47.92638037],0
n4,1,0.165717,1.921264,[25 12] ; [69 57],[21.33742331 15.66257669] ; [72.66257669 53.33742331],0
s3,1,0.166975,1.90989,[11 24] ; [56 70],[14.56521739 20.43478261] ; [52.43478261 73.56521739],0
d2,1,0.167169,1.908148,[16 20] ; [40 85],[12.52173913 23.47826087] ; [43.47826087 81.52173913],0
v2,1,0.168904,1.892644,[ 7 29] ; [39 86],[10.28571429 25.71428571] ; [35.71428571 89.28571429],0
a6,1,0.197208,1.662929,[17 20] ; [73 53],[20.42944785 16.57055215] ; [69.57055215 56.42944785],0
d4,1,0.223055,1.484607,[20 17] ; [82 44],[23.15337423 13.84662577] ; [78.84662577 47.15337423],0
p7,1,0.239892,1.381231,[14 22] ; [62 62],[17.1 18.9] ; [58.9 65.1],0
u3,1,0.268064,1.22663,[ 6 14] ; [26 33],[ 8.10126582 11.89873418] ; [23.89873418 35.10126582],0
p1,1,0.360887,0.834803,[ 4 33] ; [  8 118],[ 2.72392638 34.27607362] ; [  9.27607362 116.72392638],0
