Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,3.5e-05,17.149324,[50 49] ; [55 12],[62.62048193 36.37951807] ; [42.37951807 24.62048193],1
v1,1,0.000116,14.860169,[27 71] ; [38 28],[38.84146341 59.15853659] ; [26.15853659 39.84146341],1
v3,1,0.000121,14.781244,[13 83] ; [26 39],[23.25465839 72.74534161] ; [15.74534161 49.25465839],1
r4,1,0.002979,8.820476,[58 41] ; [54 13],[66.79518072 32.20481928] ; [45.20481928 21.79518072],0
p7,1,0.003706,8.422431,[41 56] ; [42 22],[50.00621118 46.99378882] ; [32.99378882 31.00621118],0
r3,1,0.003845,8.355497,[70 29] ; [60  7],[77.53012048 21.46987952] ; [52.46987952 14.53012048],0
d4,1,0.003998,8.284643,[57 42] ; [53 14],[65.60240964 33.39759036] ; [44.39759036 22.60240964],0
p10,1,0.004593,8.033232,[49 49] ; [47 18],[57.71779141 40.28220859] ; [38.28220859 26.71779141],0
d1,1,0.005967,7.560199,[28 71] ; [33 34],[36.37951807 62.62048193] ; [24.62048193 42.37951807],0
p8,1,0.006808,7.322965,[26 73] ; [30 34],[34.01226994 64.98773006] ; [21.98773006 42.01226994],0
p9,1,0.009916,6.649894,[56 41] ; [51 15],[63.67484663 33.32515337] ; [43.32515337 22.67484663],0
n3,1,0.026666,4.912281,[20 18] ; [15  3],[23.75 14.25] ; [11.25  6.75],0
p11,1,0.027166,4.88021,[59 40] ; [51 16],[65.60240964 33.39759036] ; [44.39759036 22.60240964],0
r1,1,0.027905,4.833906,[51 48] ; [46 21],[57.84939759 41.15060241] ; [39.15060241 27.84939759],0
p4,1,0.030712,4.669008,[33 65] ; [32 31],[39.56521739 58.43478261] ; [25.43478261 37.56521739],0
a3,1,0.045148,4.01312,[52 46] ; [46 21],[58.20606061 39.79393939] ; [39.79393939 27.20606061],0
s1,1,0.100858,2.691919,[ 7 91] ; [ 1 65],[ 4.7804878 93.2195122] ; [ 3.2195122 62.7804878],0
v4,1,0.109308,2.564202,[75 23] ; [58  9],[78.99393939 19.00606061] ; [54.00606061 12.99393939],0
s5,1,0.115339,2.479503,[23 73] ; [23 42],[27.42857143 68.57142857] ; [18.57142857 46.42857143],0
a1,1,0.120748,2.407597,[ 9 90] ; [ 2 65],[ 6.56024096 92.43975904] ; [ 4.43975904 62.56024096],0
r2,1,0.135987,2.222786,[77 21] ; [57  8],[80.56441718 17.43558282] ; [53.43558282 11.56441718],0
p2,1,0.158705,1.986523,[63 34] ; [49 16],[67.0617284 29.9382716] ; [44.9382716 20.0617284],0
s2,1,0.164545,1.931952,[20 78] ; [20 47],[23.75757576 74.24242424] ; [16.24242424 50.75757576],0
s3,1,0.177343,1.819747,[41 56] ; [21 45],[36.89570552 60.10429448] ; [25.10429448 40.89570552],0
n6,1,0.19568,1.674324,[65 33] ; [50 16],[68.7195122 29.2804878] ; [46.2804878 19.7195122],0
p6,1,0.22143,1.49508,[17 79] ; [16 46],[20.05063291 75.94936709] ; [12.94936709 49.05063291],0
u1,1,0.228216,1.451947,[ 5 94] ; [ 1 66],[ 3.57831325 95.42168675] ; [ 2.42168675 64.57831325],0
n2,1,0.251417,1.315415,[25 15] ; [14  4],[26.89655172 13.10344828] ; [12.10344828  5.89655172],0
a8,1,0.258265,1.278034,[ 9 84] ; [ 3 60],[ 7.15384615 85.84615385] ; [ 4.84615385 58.15384615],0
s4,1,0.259784,1.269908,[20 79] ; [ 9 58],[17.29518072 81.70481928] ; [11.70481928 55.29518072],0
b1,1,0.269599,1.218787,[47 52] ; [26 41],[43.53614458 55.46385542] ; [29.46385542 37.53614458],0
a5,1,0.269599,1.218787,[52 47] ; [41 26],[55.46385542 43.53614458] ; [37.53614458 29.46385542],0
b2,1,0.310735,1.027549,[19 45] ; [15 23],[21.33333333 42.66666667] ; [12.66666667 25.33333333],0
b3,1,0.310735,1.027549,[19 45] ; [15 23],[21.33333333 42.66666667] ; [12.66666667 25.33333333],0
a6,1,0.328638,0.954257,[46 53] ; [26 41],[42.93975904 56.06024096] ; [29.06024096 37.93975904],0
d2,1,0.365725,0.818138,[38 59] ; [31 36],[40.81097561 56.18902439] ; [28.18902439 38.81097561],0
b5,1,0.428952,0.62566,[52 47] ; [31 36],[49.5 49.5] ; [33.5 33.5],0
d3,1,0.445266,0.582675,[37 62] ; [29 38],[39.36144578 59.63855422] ; [26.63855422 40.36144578],0
a4,1,0.44542,0.58228,[39 58] ; [23 44],[36.67073171 60.32926829] ; [25.32926829 41.67073171],0
n4,1,0.459902,0.546133,[64 35] ; [47 20],[66.19879518 32.80120482] ; [44.80120482 22.19879518],0
s7,1,0.478551,0.502162,[24 70] ; [13 50],[22.15286624 71.84713376] ; [14.84713376 48.15286624],0
a2,1,0.490877,0.474603,[ 7 92] ; [ 3 64],[ 5.96385542 93.03614458] ; [ 4.03614458 62.96385542],0
n1,1,0.511231,0.431548,[10 30] ; [ 6 12],[11.03448276 28.96551724] ; [ 4.96551724 13.03448276],0
p1,1,0.606413,0.265431,[ 8 91] ; [ 4 63],[ 7.15662651 91.84337349] ; [ 4.84337349 62.15662651],0
p3,1,0.618256,0.248327,[31 67] ; [23 42],[32.46625767 65.53374233] ; [21.53374233 43.46625767],0
n5,1,0.751127,0.100586,[66 32] ; [46 20],[66.92682927 31.07317073] ; [45.07317073 20.92682927],0
s6,1,0.804074,0.061543,[38 58] ; [27 38],[38.75776398 57.24223602] ; [26.24223602 38.75776398],0
b4,1,0.810876,0.057263,[58 41] ; [38 29],[57.25301205 41.74698795] ; [38.74698795 28.25301205],0
u3,1,0.821074,0.05115,[17 30] ; [ 7 14],[16.58823529 30.41176471] ; [ 7.41176471 13.58823529],0
p12,1,0.821837,0.050707,[ 2 97] ; [ 1 64],[ 1.81097561 97.18902439] ; [ 1.18902439 63.81097561],0
u2,1,0.974077,0.001056,[19 28] ; [ 8 12],[18.94029851 28.05970149] ; [ 8.05970149 11.94029851],0
p5,1,0.983876,0.000408,[ 9 89] ; [ 6 60],[ 8.96341463 89.03658537] ; [ 6.03658537 59.96341463],0
