Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,26.271628,[28 80] ; [100  75],[48.84805654 59.15194346] ; [79.15194346 95.84805654],1
p6,1,1e-06,25.196199,[14 93] ; [ 73 103],[32.89399293 74.10600707] ; [ 54.10600707 121.89399293],1
p4,1,5.1e-05,16.401707,[46 62] ; [118  58],[62.36619718 45.63380282] ; [101.63380282  74.36619718],1
p3,1,0.005127,7.834136,[39 67] ; [95 81],[50.36879433 55.63120567] ; [83.63120567 92.36879433],0
p2,1,0.006135,7.510316,[80 28] ; [153  23],[88.6056338 19.3943662] ; [144.3943662  31.6056338],0
p11,1,0.014158,6.018359,[74 34] ; [143  33],[82.52112676 25.47887324] ; [134.47887324  41.52112676],0
p1,1,0.034109,4.489208,[13 95] ; [  9 167],[ 8.36619718 99.63380282] ; [ 13.63380282 162.36619718],0
a1,1,0.060546,3.522363,[  2 106] ; [ 12 164],[  5.32394366 102.67605634] ; [  8.67605634 167.32394366],0
b1,1,0.062765,3.462764,[37 71] ; [80 96],[44.49295775 63.50704225] ; [ 72.50704225 103.49295775],0
n3,1,0.112176,2.523297,[22 11] ; [26  5],[24.75  8.25] ; [23.25  7.75],0
a8,1,0.114168,2.495558,[12 89] ; [ 32 134],[16.64419476 84.35580524] ; [ 27.35580524 138.64419476],0
p10,1,0.119918,2.418395,[77 30] ; [140  35],[82.33687943 24.66312057] ; [134.66312057  40.33687943],0
r4,1,0.125365,2.348976,[91 17] ; [159  17],[95.07042254 12.92957746] ; [154.92957746  21.07042254],0
v2,1,0.132138,2.267203,[47 54] ; [93 73],[52.9588015 48.0411985] ; [87.0411985 78.9588015],0
u2,1,0.168342,1.897644,[17 18] ; [33 19],[20.11494253 14.88505747] ; [29.88505747 22.11494253],0
n2,1,0.17199,1.865512,[21 13] ; [24  7],[23.53846154 10.46153846] ; [21.46153846  9.53846154],0
s7,1,0.179199,1.80425,[50 51] ; [99 72],[55.32720588 45.67279412] ; [93.67279412 77.32720588],0
d1,1,0.182254,1.779149,[64 44] ; [90 86],[58.56338028 49.43661972] ; [95.43661972 80.56338028],0
u1,1,0.221724,1.493179,[22 86] ; [ 26 150],[18.25352113 89.74647887] ; [ 29.74647887 146.25352113],0
n5,1,0.258836,1.274972,[77 31] ; [136  40],[81. 27.] ; [132.  44.],0
r2,1,0.260762,1.264708,[103   5] ; [159  14],[100.6975089   7.3024911] ; [161.3024911  11.6975089],0
u4,1,0.271014,1.21161,[  5 103] ; [  4 172],[  3.42253521 104.57746479] ; [  5.57746479 170.42253521],0
d2,1,0.315425,1.007823,[56 52] ; [80 95],[51.90106007 56.09893993] ; [84.09893993 90.90106007],0
n1,1,0.377544,0.778683,[15 19] ; [10 20],[13.28125 20.71875] ; [11.71875 18.28125],0
b4,1,0.385688,0.752494,[67 41] ; [100  76],[63.50704225 44.49295775] ; [103.49295775  72.50704225],0
v4,1,0.387777,0.745902,[98  9] ; [164  10],[99.76512456  7.23487544] ; [162.23487544  11.76512456],0
s8,1,0.428352,0.627288,[50 58] ; [90 86],[53.23943662 54.76056338] ; [86.76056338 89.23943662],0
n4,1,0.473488,0.513824,[82 26] ; [140  36],[84.42253521 23.57746479] ; [137.57746479  38.42253521],0
a2,1,0.513131,0.427677,[21 87] ; [ 40 136],[23.1971831 84.8028169] ; [ 37.8028169 138.1971831],0
p9,1,0.529456,0.395435,[83 24] ; [142  34],[85.07067138 21.92932862] ; [139.92932862  36.07067138],0
r3,1,0.5367,0.381691,[102   6] ; [169   7],[103.05633803   4.94366197] ; [167.94366197   8.05633803],0
a3,1,0.57014,0.322448,[72 36] ; [123  53],[74.15492958 33.84507042] ; [120.84507042  55.15492958],0
n6,1,0.571682,0.319876,[84 24] ; [141  34],[85.86572438 22.13427562] ; [139.13427562  35.86572438],0
a4,1,0.572462,0.318581,[42 66] ; [ 74 101],[44.26855124 63.73144876] ; [ 71.73144876 103.26855124],0
d3,1,0.580491,0.305441,[70 38] ; [119  56],[72.12720848 35.87279152] ; [116.87279152  58.12720848],0
a6,1,0.580491,0.305441,[70 38] ; [119  56],[72.12720848 35.87279152] ; [116.87279152  58.12720848],0
d4,1,0.58187,0.303221,[82 26] ; [137  37],[83.87234043 24.12765957] ; [135.12765957  38.87234043],0
s6,1,0.583389,0.300788,[82 25] ; [129  46],[80.06028369 26.93971631] ; [130.93971631  44.06028369],0
v1,1,0.611533,0.257948,[44 57] ; [79 90],[46.01111111 54.98888889] ; [76.98888889 92.01111111],0
b5,1,0.612508,0.256538,[63 45] ; [108  68],[65.02816901 42.97183099] ; [105.97183099  70.02816901],0
v3,1,0.63851,0.220696,[35 66] ; [ 63 105],[36.79553903 64.20446097] ; [ 61.20446097 106.79553903],0
a5,1,0.650072,0.205809,[74 34] ; [116  60],[72.25352113 35.74647887] ; [117.74647887  58.25352113],0
s1,1,0.697518,0.151066,[  6 101] ; [  8 167],[  5.31205674 101.68794326] ; [  8.68794326 166.31205674],0
a7,1,0.768267,0.086814,[76 32] ; [126  49],[77.08833922 30.91166078] ; [124.91166078  50.08833922],0
p5,1,0.81299,0.055966,[  6 100] ; [ 11 162],[ 6.45878136 99.54121864] ; [ 10.54121864 162.45878136],0
r1,1,0.846813,0.037321,[86 22] ; [141  34],[86.62897527 21.37102473] ; [140.37102473  34.62897527],0
d5,1,0.849056,0.036223,[81 27] ; [133  42],[81.66784452 26.33215548] ; [132.33215548  42.66784452],0
b2,1,0.875827,0.024418,[19 33] ; [42 77],[18.5497076 33.4502924] ; [42.4502924 76.5497076],0
b3,1,0.875827,0.024418,[19 33] ; [42 77],[18.5497076 33.4502924] ; [42.4502924 76.5497076],0
s4,1,0.888876,0.019524,[16 92] ; [ 27 148],[16.40989399 91.59010601] ; [ 26.59010601 148.40989399],0
u3,1,0.89131,0.018672,[21 15] ; [29 22],[20.68965517 15.31034483] ; [29.31034483 21.68965517],0
s2,1,0.947494,0.004337,[72 36] ; [118  58],[72.25352113 35.74647887] ; [117.74647887  58.25352113],0
p12,1,0.977586,0.000789,[ 8 99] ; [ 13 163],[ 7.93992933 99.06007067] ; [ 13.06007067 162.93992933],0
