Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,2e-06,22.80543,[35  7] ; [16 32],[23.8 18.2] ; [27.2 20.8],1
s8,1,2e-06,22.267246,[28 15] ; [ 8 40],[17.01098901 25.98901099] ; [18.98901099 29.01098901],1
s3,1,0.000354,12.760838,[29 14] ; [14 33],[20.54444444 22.45555556] ; [22.45555556 24.54444444],1
s5,1,0.000599,11.779956,[19 19] ; [ 7 39],[11.76190476 26.23809524] ; [14.23809524 31.76190476],1
s7,1,0.001308,10.331542,[24 17] ; [11 34],[16.68604651 24.31395349] ; [18.31395349 26.68604651],0
s4,1,0.003776,8.388346,[14 29] ; [ 4 44],[ 8.50549451 34.49450549] ; [ 9.49450549 38.50549451],0
p9,1,0.004004,8.2822,[39  4] ; [30 16],[33.33707865  9.66292135] ; [35.66292135 10.33707865],0
v1,1,0.00866,6.891653,[24 16] ; [15 32],[17.93103448 22.06896552] ; [21.06896552 25.93103448],0
p10,1,0.011585,6.373273,[36  7] ; [28 19],[30.57777778 12.42222222] ; [33.42222222 13.57777778],0
p11,1,0.023567,5.126205,[36  7] ; [30 18],[31.18681319 11.81318681] ; [34.81318681 13.18681319],0
a1,1,0.03388,4.500767,[ 6 37] ; [ 1 47],[ 3.30769231 39.69230769] ; [ 3.69230769 44.30769231],0
p3,1,0.045454,4.001701,[25 18] ; [17 29],[20.29213483 22.70786517] ; [21.70786517 24.29213483],0
v4,1,0.064629,3.414426,[38  5] ; [35 13],[34.49450549  8.50549451] ; [38.50549451  9.49450549],0
a3,1,0.065472,3.393052,[31 12] ; [42  6],[34.49450549  8.50549451] ; [38.50549451  9.49450549],0
b2,1,0.07298,3.214683,[ 9 22] ; [15 14],[12.4 18.6] ; [11.6 17.4],0
b3,1,0.07298,3.214683,[ 9 22] ; [15 14],[12.4 18.6] ; [11.6 17.4],0
p6,1,0.100083,2.704227,[20 22] ; [13 30],[16.30588235 25.69411765] ; [16.69411765 26.30588235],0
p4,1,0.105029,2.627472,[27 16] ; [21 25],[23.19101124 19.80898876] ; [24.80898876 21.19101124],0
p2,1,0.116873,2.458732,[32 11] ; [27 19],[28.50561798 14.49438202] ; [30.49438202 15.50561798],0
d2,1,0.149978,2.07247,[28 15] ; [37 10],[31.05555556 11.94444444] ; [33.94444444 13.05555556],0
u3,1,0.179712,1.8,[8 4] ; [2 4],[6.66666667 5.33333333] ; [3.33333333 2.66666667],0
r3,1,0.198505,1.653343,[39  4] ; [39  9],[36.85714286  6.14285714] ; [41.14285714  6.85714286],0
v2,1,0.283793,1.148838,[25 15] ; [24 23],[22.52873563 17.47126437] ; [26.47126437 20.52873563],0
n5,1,0.331118,0.94452,[31 12] ; [30 18],[28.82417582 14.17582418] ; [32.17582418 15.82417582],0
p5,1,0.370028,0.803571,[ 6 36] ; [ 4 44],[ 4.66666667 37.33333333] ; [ 5.33333333 42.66666667],0
n6,1,0.429767,0.623454,[35  8] ; [35 12],[33.44444444  9.55555556] ; [36.55555556 10.44444444],0
r2,1,0.470378,0.521087,[36  5] ; [37  8],[34.80232558  6.19767442] ; [38.19767442  6.80232558],0
u2,1,0.502335,0.45,[6 6] ; [2 4],[5.33333333 6.66666667] ; [2.66666667 3.33333333],0
p12,1,0.5053,0.443788,[ 2 41] ; [ 1 46],[ 1.43333333 41.56666667] ; [ 1.56666667 45.43333333],0
r4,1,0.525974,0.402165,[27 16] ; [27 21],[25.51648352 17.48351648] ; [28.48351648 19.51648352],0
d3,1,0.538112,0.379051,[37  6] ; [39  9],[35.91208791  7.08791209] ; [40.08791209  7.91208791],0
n2,1,0.554949,0.348525,[12  5] ; [11  7],[11.17142857  5.82857143] ; [11.82857143  6.17142857],0
n4,1,0.568146,0.325795,[29 14] ; [35 13],[30.24175824 12.75824176] ; [33.75824176 14.24175824],0
a2,1,0.577879,0.309675,[ 7 36] ; [10 38],[ 8.03296703 34.96703297] ; [ 8.96703297 39.03296703],0
b5,1,0.643609,0.214053,[28 15] ; [29 19],[26.93406593 16.06593407] ; [30.06593407 17.93406593],0
a5,1,0.645494,0.211628,[34  9] ; [36 12],[33.07692308  9.92307692] ; [36.92307692 11.07692308],0
p1,1,0.677411,0.173055,[ 5 38] ; [ 7 41],[ 5.67032967 37.32967033] ; [ 6.32967033 41.67032967],0
a4,1,0.67977,0.170385,[21 22] ; [25 22],[21.97777778 21.02222222] ; [24.02222222 22.97777778],0
p8,1,0.682125,0.167743,[16 25] ; [16 30],[15.08045977 25.91954023] ; [16.91954023 29.08045977],0
n1,1,0.713926,0.134387,[ 6 11] ; [ 5 12],[ 5.5 11.5] ; [ 5.5 11.5],0
a8,1,0.742292,0.108123,[ 2 39] ; [ 3 43],[ 2.35632184 38.64367816] ; [ 2.64367816 43.35632184],0
v3,1,0.750547,0.101072,[14 26] ; [18 29],[14.71264368 25.28735632] ; [17.28735632 29.71264368],0
a7,1,0.795502,0.06717,[28 15] ; [30 18],[27.40659341 15.59340659] ; [30.59340659 17.40659341],0
b1,1,0.808426,0.058786,[19 24] ; [20 28],[18.42857143 24.57142857] ; [20.57142857 27.42857143],0
n3,1,0.84519,0.038126,[10  7] ; [10  8],[9.71428571 7.28571429] ; [10.28571429  7.71428571],0
u1,1,0.858901,0.031603,[ 4 39] ; [ 5 43],[ 4.25274725 38.74725275] ; [ 4.74725275 43.25274725],0
b4,1,0.859052,0.031535,[27 16] ; [31 17],[27.40659341 15.59340659] ; [30.59340659 17.40659341],0
p7,1,0.865476,0.028699,[20 22] ; [22 26],[19.6 22.4] ; [22.4 25.6],0
s1,1,0.927475,0.008285,[ 2 41] ; [ 2 45],[ 1.91111111 41.08888889] ; [ 2.08888889 44.91111111],0
d5,1,0.937278,0.006192,[42  1] ; [47  1],[42.05494505  0.94505495] ; [46.94505495  1.05494505],0
d4,1,0.937278,0.006192,[42  1] ; [47  1],[42.05494505  0.94505495] ; [46.94505495  1.05494505],0
u4,1,0.937278,0.006192,[ 1 42] ; [ 1 47],[ 0.94505495 42.05494505] ; [ 1.05494505 46.94505495],0
a6,1,0.996235,2.2e-05,[26 17] ; [29 19],[25.98901099 17.01098901] ; [29.01098901 18.98901099],0
