Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,44.263577,[107  10] ; [15 22],[92.68831169 24.31168831] ; [29.31168831  7.68831169],1
p11,1,2e-06,22.720927,[101  16] ; [18 19],[90.40909091 26.59090909] ; [28.59090909  8.40909091],1
s8,1,0.000102,15.099856,[80 37] ; [12 25],[69.8961039 47.1038961] ; [22.1038961 14.8961039],1
p2,1,0.001271,10.383532,[98 18] ; [22 15],[90.98039216 25.01960784] ; [29.01960784  7.98039216],0
p8,1,0.002445,9.181471,[64 51] ; [10 27],[55.98684211 59.01315789] ; [18.01315789 18.98684211],0
r4,1,0.003771,8.391068,[103  14] ; [25 12],[97.24675325 19.75324675] ; [30.75324675  6.24675325],0
n6,1,0.005086,7.848667,[95 22] ; [21 15],[88.70588235 28.29411765] ; [27.29411765  8.70588235],0
r3,1,0.005895,7.582112,[113   4] ; [31  6],[109.4025974   7.5974026] ; [34.5974026  2.4025974],0
a3,1,0.007526,7.143007,[94 23] ; [21 15],[87.94117647 29.05882353] ; [27.05882353  8.94117647],0
r1,1,0.008687,6.88606,[92 25] ; [21 16],[85.85064935 31.14935065] ; [27.14935065  9.85064935],0
r2,1,0.009024,6.818115,[110   6] ; [30  7],[106.14379085   9.85620915] ; [33.85620915  3.14379085],0
n4,1,0.010358,6.572319,[98 19] ; [23 13],[92.52941176 24.47058824] ; [28.47058824  7.52941176],0
s6,1,0.012043,6.304497,[92 20] ; [23 14],[86.44295302 25.55704698] ; [28.55704698  8.44295302],0
s1,1,0.01316,6.147412,[  2 114] ; [ 4 33],[  4.54901961 111.45098039] ; [ 1.45098039 35.54901961],0
d5,1,0.013432,6.111312,[90 26] ; [21 16],[84.15686275 31.84313725] ; [26.84313725 10.15686275],0
n5,1,0.019906,5.42013,[93 23] ; [22 14],[87.76315789 28.23684211] ; [27.23684211  8.76315789],0
v4,1,0.028811,4.778895,[107   8] ; [29  7],[103.57615894  11.42384106] ; [32.42384106  3.57615894],0
